"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Alternating Injection of Steam and CO2 For Thermal Recovery of Heavy Oil","https://scispace.com/paper/alternating-injection-of-steam-and-co2-for-thermal-recovery-5bfdbwgwd6","2011","Dissertation","","Kazeem Akintayo Lawal","10.25560/9009","https://scispace.com/pdf/alternating-injection-of-steam-and-co2-for-thermal-recovery-5bfdbwgwd6.pdf","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses a viscosity correlation for heavy oil (no Beggs/Robinson/Egbogah) and covers PVT properties of the crude; does not compare models.","A combination of rising oil demand and declining supply from the conventional sources is drawing global attention to the vast heavy-oil resources. These are commonly developed with steam-based processes which, in most cases, burn fossil fuel to generate the required steam. However, tightening constraints on fuel, water, and the environment are some of the factors currently fuelling the interests in enhancements to the traditional steaming operations. To mitigate some of the steam-related issues, we introduce two new thermal recovery methods, namely: (i) alternating-injection of steam and CO2 (SAC), and (ii) alternating-injection of steam and flue-gas (SAF). The primary objective of this research is to assess the technical and commercial feasibility of these new processes. To achieve this objective, we employ a combination of analytic modelling, numerical simulations and experimental studies, investigating the reservoir heat-transport aspects of steam-based processes, asphaltene-induced formation impairment, as well as the key controls on reservoir dynamics and project economics. In this work, the concepts of first-contact condensation (FCC) and multiple-contact condensation (MCC) have been introduced as additional mechanisms of heat-transport in steam-based processes. Hence, the traditional conductive-convective heat equations have been extended. Solutions of these equations indicate that laboratory and field observations are better rationalised, hence eliminating the current practice of employing unrealistic effective permeability and thermal diffusivity to explain these observations. We also provide conditions under which petroleum reservoirs may be analysed as adiabatic systems, and establish the relative influence of reservoir and operating parameters on reservoir heat-transport. Considering the asphaltene-precipitation potentials of CO2 and flue-gas, new models have been formulated for describing asphaltene-induced impairment of the permeability of porous media which, in turn, have been analysed as either closed (non-flowing) or open (flowing) systems. Application of the models to rationalise the experimental results from common porous media, which include sandstone, carbonate and glass-bead, validates their robustness. As a further test on the robustness of the proposed models, their main underlying assumptions have been validated with a set of capillary-flow experiments, which approximate asphaltene deposition at pore scale. As a case study for reservoir simulations, the Nigerian heavy-oil deposit has been examined. The sensitivity of reservoir response to reservoir, geometric (number and design of wells) and operating parameters has been quantified. From these results, a realistic set of dynamic-simulation models has been constructed for the Nigerian deposit. Within the parameter-space explored, the main subsurface uncertainties are reservoir geometry, permeability distribution as well as fluid and Lawal, A.K. (2011) Alternating Injection of Steam and CO2 for Thermal Recovery of Heavy Oil 5 relative-permeability models. In addition, all the processes, namely steam-alone, SAC and SAF, are vulnerable to geometric and operating parameters. On the net effect of in-situ asphaltene removal, the alternating-injection processes would only yield higher oil recovery than the steam-alone process if there is significant in-situ deasphalting such that the oil-viscosity reduction effect overrides the permeability impairment effect. Otherwise, the miscibility of these gases in the oil-phase is not sufficiently high to take advantage of the reduction of crude viscosity by dilution. Finally, within the range of parameters evaluated, the three processes are technically and commercially feasible for the Nigerian deposit investigated. However, in terms of economics and robustness against commercial risks, the order is SAC > steam-alone > SAF. The reservoir model, oil price and costs are found to be the main determinants of project risks. Given the limitations of this research and the uncertainties in the input data used for analyses, we complete the work by outlining the scope for further studies. Lawal, A.K. (2011) Alternating Injection of Steam and CO2 for Thermal Recovery of Heavy Oil 6"
"Estimation of Viscosity of Azerbaijan Crude Oil","https://scispace.com/paper/estimation-of-viscosity-of-azerbaijan-crude-oil-l1ivkk0ivp","2019","Journal Article","","Yadigar Imamverdiyev
Makrufa Sh. Hajirahimova","10.18488/JOURNAL.79.2019.61.8.16","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Beggs‑Robinson and other empirical correlations to predict viscosity of Azerbaijan crude oil, comparing model predictions with experimental data.","In this study, the prediction issue of oil viscosity, on oil samples taken from Guneshli oil field of Azerbaijan has been viewed applying empirical correlations as Beggs-Robinson, Labedi, modified Kartoatmodjo, Elsharkawy and Alikhan, Al-Khafaji. The correlation models used in the evaluation of viscosity of Azerbaijan oil have been implemented in the Python software environment. The obtained values on empirical correlations have been compared to experimental data obtained from Guneshli oil field. The result of prediction has been evaluated using statistic functions as absolute average deviation (AAD), mean absolute error (MAE), correlation coefficient, root mean square error (RMSE). According to statistical analysis, it has been known that the Beggs-Robinson model has shown the lowest value on AAD (10.5614%), MAE (12.4427 %), RMSE (20.0853 %). The Labedi model has presented the worst result on every four criterions. Even though the Elsharkawy-Alikhan model has presented the highest result (99.9272%) on correlation coefficient, in the evaluation of viscosity of Azerbaijan crude oil, the Beggs-Robinson model can be considered more acceptable."
"An Improved Correlation to Investigate the Effect of Chemical Additives on the Mobility Ratio of Two-Phase Flow","https://scispace.com/paper/an-improved-correlation-to-investigate-the-effect-of-buj4w1s1ch","2021","Journal Article","Periodicals of Engineering and Natural Sciences (PEN)","Izzat Niazi Sulaiman
Mohammed Jawad Zeinalabideen
Adnan Ajam Abed","10.21533/PEN.V9I1.1795.G761","https://scispace.com/pdf/an-improved-correlation-to-investigate-the-effect-of-buj4w1s1ch.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses API gravity–based correlation to predict oil viscosity, but lacks explicit Beggs/Robinson models and does not compare multiple models; heavy‑oil focus is limited.","World energy demand continues to increase, as they evolve, and developing countries consume more energy to keep their rising factories going. A significant portion of the energy demand is supplied by fossil fuels, especially crude oil. Therefore, in order to satisfy the world's energy demand, oil reserves and oil production capability must be increased. This objective can be accomplished by enhancing the recovery efficiency of the existing generating or mature reservoirs through the application of increased oil recovery. The injection of fluids into oil reservoirs has the purpose of supplementing natural energy and is used in some cases to engage with the reservoir's rock/oil system, standardizing for oil recovery, such as lower interfacial stress, oil swelling, reduction of oil viscosity and adjustment of wettability.
Subject to comprehensive studies, in heavy oil reservoirs, polymer injection is not dependent on large technological instruments, requiring only mixing and filtration equipment, except for those already used for traditional water injections. In addition, polymers are non-toxic and corrosive and can produce desirable mobility ratios. The implementation of this approach decreases the output ratio of water to oil, thus decreasing operating.
In the present work, thirty-five data points from experimental work had been investigated to develop a new correlation for viscosity of water by using the suitable program. It was analyzed the influence of the polymer additives on the mobility ratio, temperature and concentration effect on mobility ratio, and viscosity altering with the additives have been investigated. The results of the correlation showed acceptable agreement between the observed and predicted viscosity values. As a contrast to the polymer 
additives approach, pure water was proposed."
"Assessment and development of heavy-oil viscosity correlations","https://scispace.com/paper/V5K8b0FRdMcJ","","","","MS Hossain
C Sarica
HQ Zhang
L Rhyne","","","- **Relevance Score:** 55/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Beggs and Robinson correlation to develop heavy‑oil viscosity models; focuses on heavy oil viscosity but does not discuss broader crude oil PVT properties or compare multiple models.",""
"The effect of asphaltene content on predicting heavy dead oils viscosity: Experimental and modeling study","https://scispace.com/paper/the-effect-of-asphaltene-content-on-predicting-heavy-dead-4e9gm8mn9y","2018","Journal Article","Fuel","E.M. Mansour
S.E.M. Desouky
M. El Aily
M.E. Helmi","10.1016/J.FUEL.2017.10.024","","- **Relevance Score:** 55/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Beggs‑Robinson correlation with Egbogah modification to predict heavy oil viscosity; explicitly focuses on heavy oil viscosity.",""
"Reliability Analysis on PVT Correlations","https://scispace.com/paper/reliability-analysis-on-pvt-correlations-5f5v5hjibx","1994","Proceedings Article","Europace","Giambattista De Ghetto
Marco Villa","10.2118/28904-MS","","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates and compares viscosity correlations for heavy oils, proposing new equations, and assesses crude oil PVT properties across API classes.","This paper evaluates the reliability of the most common empirical correlations used for determining reservoir fluid properties whenever laboratory PVT data are not available: bubblepoint pressure, solution GOR, bubblepoint OFVF, isothermal compressibility, dead-oil viscosity, gas-saturated oil viscosity and undersaturated oil viscosity. The reliability of the correlations has been evaluated against a set of 195 crude oil samples collected from the Mediterranean Basin, Africa, the Persian Gulf and the North Sea. About 3700 measured data points have been collected and investigated. All measured data points are reported in the paper. For all the correlations, the following statistical parameters have been calculated: (a) relative deviation between estimated and experimental values, (b) average absolute percent error, (c) standard deviation. Oil samples have been divided into the following four different API gravity classes: extra-heavy oils for {degree}API {le} 10, heavy oils for 10 31.1. The best correlations both for each class and for the whole range of API gravity have been evaluated for each oil-property. The functional forms of the correlations that gave the best results for each oil property have been used for finding a bettermore » correlation with average errors reduced by 5--10%. In particular, for extra-heavy oils, since no correlations are available in literature (except of viscosity), a special investigation has been performed and new equations are proposed.« less"
"The Prediction of Viscosity, Formation Volume Factor, and Bubble Point Pressure of Heavy Oil Using Statistical Analysis, Artificial Neural Networks, and Three-dimensional Modeling: A Comparative Evaluation","https://scispace.com/paper/the-prediction-of-viscosity-formation-volume-factor-and-19nzx7zwu3","2014","Journal Article","Energy Sources Part A-recovery Utilization and Environmental Effects","F. Torabi
B. Y. Jamaloei
C. J. Zunti
C. C. Markwart","10.1080/15567036.2010.547926","","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Develops new heavy‑oil viscosity correlations using statistical analysis, ANN, and 3‑D modeling, comparing them to existing models and reporting improved predictions for viscosity, bubble point, and FVF.","The physical properties of the reservoir fluids are required for various applications, such as reservoir performance optimization, field development, and modeling of the numerous enhanced oil recovery processes Some correlations have been developed that can predict the properties of the reservoir fluids However, most of these correlations do not accurately predict the physical properties of the heavy oil This study uses three approaches to develop new correlations for the calculation of the dead oil viscosity: statistical analysis, artificial neural networks, and three-dimensional modeling The results indicate that the developed correlations in this study for prediction of the heavy oil viscosity outperform the previously developed correlations Moreover, the statistical analysis is performed to develop new correlations for prediction of the bubble point pressure and the formation volume factor The results of these correlations are in good agreement with the experimental values Finally, recommendati"
"Heavy oil viscosity and density prediction at normal and elevated temperatures","https://scispace.com/paper/heavy-oil-viscosity-and-density-prediction-at-normal-and-4kmq8v2cle","2016","Journal Article","Journal of Petroleum Exploration and Production Technology","Osamah Alomair
Mohammad A. Jumaa
Abullhaq Alkoriem
Mohamed S. Hamed","10.1007/S13202-015-0184-8","https://scispace.com/pdf/heavy-oil-viscosity-and-density-prediction-at-normal-and-4kmq8v2cle.pdf","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses API‑based correlations to predict heavy‑oil viscosity and density, compares proposed model to literature correlations, but does not cite Beggs/Robinson/Egbogah.","Viscosity and density are important physical properties of crude oil. However, no practical theory exists for the calculation of these properties for heavy oil at elevated temperatures. The principal objective of this paper is to obtain exact models that can successfully predict these two important fluid properties covering a wide range of temperatures. In this study, heavy oil density was predicted from API and temperature, and then the predicted values of the densities were used in the second step to develop the viscosity correlation. A total of 30 heavy oil samples of different API gravities ranging from 11.7 to 18.8 were tested. Viscosity and density were measured in the temperature range from 20 to 160 °C. The accuracy of the experimental density data was determined using Standing and Katz method. Published correlations were also used to evaluate the experimental viscosity data. The comparison between the experimental data and the predicted values indicated that the proposed model successfully predicted the experimental data with an average absolute relative error of less than 8 % and correlation coefficients (R
 2) of 0.97 and 0.92 at normal and high temperatures, respectively. The proposed model and the literature models were tested on heavy oil samples. It was found that it is not possible to generalize a correlation for the heavy oil viscosity using only API and temperature. However, the proposed model significantly minimizes the relative error and increases the correlation between the predicted and experimental data compared with other published methods."
"Prediction of heavy oil viscosity","https://scispace.com/paper/prediction-of-heavy-oil-viscosity-dnwhhh7nuh","1998","","","Trevor Bennison","","","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Assesses multiple viscosity correlations for heavy oils, compares their performance and develops a new heavy‑oil viscosity correlation; does not cite Beggs, Robinson or Egbogah.","The impetus for this work stems from the difficulties in obtaining reliable viscosity measurements for live oils from viscous oil reservoirs. The use of correlations to estimate fluid viscosity can provide a useful method to provide the reservoir engineer with preliminary values for reservoir calculations. Many different correlations based on measured fluid properties have been presented in the literature to estimate fluid viscosity. Using measured data supplied through the offices of the DTI, these correlations have been assessed for their ability to predict measured viscosity data for several North Sea heavy oil reservoirs. Arising from this assessment, prediction of dead oil viscosity, on which most of the correlations for bubble-point and thereby undersaturated oil viscosity are based, was found to be poor. Work to identify an alternative correlation was undertaken and a new correlation developed. Particular correlations for bubble-point and undersaturated oil viscosity have been recommended as providing the best match with measured data. An engineer's flow chart has been created to summarise the findings."
"Análisis y generación de correlaciones PVT del petróleo y su aplicabilidad en el Ecuador","https://scispace.com/paper/analisis-y-generacion-de-correlaciones-pvt-del-petroleo-y-su-lphncirykj","2017","Dissertation","","Iza Toapanta
Anabel Cristina","","https://scispace.com/pdf/analisis-y-generacion-de-correlaciones-pvt-del-petroleo-y-su-lphncirykj.pdf","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates and modifies viscosity correlations for Ecuadorian crude, compares 18 models using AARE, focuses on heavy oil PVT properties and API ranges.","En los ultimos anos el uso constante de expresiones de correlacion se ha incrementado no solo por parte el ingeniero en reservorios sino por la academia, por lo tanto es necesario contar con expresiones de correlacion apropiadas que permitan estimar las propiedades fisicas de crudos ecuatorianos. Este estudio se divide en dos fases, la primera es la validacion de datos PVT, la cual comprende cinco sub etapas necesarias para obtener datos corregidos. En este estudio se evaluo los datos de cien reportes PVT correspondientes a las muestras de fluido de los diferentes campos petroleros de la Amazonia ecuatoriana. La segunda fase emplea el metodo de minimos cuadrados y modelos de analisis estadistico para modificar las expresiones de correlacion de la literatura; las correlaciones modificadas para cada propiedad fueron seleccionadas en base al indicador estadistico AARE. Por ultimo, se utilizo el criterio para clasificar las muestras de crudo ecuatoriano en base a la composicion y al comportamiento de fase dando como resultado crudo pesado. Este estudio permitio recomendar las Correlaciones de Al Marhoun (1988) para pb, Hemmati-Kharrat (2007) para Rsb y Al Marhoun (1992) para Bob, las cuales serviran de base para aplicar en los Campos de la Region Amazonica."
"Development of a New Temperature-Dependent Viscosity Model for Crude Oils","https://scispace.com/paper/development-of-a-new-temperature-dependent-viscosity-model-3tycz6u6","2023","Journal Article","Industrial & Engineering Chemistry Research","K Bouresli
Xiaoliang Ma
Hamza Albazzaz
Shibu Jose","10.1021/acs.iecr.3c01213","","- **Relevance Score:** 48/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares six empirical viscosity models and proposes a new temperature‑dependent model (3% avg. deviation); includes API gravity data but lacks Beggs/Robinson references.","The objective of this study is to develop a more accurate model for predicting the dynamic viscosity of a wide range of crude oils at different temperatures. The dynamic viscosities of four Kuwaiti crude oils and a Maya heavy crude oil with an API gravity range of 11.3–26.5 were measured over a temperature range of 25–150 °C, and then the obtained data were used to compare and evaluate the six major empirical temperature-dependent viscosity models reported in the literature. According to the temperature-viscosity correlation, a new empirical temperature-dependent viscosity model was first proposed for crude oils. The linear regression analysis and the statistic deviation analysis were conducted in comparison of the new temperature-dependent viscosity model with the six existing models. Deviation of the various models for the five different crude oils was calculated and discussed in detail. The results show that the new model displays the best correlation performance, giving the smallest average relative deviation of 3.0%, in comparison with the six existing models. "
"A Rigorous Yet Simple Dead Oil Viscosity Correlation","https://scispace.com/paper/a-rigorous-yet-simple-dead-oil-viscosity-correlation-4b1nds0zdt","2013","Journal Article","Petroleum Science and Technology","H. S. Naji","10.1080/10916466.2010.551242","","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Proposes a simple dead oil viscosity correlation using API gravity and temperature; compares it to other correlations but does not mention specific models or focus on heavy oil.","A rigorous yet simple correlation for the estimation of dead oil viscosity is proposed. The new correlation requires oil API gravity and system temperature as the only correlation parameters. It calculates the Watson characterization factor as a function of oil API gravity. Hence, the paraffinicity or character of the crude oil is implicitly taken into account. The new correlation was checked against other correlations for a full spectrum of oil API gravities and system temperatures. It performed exceptionally good thus eliminating the lengthy and complex calculation procedure of other correlations."
"Laboratory and Theoretical investigations of Petroleum Reservoir Fluid Properties","https://scispace.com/paper/laboratory-and-theoretical-investigations-of-petroleum-y3f26j52i8m9","2022","Repository","","Yuqiang Wu","10.5281/zenodo.7321891","","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes crude oil PVT properties and API gravity, compares empirical correlations including viscosity, but lacks specific viscosity model names and heavy‑oil focus.","Understanding the Pressure-Volume-Temperature (PVT) properties is very important to many kinds of petroleum determinations like calculations of reservoir fluid properties; expect the future performance, selection of enhanced oil recovery methods, and for production facilities design. Models for expecting reservoir fluid properties has been increased attention during last decade by knowing reservoir pressure and temperature, oil API gravity, and gas gravity. In general, PVT properties are obtained from laboratory experiments but in some cases In this study, complete PVT lab experiments were done and evaluated the most frequently used empirical black oil PVT correlations for application in the Middle East. Empirical PVT Correlations for the Middle East crude oil was compared as a function of commonly available PVT data. Correlations compared for: Bubble point pressure, solution gas oil ratio, oil formation volume factor, oil density, and oil viscosity. After evaluating the Empirical correlations, the crude sample was characterized using different EOS to arrive at one EOS model that accurately describes the PVT behavior of crude oil produced. The multi-sample characterization method is used to arrive at one consistent model for crude oil for the whole reservoir. The fluid sample is first analyzed for consistency to ensure that they are representative of oil produced, then it is used to obtain parameters for EOS model. The tuning procedure for the EOS is done systematically by matching the volumetric and phase behavior results with laboratory results. Results showed that some correlations give good results in PVT properties compared to the laboratory and can be used with Libyan oil, while some give a high percentage of error. "
"New correlations for prediction of saturated and undersaturated oil viscosity of Arabian oil fields","https://scispace.com/paper/new-correlations-for-prediction-of-saturated-and-pyucsdlyv4","2018","Journal Article","Journal of Petroleum Exploration and Production Technology","Naif B. Alqahtani
Abdulrahman A. AlQuraishi
Wajdi Al-Baadani","10.1007/S13202-017-0332-4","https://scispace.com/pdf/new-correlations-for-prediction-of-saturated-and-pyucsdlyv4.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares new GP‑derived viscosity correlations to existing models, showing superior accuracy; does not mention Beggs/Robinson/Egbogah or focus on heavy oil.","New correlations for saturated and undersaturated oil viscosity were developed for Saudi Arabian crude oil. The data consist of 79 and 71 experimental measurements of saturated and undersaturated crude oil viscosity, respectively, at reservoir conditions. Other PVT measurements above and below bubble point pressure are also included. The new correlations were developed using genetic programming approach. The new models were developed and tested using linear genetic programming (GP) technique. The models efficiency was compared to existing correlations. Average absolute relative deviation, coefficient of correlation, and crossplots were used to evaluate the proposed models, and their outputs indicate the accuracy of the GP technique and the superiority of the developed models in comparison with the commonly utilized models tested."
"Modeling the Oil Viscosity of Nigerian Crudes Using Machine Learning","https://scispace.com/paper/modeling-the-oil-viscosity-of-nigerian-crudes-using-machine-22ivj42ezz","2023","Journal Article","","Yisa Adeeyo
A. A. Osinaike","10.2118/217190-ms","","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares ML models to existing viscosity correlations using API gravity and temperature inputs, but does not cite Beggs/Robinson/Egbogah and does not target heavy oil specifically.","Abstract Oil viscosity is an important parameter for estimating the flow behavior of crude oil under varying pressure and temperature regimes encountered in the subsurface and surface components of the petroleum production system. Although experimental data provides the most accurate characterization of this property, obtaining such data in the laboratory is often time-consuming and expensive. Alternatively, one of several empirical correlations can be used, albeit with often poor generalization to samples from differing thermodynamic systems or crude oil types. In this paper, we use a data-driven approach based on machine learning (ML) algorithms to create high-performing models for predicting the dead oil and bubblepoint oil viscosity of Nigerian crudes. Random Forest (RF) and Gradient Boosting (GB) ensembles, as well as Multi-Layer Perceptron (MLP) and Radial Basis Function (RBF) networks, are compared to several widely used correlations, and their performance is evaluated on a large dataset of crude oil samples collected from various Niger Delta oil fields. The ML models are built with minimal and easily accessible input parameters shared by the correlations, allowing for an objective assessment of their superiority to these correlations given the same input framework. These are reservoir temperature and oil API gravity for the dead oil viscosity modeling, and the solution gas-oil ratio and dead oil viscosity for the bubblepoint oil viscosity modeling. Furthermore, the model's reliability is tested by partitioning the dataset into training, validating, and testing sets, and optimal model configurations are achieved through Bayesian Optimization. On the dead oil viscosity modeling task, we achieve a modest improvement over the best-performing correlation developed by Al-Khafaji (1987). The RF model's R2 and mean absolute error (MAE) scores on the testing data are 0.831 and 3.423, respectively, versus 0.809 and 4.439 for the correlation method. However, for the bubblepoint oil viscosity modeling, the improvement recorded using the RF model over the best-performing correlation developed by Beggs and Robinson (1975) is remarkable. In this case, the R2 and MAE scores for the RF model are 0.924 and 0.441, respectively, compared to 0.574 and 0.813 for the correlation method. As a result, our ML models have outperformed conventional correlations for modeling oil viscosity. Ultimately, oil viscosity estimates from the developed ML models can provide a much more accurate characterization of the fluid behavior of Niger Delta crudes than the conventional correlations can. Furthermore, the ML models allow for continuous improvement of their generalization ability by introducing new data from various sources to the models. "
"The Dead Oil Viscosity Correlations A C-Sharp Simulation Approach@@@معادلات رياضية لحساب لزوجة الزيت الخام عند الظروف السطحية - نظرة من جانب النمذجة الرياضية لمكامن البترول","https://scispace.com/paper/the-dead-oil-viscosity-correlations-a-c-sharp-simulation-19zotjrxsd","2011","Journal Article","Journal of King Abdulaziz University-engineering Sciences","Hassan S. Naji","10.4197/ENG.22-2.4","","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares multiple dead‑oil viscosity correlations using API gravity and Watson factor, but does not mention specific models like Beggs or focus on heavy oil.","Over the years, different authors have proposed many dead oil viscosity correlations for various crude oil mixtures from all over the world. The majority of correlations fall into a category that uses system temperature and oil API gravity as the only required correlation parameters. This category may be designated as the least accurate and it might not successfully correlate viscosity since it ignores the paraffinicity or character of the crude oil. Another set of correlations offers increased accuracy in calculating dead oil viscosity. It requires, however, the Watson characterization factor as an extra parameter. This factor provides a means of identifying the paraffinicity or character of the crude oil. It stays reasonably constant for the chemically similar hydrocarbons. The Watson factor and the boiling point are related together through the API gravity. In this paper, two regression equations, for evaluating the boiling point of hydrocarbons (pure components and crude oils) as a function of API gravity, are proposed. Therefore, the Watson factor will be evaluated as a function of boiling point; which, in turn will be evaluated as a function of API gravity. It has also been concluded from this study that the boiling point equation for pure components may be used for crude oils having API gravity greater than 30. Another aspect of the paper is that all correlations were coded in an object-oriented manner, which offers flexibility in programming and allows the different parts of the code to be described easily and in a natural manner as if they were real world objects. This allows for their simple inclusion in commercial black oil or compositional reservoir simulators. Eight correlations of the first category and two of the second category were considered for a sharp review from a simulation perspective. Eight experimentally-generated data sets were used to test all correlations and to quality check the validity of the proposed equations."
"A neural network model and an updated correlation for estimation of dead crude oil viscosity","https://scispace.com/paper/a-neural-network-model-and-an-updated-correlation-for-18dd6l6z29","2012","Journal Article","Brazilian Journal of Petroleum and Gas","Ali Naseri
Seyed Hamidreza Yousefi
Alireza Sanaei
A. A. Gharesheikhlou","10.5419/BJPG2012-0003","https://www.portalabpg.org.br/bjpg/index.php/bjpg/article/download/212/186","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Develops a new dead oil viscosity correlation and neural‑network model using API gravity and temperature; compares it to existing correlations but does not target heavy oil or specific named models.","Viscosity is one of the most important physical properties in reservoir simulation, formation evaluation, in designing surface facilities and in the calculation of original hydrocarbon in-place. Mostly, oil viscosity is measured in PVT laboratories only at reservoir temperature. Hence, it is of great importance to use an accurate correlation for prediction of oil viscosity at different operating conditions and various temperatures. Although, different correlations have been proposed for various regions, the applicability of the existing correlations for Iranian oil reservoirs is limited due to the nature of the Iranian crude oil. In this study, based on Iranian oil reservoir data, a new correlation for the estimation of dead oil viscosity was provided using non-linear multivariable regression and non-linear optimization methods simultaneously with the optimization of the other existing correlations. This new correlation uses API Gravity and temperature as an input parameter. In addition, a neural-network-based model for prediction of dead oil viscosity is presented. Detailed comparisons show that validity and accuracy of the new correlation and the neural-network model are in good agreement with large data set of Iranian oil reservoir when compared with other correlations."
"Support Vector Machine Model for Predicting Gas Saturated and Undersaturated Crude Oil Viscosity of Niger Delta Oil Reservoir","https://scispace.com/paper/support-vector-machine-model-for-predicting-gas-saturated-4jsu2z9m5s","2021","Journal Article","","Isemin Isemin
Akinsete O. Oluwatoyin
Akpabio Julius","10.9734/JERR/2021/V20I917375","https://scispace.com/pdf/support-vector-machine-model-for-predicting-gas-saturated-4jsu2z9m5s.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares SVM‑predicted viscosities to empirical correlations for Niger Delta crude oil (PVT context), but lacks mention of specific models like Beggs or heavy‑oil focus.","Oil viscosity is one of the most important physical and thermodynamic property used when considering reservoir simulation, production forecasting and enhanced oil recovery. Traditional experimental procedure is expensive and time consuming while correlations are replete however they are limited in precision, hence need for a new Machine Learning (ML) models to accurately quantify oil viscosity of Niger Delta crude oil. 
This work presents use of ML model to predict gas-saturated and undersaturated oil viscosities. The ML used is the Support Vector Machine (SVM), it is applicable for linear and non-linear problems, the algorithm creates a hyperplane that separates data into two classes. The model was developed using data sets collected from the Niger Delta oil field. The data set was used to train, cross-validate, and test the models for reliability and accuracy. Correlation of Coefficient, Average Absolute Relative Error (AARE) and Root Mean Square Error (RMSE) were used to evaluate the developed model and compared with other correlations. 
Result indicated that SVM model outperformed other empirical models revealing the accuracy and advantage SVM a ML technique over expensive empirical correlations."
"Predicting the Dead Oil Viscosity of Reservoir Fluids: a case study of the Niger Delta","https://scispace.com/paper/predicting-the-dead-oil-viscosity-of-reservoir-fluids-a-case-swge1okap3","2013","Journal Article","Journal of Energy Technologies and Policy","K.F.K. Oyedeko
Ubong William Ulaeto","","https://scispace.com/pdf/predicting-the-dead-oil-viscosity-of-reservoir-fluids-a-case-swge1okap3.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Develops a new dead‑oil viscosity correlation using Niger Delta PVT data and compares its performance to existing correlations, but does not mention specific named models or heavy‑oil focus.","Knowledge of the Dead-oil viscosity is one of the most important factors in developing viscosity empirical correlations because other viscosities are obtained from it. A better accuracy of its model will enhance the accuracy of the overall viscosity parameters. This paper developed a new dead oil viscosity using laboratory PVT experimental data obtained from different oil wells across the Niger Delta. The Model was developed starting with the knowledge of Linear and Non-Linear Multiple regression analyses. A Matrix system was adopted to solve the experimental equations through MATLAB in conjunction with Microsoft Excel Application. Multiple statistical analyses were adopted to ascertain the accuracy of the derived model. The empirical correlation gave a Percent Mean Relative Error of -6.67776, Percent Mean Absolute Relative Error of 25.55437 and a 0.6728 Coefficient of Correlation. It also gave better performance plot, compared with those of existing correlations.Keywords: Dead oil viscosity, Pressure, Volume, Temperature, Multiple statistical analyses."
"Density and Viscosity Modeling and Characterization of Heavy Oils","https://scispace.com/paper/density-and-viscosity-modeling-and-characterization-of-heavy-k4bg1v54vq","2005","Journal Article","Energy & Fuels","Sergio Cisneros
Simon Ivar Andersen
Jefferson L. Creek","10.1021/EF0497715","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Models heavy‑oil PVT behavior, providing viscosity and density data for heavy reservoir fluids; does not mention Beggs/Robinson/Egbogah or compare multiple models.","Viscosity and density are key properties for the evaluation, simulation, and development of petroleum reservoirs. Previously, the friction theory (f-theory) was shown to be capable of delivering simple and accurate viscosity models for petroleum reservoir fluids with molecular weights up to ∼200 g/mol and viscosities up to ∼10 mPa s, under usual reservoir conditions. As a basis, the f-theory approach requires a compositional characterization procedure that is used in conjunction with a van der Waals type of equation of state (EOS). This is achieved using simple cubic EOSs, which are widely used within the oil industry. Further work also established the basis for extending the approach to heavy oils. Thus, in this work, the extended f-theory approach is further discussed with the study and modeling of a wider set of representative heavy reservoir fluids with viscosities up to thousands of mPa·s. Essential to the presented extended approach for heavy oils is, first, achievement of accurate PvT results for t..."
