"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Intraclass correlation coefficients in hierarchical design studies with discrete response variables: A note on a direct interval estimation procedure","https://scispace.com/paper/intraclass-correlation-coefficients-in-hierarchical-design-1lrdfpromi","2015","Journal Article","Educational and Psychological Measurement","Tenko Raykov
George A. Marcoulides","10.1177/0013164414564052","https://pmc.ncbi.nlm.nih.gov/articles/PMC5965596/pdf/10.1177_0013164414564052.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides interval estimation for intraclass correlation coefficients with discrete outcomes; does not involve LMMs, viscosity prediction, or full diagnostic suite.","A latent variable modeling procedure that can be used to evaluate intraclass correlation coefficients in two-level settings with discrete response variables is discussed. The approach is readily applied when the purpose is to furnish confidence intervals at prespecified confidence levels for these coefficients in setups with binary or ordinal outcome measures and nesting of subjects within higher order units. The method can aid educational and behavioral researchers in their study of sources of observed outcome variability and model choice considerations in multilevel settings, and is illustrated with empirical survey data."
"Approaches for quantifying the ICC in multilevel logistic models: a didactic demonstration","https://scispace.com/paper/approaches-for-quantifying-the-icc-in-multilevel-logistic-3breuwwx","2022","Posted Content","","S Devine
JO Uanhoro
AR Otto","10.31234/osf.io/v68wb","https://online.ucpress.edu/collabra/article-pdf/10/1/94263/826910/collabra_2024_10_1_94263.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses intraclass correlation in logistic multilevel models, but does not involve linear mixed-effects viscosity prediction or heavy‑oil reservoir context.","Multilevel modeling techniques have gained traction among experimental psychologists for their ability to account for dependencies in nested data structures. Increasingly, these techniques are extended to the analysis of binary data (e.g., choices, accuracy). Despite their popularity, these logistic multilevel models are often underutilized when researchers focus solely on fixed effects and ignore important heterogeneity that exists within and between participants, the random effects. In this tutorial, we review four techniques for estimating and quantifying residual- and cluster-level variance in logistic multilevel models in an accessible manner using real data. First, we introduce logistic multilevel modeling, including the interpretation of fixed and random effects. Second, we review the challenges associated with the estimation and interpretation of within- and between-participant variation in logistic multilevel models, particularly computing the intraclass correlation coefficient (ICC), which is usually a first, simple step in a linear MLM. Third, we demonstrate four existing methods of quantifying within- and between-participant variation in logistic multilevel models and discuss their relative advantages and disadvantages. Fourth, we present bootstrapping methods to make statistical inference about these variance estimates. To facilitate reuse, we developed R code to implement the discussed techniques, which is provided throughout the text and as supplemental materials. "
"Intraclass correlation coefficients in hierarchical designs: Evaluation using latent variable modeling","https://scispace.com/paper/intraclass-correlation-coefficients-in-hierarchical-designs-31tfdry91b","2011","Journal Article","Structural Equation Modeling","Tenko Raykov","10.1080/10705511.2011.534319","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Addresses intraclass correlation estimation in hierarchical designs using latent variable models, but lacks viscosity prediction, heavy‑oil context, and other diagnostics.","Interval estimation of intraclass correlation coefficients in hierarchical designs is discussed within a latent variable modeling framework A method accomplishing this aim is outlined, which is applicable in two-level studies where participants (or generally lower-order units) are clustered within higher-order units The procedure can also be used to examine hypotheses about the intraclass correlation coefficient The approach can be employed with multilevel models containing no predictors, as well with models including at least one higher level predictor The method is applicable with widely available software, and complements existing literature on evaluation of intraclass correlation coefficients The discussed approach is illustrated with an empirical example"
"A note on a hierarchical interpretation for negative variance components","https://scispace.com/paper/a-note-on-a-hierarchical-interpretation-for-negative-19flxh2u6g","2011","Journal Article","Statistical Modelling","Geert Molenberghs
Geert Verbeke","10.1177/1471082X1001100501","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses linear mixed-effects models and intraclass correlation, but does not predict viscosity or address heavy‑oil contexts; lacks comprehensive diagnostics.","A lot has been said about the relationship between hierarchical models, such as linear mixed-effects models, and the marginal models they imply. Generally, there is a many-to-one map of hierarchical models onto a given marginal model. Additionally, in some cases, no obvious hierarchical model leads to a given marginal model. For example, it is commonly known that the random-intercepts model produces, marginally, a compound-symmetry model with non-negative intraclass correlation, whereas, on the other hand, a compound-symmetry model with negative intraclass correlation is not induced by a conventional random-intercepts model. We show here that it is still possible, and even intuitively appealing, to formulate hierarchical models inducing structure such as negative compound-symmetry correlation. Thus, the aim of this note is to further clarify the relationship between hierarchical and marginal models, enhancing appeal and establishing symmetry of the concepts. Consequences for interpretation and sensitivity..."
"Identifying intraclass correlations necessitating hierarchical modeling","https://scispace.com/paper/identifying-intraclass-correlations-necessitating-1c6afk5546","2018","Journal Article","Journal of Applied Statistics","Kyle M. Irimata
Jeffrey R. Wilson","10.1080/02664763.2017.1288203","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes intraclass correlation for hierarchical logistic models; does not involve LMMs for viscosity or heavy‑oil context, and lacks other diagnostics.","Hierarchical binary outcome data with three levels, such as disease remission for patients nested within physicians, nested within clinics are frequently encountered in practice. One important aspe..."
"Beyond the intraclass correlation: A hierarchical modeling approach to test-retest assessment","https://scispace.com/paper/beyond-the-intraclass-correlation-a-hierarchical-modeling-3fjm2nh40e","2021","Posted Content","bioRxiv","Gang Chen
Daniel S. Pine
Melissa A. Brotman
Ashley R. Smith
Robert W. Cox
Simone P. Haller","10.1101/2021.01.04.425305","https://scholar.archive.org/work/uhjtlng75vhv7oqer6zodvjq5m/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/01/05/2021.01.04.425305.full.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses hierarchical models and intraclass correlation for test‑retest reliability, but does not involve viscosity prediction or full diagnostic suite.","The concept of TRR indexes the repeatability or consistency of a measurement across time. High TRR of measures is critical for any scientific study, specifically for the study of individual differences. Evidence of poor TRR of commonly used behavioral and functional neuroimaging tasks is mounting (e.g., Hedge et al., 2018; Elliot et al., 2020). These reports have called into question the adequacy of using even the most common, well-characterized cognitive tasks with robust population-level task effects, to measure individual differences. Here, we demonstrate the limitations of the ICC, the classical metric that captures TRR as a proportional variance ratio. Specifically, the ICC metric is limited when characterizing TRR of cognitive tasks that rely on many individual trials to repeatedly evoke a psychological state or behavior. We first examine when and why conventional ICCs underestimate TRR. Further, based on recent foundational work (Rouder and Haaf, 2019; Haines et al., 2020), we lay out a hierarchical framework that takes into account the data structure down to the trial level and estimates TRR as a correlation divorced from trial-level variability. As part of this process, we examine several modeling issues associated with the conventional ICC formulation and assess how different factors (e.g., trial and subject sample sizes, relative magnitude of cross-trial variability) impact TRR. We reference the tools of TRR and 3dLMEr for the community to apply these models to behavior and neuroimaging data."
"Do I Even Need a Multilevel Model? Negligible Effect Significance Testing for Intraclass Correlation Coefficients","https://scispace.com/paper/1Fy1KOPNTtIJ","","","","D Lee
GR Hancock","","https://arxiv.org/pdf/2608.02535","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes intraclass correlation significance in hierarchical data; does not involve viscosity prediction or linear mixed-effects models for that purpose, nor full diagnostic suite.",""
"Correlation between the molecular structure and viscosity index of CTL base oils based on ridge regression","https://scispace.com/paper/correlation-between-the-molecular-structure-and-viscosity-19c9sqps","2022","Journal Article","ACS omega","Chunhua Zhang
Hanwen Wang
Xiaowen Yu
Chaolin Peng
Angui Zhang
Xue Mei Liang
Yinan Yan","10.1021/acsomega.2c01877","https://pmc.ncbi.nlm.nih.gov/articles/PMC9178722/pdf/ao2c01877.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ridge regression to handle multicollinearity in viscosity index prediction for CTL base oils, but does not employ mixed-effects models, focus on heavy oil reservoirs, or cover all listed diagnostics.","In China, coal-to-liquid (CTL) lube base oils with ultrahigh viscosity index (VI) are very popular. Since it consists of chain alkanes only and can be precisely characterized by molecular structures alone, quantitative 13C nuclear magnetic resonance (NMR) data are used to generate the average structural parameters (ASPs) of CTL base oil. In this work, the ASPs and bulk properties of CTL base oils were tested and compared with those of mineral base oils. Based on the test results, the correlation between the unique property of CTL base oil VI and ASPs was analyzed. To eliminate the effect of significant multicollinearity among the input variables, statistical methods such as ordinary least-squares (OLS), stepwise regression, and ridge regression methods were used to build the VI prediction model. The main findings are as follows: according to the 13C NMR spectrum, CTL base oils had a significantly higher content of isomeric chain alkanes (including several branching structures) than mineral base oil, while the content of cycloalkanes was zero; among several branched structures, the one with the largest difference in content is structure S67, which has the highest percentage in the iso-paraffin structures, all above 25.5% in CTL base oils and below 21.39% in mineral oils; according to the distillation curve of the simulated distillation (SimDist) analysis, CTL base oils with similar carbon number distribution showed lower boiling points, narrower distillation ranges, and higher distillation efficiencies than mineral base oil; correlation analysis showed that the average chain length (ACL), normal paraffins (NPs), and structure S67 caused the CTL base oil to exhibit a higher VI; and from 13C NMR data, the ridge regression model was used to obtain regression coefficients consistent with reality, and the expected VI could be well predicted with a correlation coefficient of 0.935."
"The relationship between multilevel models and non‐parametric multilevel mixture models: Discrete approximation of intraclass correlation, random coefficient …","https://scispace.com/paper/dT72peJOuHcJ","","","","JD Rights
SK Sterba","","https://cdn-dev.vanderbilt.edu/t2-my-dev/wp-content/uploads/sites/2472/2017/04/Rights.Sterba.2016_BJMSP.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions intraclass correlation in multilevel models, but lacks any viscosity prediction, heavy‑oil context, or full set of diagnostics.",""
"Putting the individual into reliability: Bayesian testing of homogeneous within-person variance in hierarchical models","https://scispace.com/paper/putting-the-individual-into-reliability-bayesian-testing-of-3n5l6jd1l0","2021","Posted Content","Behavior Research Methods","Donald R. Williams
Stephen R. Martin
Philippe Rast","10.3758/S13428-021-01646-X","https://link.springer.com/content/pdf/10.3758/s13428-021-01646-x.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes intraclass correlation variability with Bayesian tests, addressing ICC diagnostics but does not involve LMMs for viscosity or heavy‑oil reservoir predictions.","Measurement reliability is a fundamental concept in psychology. It is traditionally considered a stable property of a questionnaire, measurement device, or experimental task. Although intraclass correlation coefficients (ICC) are often used to assess reliability in repeated measure designs, their descriptive nature depends upon the assumption of a common within-person variance. This work focuses on the presumption that each individual is adequately described by the average within-person variance in hierarchical models. And thus whether reliability generalizes to the individual level, which leads directly into the notion of individually varying ICCs. In particular, we introduce a novel approach, using the Bayes factor, wherein a researcher can directly test for homogeneous within-person variance in hierarchical models. Additionally, we introduce a membership model that allows for classifying which (and how many) individuals belong to the common variance model. The utility of our methodology is demonstrated on cognitive inhibition tasks. We find that heterogeneous within-person variance is a defining feature of these tasks, and in one case, the ratio between the largest to smallest within-person variance exceeded 20. This translates into a tenfold difference in person-specific reliability! We also find that few individuals belong to the common variance model, and thus traditional reliability indices are potentially masking important individual variation. We discuss the implications of our findings and possible future directions. The methods are implemented in the R package vICC."
"Modelling the growth curve of Maine-Anjou beef cattle using heteroskedastic random coefficients models.","https://scispace.com/paper/modelling-the-growth-curve-of-maine-anjou-beef-cattle-using-2if0twp6nt","2002","Journal Article","Genetics Selection Evolution","Christèle Robert-Granié
Barbara Heude
Jean-Louis Foulley","10.1186/1297-9686-34-4-423","https://scispace.com/pdf/modelling-the-growth-curve-of-maine-anjou-beef-cattle-using-2if0twp6nt.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses REML estimation for heteroskedastic random coefficients model of cattle growth; does not involve viscosity prediction or full diagnostic suite.","A heteroskedastic random coefficients model was described for analyzing weight performances between the 100th and the 650th days of age of Maine-Anjou beef cattle. This model contained both fixed effects, random linear regression and heterogeneous variance components. The objective of this study was to analyze the difference of growth curves between animals born as twin and single bull calves. The method was based on log-linear models for residual and individual variances expressed as functions of explanatory variables. An expectation-maximization (EM) algorithm was proposed for calculating restricted maximum likelihood (REML) estimates of the residual and individual components of variances and covariances. Likelihood ratio tests were used to assess hypotheses about parameters of this model. Growth of Maine-Anjou cattle was described by a third order regression on age for a mean growth curve, two correlated random effects for the individual variability and independent errors. Three sources of heterogeneity of residual variances were detected. The difference of weight performance between bulls born as single and twin bull calves was estimated to be equal to about 15 kg for the growth period considered."
"Anisotropic Matern correlation and spatial prediction using REML","https://scispace.com/paper/anisotropic-matern-correlation-and-spatial-prediction-using-2zo5vy1aw9","2007","Journal Article","Journal of Agricultural Biological and Environmental Statistics","Kathryn A. Haskard
Brian R. Cullis
Arūnas P. Verbyla","10.1198/108571107X196004","https://scispace.com/pdf/anisotropic-matern-correlation-and-spatial-prediction-using-2zo5vy1aw9.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies REML to anisotropic Matern spatial mixed models; does not involve viscosity prediction or heavy‑oil context, and only addresses REML, not the full set of diagnostics.","The Matern correlation function provides great flexibility for modeling spatially correlated random processes in two dimensions, in particular via a smoothness parameter, whose estimation allows data to determine the degree of smoothness of a spatial process. The extension to include anisotropy provides a very general and flexible class of spatial covariance functions that can be used in a model-based approach to geostatistics, in which parameter estimation is achieved via REML and prediction is within the E-BLUP framework. In this article we develop a general class of linear mixed models using an anisotropic Matern class with an extended metric. The approach is illustrated by application to soil salinity data in a rice-growing field in Australia, and to fine-scale soil pH data. It is found that anisotropy is an important aspect of both datasets, emphasizing the value of a straightforward and accessible approach to modeling anisotropy."
"Geographically weighted regression (GWR) and Prediction-area (PA) plot to generate enhanced geochemical signatures for mineral exploration targeting","https://scispace.com/paper/geographically-weighted-regression-gwr-and-prediction-area-p-21enj8hl","2023","Journal Article","Applied Geochemistry","Mi Tian
Xueqin Wang
Qiang Wang
Yu-Chuan Qiao
Hui Wu
Qinghai Hu","10.1016/j.apgeochem.2023.105590","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Addresses multicollinearity in GWR for geochemical signatures, but does not use LMMs, predict heavy‑oil viscosity, or provide full diagnostic suite.",""
"An anisotropic Matern spatial covariance model: REML estimation and properties.","https://scispace.com/paper/an-anisotropic-matern-spatial-covariance-model-reml-2mteuxkavg","2007","Dissertation","","Kathryn Anne Haskard","","https://scispace.com/pdf/an-anisotropic-matern-spatial-covariance-model-reml-2mteuxkavg.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses REML estimation for anisotropic Matern spatial covariance within linear mixed models; does not address viscosity prediction or broader diagnostics.","This thesis concerns the development, estimation and investigation of a general anisotropic spatial correlation function, within model-based geostatistics, expressed as a Gaussian linear mixed model, and estimated using residual maximum likelihood (REML). The Matern correlation function is attractive because of its parameter which controls smoothness of the spatial process, and which can be estimated from the data. This function is combined with geometric anisotropy, with an extension permitting different distance metrics, forming a flexible spatial covariance model which incorporates as special cases many infiniterange spatial covariance functions in common use. Derivatives of the residual log-likelihood with respect to the four correlation-model parameters are derived, and the REML algorithm coded in Splus for testing and refinement as a precursor to its implementation into the software ASReml, with additional generality of linear mixed models. Suggestions are given regarding initial values for the estimation. A residual likelihood ratio test for anisotropy is also developed and investigated. Application to three soil-based examples reveals that anisotropy does occur in practice, and that this technique is able to fit covariance models previously unavailable or inaccessible. Simulations of isotropic and anisotropic data with and without a nugget effect reveal the following principal points. Inclusion of some closely-spaced locations greatly improves estimation, particularly of the Matern smoothness parameter, and of the nugget variance when present. The presence of geometric anisotropy does not adversely affect parameter estimation. Presence of a nugget effect introduces greater uncertainty into the parameter estimates, most dramatically for the smoothness parameter, and also increases the chance of non-convergence and decreases the power of the test for anisotropy. Estimation is more difficult with very “unsmooth” processes (Matern smoothness parameter 0.1 or 0.25) — nonconvergence is more likely and estimates are less precise and/or more biased. However it is still often possible to fit the full model including both anisotropy and nugget effect using REML with as few as 100 observations. Additional simulations involving model misspecification reveal that ignoring anisotropy when it is present can substantially increase the mean squared error of prediction, but overfitting by attempting to model anisotropy when it is absent is less damaging. Further, plug-in estimates of prediction error variance are reasonable estimates of the actual mean squared error of prediction, regardless of the model fitted, weakening the argument requiring Bayesian approaches to properly allow for uncertainty in the parameter estimates when estimating prediction error variance. The most valuable outcome of this research is the implementation of an anisotropic Matern correlation function in ASReml, including the full generality of Gaussian linear"
"Calculating biotite formula from electron microprobe analysis data using a machine learning method based on principal components regression","https://scispace.com/paper/calculating-biotite-formula-from-electron-microprobe-1qf1wlgjbf","2020","Journal Article","Lithos","Xiaoyan Li
Xiaoyan Li
Chao Zhang
Chao Zhang
Harald Behrens
Francois Holtz","10.1016/J.LITHOS.2020.105371","https://dxdztz.nju.edu.cn/_upload/article/files/70/99/8383cb9249a8b8ea4c87eae8ffba/c5e2498c-e95b-416a-b84d-eed4b736dc8e.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Addresses multicollinearity in a machine‑learning approach to calculate biotite formulas from EMPA data, but lacks LMMs, viscosity prediction, and full diagnostic suite.",""
"Efforts to untie the multicollinearity knot and identify factors controlling macropore structures in shale oil reservoirs","https://scispace.com/paper/efforts-to-untie-the-multicollinearity-knot-and-identify-1eqprmfaoj","2024","Journal Article","Advances in geo-energy research","Ziyi Wang
Lin Dong
Zhijun Jin
Shuangmei Zou
Jinhua Fu
Rukai Zhu","10.46690/ager.2024.03.04","https://www.sciopen.com/local/article_pdf/10.46690/ager.2024.03.04.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes shale macropore development using mercury injection and SEM, discusses multicollinearity in correlation analysis, but lacks LMMs, viscosity prediction, and full diagnostic suite.","Traditional correlation analyses based on whole-rock data have limitations in discerning pore development determinants in shale oil reservoir, given the complex lithology of shale formations and intricate interdependencies (multicollinearity) among geological variables. In this study, mercury injection capillary pressure and digital analysis of scanning electron microscopy were employed to examine the macropore structures of both whole rocks and their constituent lithologies for the Upper Triassic Chang-7 shale of the Ordos Basin. Variations were observed among clay shale (shale primarily consisting of clay-sized mineral grains), massive siltstone and silty laminae within the Chang-7 shale. Through the combination of correlation analysis and scanning electron microscope digital technique, it was demonstrated that total organic carbon content primarily controls the level of macropore development, while lithology primarily governs macropore types and structures. Although quartz and pyrite exhibit correlations with macropore volume, they do not emerge as primary factors; instead, they appear interconnected to total organic carbon. Due to detrital mineral framework preservation during compaction, larger macropores are more developed in massive siltstones and silty laminae than in clay shale. Additionally, silty laminae, situated closer to the source rock and influenced by organic acids, exhibit a higher abundance of larger dissolution pores, potentially favoring shale oil development. This study overcomes traditional method constraints, disentangling multi-correlations, and providing new insights into shale macropore development mechanisms, potentially advancing shale oil exploration and production. Document Type: Original article Cited as: Wang, Z., Dong, L., Jin, Z., Zou, S., Fu, J., Zhu, R. Efforts to untie the multicollinearity knot and identify factors controlling macropore structures in shale oil reservoirs. Advances in Geo-Energy Research, 2024, 11(3): 194-207. https://doi.org/10.46690/ager.2024.03.04 "
"Data leveling of multi-map geochemical exploration data using compositional data analysis: A case study from the Baiyinchagan–Maodeng Area, Inner …","https://scispace.com/paper/QCwN1_WOnycJ","","","","R Tang
C Li
K Xiao
G Tang","","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Addresses multicollinearity in compositional data analysis, but lacks linear mixed-effects models, viscosity prediction, and full set of diagnostics.",""
"Application of chemometric and experimental tools for monitoring processes of industrial importance","https://scispace.com/paper/2BtYmsCwG58J","","","","K Sivaramakrishnan","","https://ualberta.scholaris.ca/bitstreams/98860fae-8d52-402b-95d6-d57acd9eed24/download","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions multicollinearity in viscosity analysis of Cold Lake bitumen, but lacks linear mixed-effects models and full diagnostic coverage; only partial relevance to heavy‑oil viscosity prediction.",""
"New Technology of Optimizing Heavy Oil Reservoir Management by Geochemical Means: A Case Study in Block Leng 43, Liaohe Oilfield, China","https://scispace.com/paper/new-technology-of-optimizing-heavy-oil-reservoir-management-4cyuyz5c2i","2002","Journal Article","Chinese Journal of Geochemistry","Zhao Hong-jing
Zhang Chunming
Mei Bo-wen
Steve Larter
Wu Tiesheng","10.1007/BF02831535","","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy oil viscosity via geochemical parameters, but lacks linear mixed-effects models and any discussion of multicollinearity, VIF, intraclass correlation, or REML.","Geochemical methods can be used to optimize heavy oil reservoir management. The distribution of some biomarkers in oils is different with the degree of biodegradation. Geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate the difficulties involved in oil production. The results of viscosity prediction for oils from reservoir S32 in block Leng 43 and preliminary evaluation of oil production difficulty are consistent with the geological data."
"Machine learning estimation of crude oil viscosity as function of API, temperature, and oil composition: Model optimization and design space","https://scispace.com/paper/machine-learning-estimation-of-crude-oil-viscosity-as-118f8hf7","2023","Journal Article","PLOS ONE","Daihong Li
Xiaoyu Zhang
Qian Kang","10.1371/journal.pone.0282084","","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ML (DT, MLP, GRNN) to predict heavy crude oil viscosity from API, temperature, and composition, but does not employ LMMs or any multicollinearity/VIF/ICCs/REML diagnostics.","Measurement of viscosity of crude oil is critical for reservoir simulators. Computational modeling is a useful tool for correlation of crude oil viscosity to reservoir conditions such as pressure, temperature, and fluid compositions. In this work, multiple distinct models are applied to the available dataset to predict heavy-oil viscosity as function of a variety of process parameters and oil properties. The computational techniques utilized in this work are Decision Tree (DT), MLP, and GRNN which were utilized in estimation of heavy crude oil samples collected from middle eastern oil fields. For the estimation of viscosity, the firefly algorithm (FA) was employed to optimize the hyper-parameters of the machine learning models. The RMSE error rates for the final models of DT, MLP, and GRNN are 40.52, 25.08, and 30.83, respectively. Also, the R2-scores are 0.921, 0. 978, and 0.933, respectively. Based on this and other criteria, MLP is chosen as the best model for this study in estimating the values of crude oil viscosity."
"A Rheological and Chemical\nInvestigation of Canadian\nHeavy Oils From the McMurray Formation","https://scispace.com/paper/a-rheological-and-chemical-ninvestigation-of-canadian-nheavy-teakb3fpi4xc","2015","Repository","","","10.1021/ef300608w.s001","","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PLS regression on FTIR vibrational modes to predict heavy‑oil viscosity, linking chemical composition to viscosity; no linear mixed‑effects models or diagnostic analyses are presented.","The prediction of viscosity in the extraction of heavy\nand viscous\noil resources is essential for the economically viable production\nof these resources. A rheological and chemical investigation of oils\nfrom the McMurray formation produced at different depths was undertaken.\nChemical analysis using high-resolution time-of-flight mass spectrometry\n(TOF MS), Fourier transform infrared spectroscopy (FTIR), and nuclear\nmagnetic resonance spectroscopy (NMR) suggested specific compounds\nrepresentative of the compound classes observed in these heavy oils:\n[1] water, [2] sec-hexadecyl naphthalene, [3] 2,2′,5,5′-tetramethyl-1,1′-biphenyl,\n[4] 1-methylanthracene, and [5] cyclopentylcyclopentane. All three\nanalytical techniques detected the monoaromatic, diaromatic, and triaromatic\nring hydrocarbons as being the most abundant species in this heavy\noil. Specific molecules with intense FTIR modes near 1600 cm&lt;sup&gt;–1&lt;/sup&gt; and 1380 cm&lt;sup&gt;–1&lt;/sup&gt; were not identified, and these may\naccount for unknown species in asphaltene fractions. Correlations\nbetween heavy-oil chemistry and its viscosity were built using a partial\nlinear square fit (PLS) regression from vibrational modes in the FTIR\nspectra, predicting an inverse correlation between water and viscosity. "
"Viscosity Prediction of Heavy Oil from the Liaohe Basin Using Biomarker Parameters","https://scispace.com/paper/viscosity-prediction-of-heavy-oil-from-the-liaohe-basin-1130qzhg79","2014","Journal Article","Petroleum Science and Technology","J. J. Hu
X. T. Zhang
Q. Yu
Z. Huang
Q. Xiao
H. J. Zhao","10.1080/10916466.2011.637535","","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy‑oil viscosity using biomarker correlations in the Liaohe Basin, but provides no linear mixed‑effects modeling or diagnostic analyses.","A set of correlations was proposed to predict the viscosities of heavy oils from Leng 43/37 blocks (Liaohe Basin) using some biomarker parameters. Geochemical analysis showed that the heavy oils in this study main suffered from different degrees of biodegradation. With increasing biodegradation, the viscosities of crude oils have strong correlations with the following four biomarker biodegradation parameters: (Pr + Ph)/(nC17 + nC18), (nC17 + nC18)/C30H, nC17 + nC18 + Pr + Ph (mg/g), ∑(nC11 − nC36) (mg/g); the correlation coefficients were 0.96, 0.94, 0.93, and 0.94, respectively. Moreover, for convenience, we ranked the extent of biodegradation as nonbiodegraded and lightly, moderately, heavily, and severely biodegraded. The accuracy and applicable biodegradation scale range of these correlations are discussed. The viscosities obtained from the correlations could be used in designing biodegraded heavy oil production projects."
"Experimental and Theoretical Determination of Heavy Oil Viscosity Under Reservoir Conditions","https://scispace.com/paper/experimental-and-theoretical-determination-of-heavy-oil-52wqk036zm","2002","Report","","Jorge Gabitto
Maria Barrufet","10.2172/792491","https://scispace.com/pdf/experimental-and-theoretical-determination-of-heavy-oil-52wqk036zm.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy oil viscosity under reservoir conditions using correlations and composition data, but does not employ linear mixed-effects models or any model diagnostics.","The main objective of this research was to propose a simple procedure to predict heavy oil viscosity at reservoir conditions as a function of easily determined physical properties. This procedure will avoid costly experimental testing and reduce uncertainty in designing thermal recovery processes."
"Fluid and Rock Property Controls On Production And Seismic Monitoring Alaska Heavy Oils","https://scispace.com/paper/fluid-and-rock-property-controls-on-production-and-seismic-37ko6vje1m","2012","Report","","Matthew W. Liberatore
Andy Herring
Manika Prasad
John R. Dorgan
Michael Batzle","10.2172/1062649","https://scispace.com/pdf/fluid-and-rock-property-controls-on-production-and-seismic-37ko6vje1m.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Maps viscosity of Alaska heavy oils using rheology and rock‑chemical correlations, but provides no linear mixed‑effects modeling or statistical diagnostics.","The goal of this project is to improve recovery of Alaskan North Slope (ANS) heavy oil resources in the Ugnu formation by improving our understanding of the formation's vertical and lateral heterogeneities via core evaluation, evaluating possible recovery processes, and employing geophysical monitoring to assess production and modify production operations."
"Modelo matemático para la predicción de la viscosidad de crudos pesados muertos producidos en el Estado Monagas, Venezuela","https://scispace.com/paper/modelo-matematico-para-la-prediccion-de-la-viscosidad-de-2whebtu7fg","2017","Journal Article","","Tomás Darío Marín Velásquez","10.29019/ENFOQUEUTE.V8N3.164","http://scielo.senescyt.gob.ec/pdf/enfoqueute/v8n3/1390-6542-enfoqueute-8-03-00016.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy‑oil viscosity with linear and nonlinear regression using API and asphaltene data; no mixed‑effects models or diagnostic metrics reported.","Viscosity is the property of fluids to oppose movement when a cutting effort is applied on them to convey them from one point to another. Heavy oil has a high viscosity greater than 1000 cP, which makes it difficult to transport. The present work shows a mathematical model for the prediction of the viscosity of dead heavy oils produced in the fields of Monagas State, Venezuela. For the development of the work, 25 samples of oil were collected and the viscosity was measured at 5 temperatures, in addition to the API gravity and the percentage of Asphaltenes. The data were introduced in the Statgraphics Centurion XVI statistical package and through multiple regression analysis two mathematical models were obtained, 1) linear multiple and 2) multiple nonlinear; The best model being divided according to its coefficient of determination R2 and the average relative error (ARE). The selected model was compared with the Glaso, Bennison and Naseri models. The nonlinear multiple model with R2 of 0.9792 and ARE of 5.05% was obtained as the best model, surpassing the models of Glaso (35.5% ARR, Bennison (107.5% ARE) and Naseri (61.7% ARE)."
