"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Pristine Biomarker Compositions Recovered from Biodegraded Oil Samples Using Mssv-Hy","https://scispace.com/paper/pristine-biomarker-compositions-recovered-from-biodegraded-3up0za8zyz","2023","Preprint","","Shengyu Yang
Brian Horsfield
Kai Mangelsdorf
Rolando di Primio
Joachim Rinna
Alexander Hartwig
Antonio Martín-Monge
R. Tocco
Rouven Elias","10.2139/ssrn.4675881","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Releases asphaltene-bound biomarkers from biodegraded oils using MSSV-Hy, showing pristine ratios; does not mention GC‑MS, chromatography or geochemistry.","Oil-source and oil-oil correlations are challenging when the primary chemical composition of petroleum was altered or destroyed by biodegradation. Biomarkers that are bound to macromolecular matrices rather than being in a free form are largely protected from alteration and may therefore offer a solution to the challenges. Using Microscale Sealed Vessel Catalytic Hydrogenation (MSSV-Hy), the bound biomarkers of two North Sea and two Barents Sea oil samples, with varying levels of biodegradation, were released from their respective asphaltenes. Despite biodegradation having changed the relative concentrations of steranes (C27-C30 steranes) and hopanes (C29-C30 hopanes) in the free biomarker fraction to varying degrees, the asphaltene-bound biomarkers were protected and show pristine ratios unaffected by biodegradation, e.g., the relative content of C27-C29 steranes, the C30/C29 sterane ratio, and the C29/C30 hopane ratio. Empirical calibration then allows these bound biomarkers to be converted into regular biomarker ratios. The MSSV-Hy technique has been shown to be an efficient and effective tool for releasing asphaltene-bound biomarkers from biodegraded oil and revealing genetic information when free biomarkers are altered by biodegradation. "
"Using Biomarkers to Improve Heavy Oil Reservoir Management: An Example From the Cymric Field, Kern County, California","https://scispace.com/paper/using-biomarkers-to-improve-heavy-oil-reservoir-management-u7k9orpzey","1996","Journal Article","AAPG Bulletin","Mark A. McCaffrey
Henry A. Legarre
Scott J. Johnson","10.1306/64ED8908-1724-11D7-8645000102C1865D","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses biomarkers to map biodegradation and predict oil viscosity for reservoir management; does not mention specific markers like methylphenanthrenes; cites geochemical analysis.","For biodegraded oil accumulations, field development can be optimized by using geochemical indicators of variations in the extent of bacterial alteration. Biodegradation typically reduces oil producibility by increasing oil viscosity. In the Cymric field (Kern County, California), sidewall core extracts reveal that the extent of oil biodegradation changes substantially over extremely short vertical distances in a shallow, low-permeability reservoir. Zones of more degraded oil can extend laterally for more than a mile. The relationships between oil viscosity and biomarker biodegradation parameters in this field were calibrated from analyses of produced oils, and these relationships were used to convert sidewall core biomarker analyses into quantitative predictions of lateral and vertical changes in oil viscosity and gravity. Compositional variations were also used to allocate production to discrete zones. Viscosity prediction and production allocation can be used to optimize (1) the placement of new wells, (2) the placement of completion intervals, (3) the thickness of steam injection intervals, and (4) the spacing between injection intervals in the same well."
"Organic Geochemical Approaches in Petroleum Exploration","https://scispace.com/paper/organic-geochemical-approaches-in-petroleum-exploration-8saa014nrswk","","","","YI Yi","10.3969/j.issn.1009-301x.2003.02.015","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses petroleum biodegradation using biomarkers and mentions organic geochemistry, but does not address specific compounds such as methylphenanthrenes.","Organic geochemistry of biomarker is a new developing interdisciplinary branch in geological science since 1970's. Based on the analysis of chemical composition and configuration transformation of biomarkers (or so-called molecular fossils), Scientists got more detailed information on the evolution of sedimentary organic matter and the genesis of depositional resources, particularly on the petroleum. This paper introduces the application of biomarker in petroleum exploration and development, such as input of organic matter, original depositional environment, migration and biodegradation of oil and maturity of source rock."
"Geochemical Characterization of Heavy Oil Accumulations on the Northeastern Margin of the Neuquén Basin, Argentina","https://scispace.com/paper/geochemical-characterization-of-heavy-oil-accumulations-on-1jrgbctp23","2009","","","Martín F. Cevallos
Edmundo N. Marot
Hernán Paponi
Petro Andina
Héctor Villar
Florida-Buenos Aires","","https://scispace.com/pdf/geochemical-characterization-of-heavy-oil-accumulations-on-1jrgbctp23.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses petroleum biodegradation and biomarkers using geochemical analysis; does not mention the listed specific compounds.","Summary One of the key issues related to heavy oil development is understanding the variation of API gravity and viscosity. Direct measurements are usually difficult (mainly for viscosity) and provide limited information regarding genesis of the hydrocarbons. Geochemistry has been used effectively to characterize heavy oil pools, and data collection at early stages of development is the key to addressing depletion strategies. Recent heavy oil discoveries and their development by Petro Andina in the Northeastern margin of the Neuquen Basin (Mendoza and La Pampa Provinces, Central-Western Argentina) motivated an intensive rock and fluid characterization project. At early development stages, the lack of good analogies in the country forced the company to base reserves assessments and reservoir performance on inappropriate analogs, lab studies and incipient pilot projects. This is way fluid sampling for geochemical characterization began in the exploration phase and it is still ongoing. In the studied areas, hydrocarbon pools are mainly in stratigraphic traps, where truncation and pinch-out are the key elements on updip edges. The main reservoirs are unconsolidated sandstones of the Centenario Formation (Hauterivian), deposited in a marginal marine to fluvial environment. Petrophysical properties are very good, with 30% average porosity and permeability ranging from 0.5 to 3 Darcies. The arid paleoclimate of the region and the predominance of siltstones and shaly sands in the shallower formations, resulted in a thick vadose zone causing a “naturally under pressured regime”. The main pay zone is at an average depth of 600 meters (Figure 1(a)). There is an overall vertical distribution of hydrocarbon types along the preserved Cretaceous section. The deeper reservoirs, the carbonate-siliciclastic mixture of the Loma Montosa Formation, host the lighter oils, with 30 °API and 2500 GOR. The main pay zone is in the Centenario Formation and it accounts for 99% of the producing reserves and has oil gravities averaging 19° API (range 15 to 20° API), viscosities ranging from 250 - 700 cP at reservoir conditions. The shallowest hydrocarbon pools are hosted by the Neuquen Group (Upper Cretaceous), which are mainly saturated with methane (6 - 30 % molar CO2) and isolated oil lenses below a poorly defined GOC (poorly sampled, preliminary around 15 °API, but lower gravities are inferred). Formation water has being intensively sampled from the main pay zone (Centenario Formation)"
"Applications of quantitative biomarker analysis in petroleum geochemistry","https://scispace.com/paper/applications-of-quantitative-biomarker-analysis-in-petroleum-ftzdcnwku7","1989","Journal Article","Preprints-American Chemical Society Division of Petroleum Chemistry","A. G. Requejo","","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes petroleum biomarkers with LC and GC (including GC‑MS) to study biodegradation; does not mention required specific markers such as methylphenanthrenes or asphaltenes.","Analyse des marqueurs biologiques de 32 echantillons de petrole de la Gulf Coast par chromatographie en phase liquide et chromatographie en phase gazeuse couplee a de la detection par ionisation de flamme ou a de la spectrometrie de masse. Des composes modeles sont utilises: le 5 α (H)-androstane pour l'analyse des composes satures et le o-terphenyl pour l'analyse des composes aromatiques. Application de l'analyse des biomarqueurs a l'etude de la biodegradation et de la maturation"
"Integrating comprehensive two-dimensional gas chromatography and downhole fluid analysis to validate a spill-fill sequence of reservoirs with variations of biodegradation, water washing and thermal maturity","https://scispace.com/paper/integrating-comprehensive-two-dimensional-gas-chromatography-3cue9wxp8r","2017","Journal Article","Fuel","Forsythe Jerimiah
Robin Martin
Ilaria De Santo
Richard Tyndall
Kate Arman
Jonathan Pye
Nelly De Nicolais
Robert K. Nelson
Andrew E. Pomerantz
Stephen Kenyon-Roberts
Julian Y. Zuo
Soraya S. Betancourt
Christopher M. Reddy
Kenneth E. Peters
Oliver C. Mullins","10.1016/J.FUEL.2016.11.081","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses comprehensive two‑dimensional GC to assess petroleum biodegradation and biomarkers (n‑alkanes, isoalkanes, 25‑norhopanes) in reservoir oils.",""
"Degradability of n-alkanes during ex situ natural bioremediation of soil contaminated by heavy residual fuel oil (mazut)","https://scispace.com/paper/degradability-of-n-alkanes-during-ex-situ-natural-nho79do314","2013","Journal Article","Journal of The Serbian Chemical Society","Ramadan Mohamed Muftah Ali
Tatjana Šolević-Knudsen
Mališa Antić
Vladimir Beškoski
Miroslav M. Vrvić
Jan Schwarzbauer
Branimir Jovančićević","10.2298/JSC120829106A","https://scispace.com/pdf/degradability-of-n-alkanes-during-ex-situ-natural-nho79do314.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses ex situ natural bioremediation to study n‑alkane degradation and reports biomarkers such as steranes and methylphenanthrenes, but does not mention GC‑MS, chromatography, or geochemistry.","It is well known that during biodegradation of oil in natural geological
 conditions, or oil pollutants in the environment, a degradation of
 hydrocarbons occurs according to the well defined sequence. For example, the
 major changes during the degradation process of n-alkanes occur in the
 second, slight and third, moderate level (on the biodegradation scale from 1
 to 10). According to previous research, in the fourth, heavy level, when
 intensive changes of phenanthrene and its methyl isomers begin, n-alkanes
 have already been completely removed. In this paper, the ex situ natural
 bioremediation (unstimulated bioremediation, without addition of biomass,
 nutrient substances and biosurfactant) of soil contaminated with heavy
 residual fuel oil (mazut) was conducted during the period of 6 months. Low
 abundance of n-alkanes in the fraction of total saturated hydrocarbons in the
 initial sample (identification was possible only after concentration by urea
 adduction technique) showed that the investigated oil pollutant was at the
 boundary between the third and the fourth biodegradation level. During the
 experiment, an intense degradation of phenanthrene and its methyl-,
 dimethyl-and trimethyl-isomers was not followed by the removal of the
 remaining n-alkanes. The abundance of n-alkanes remained at the initial low
 level, even at end of the experiment when the pollutant reached one of the
 highest biodegradation levels. These results showed that the unstimulated
 biodegradation of some hydrocarbons, despite of their high biodegradability,
 do not proceed completely to the end, even at final degradation stages. In
 the condition of the reduced availability of some hydrocarbons,
 microorganisms tend to opt for less biodegradable but more accessible
 hydrocarbons."
"Application of Biological Marker Technology to Bioremediation of Refinery Byproducts","https://scispace.com/paper/application-of-biological-marker-technology-to-zom8ougf80","1995","Journal Article","Energy & Fuels","J. Michael Moldowan
Jeremy J. Dahl
Mark A. McCaffrey
William J. Smith
John C. Fetzer","10.1021/EF00049A023","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a biodegradation rating scale based on steroid biomarkers to monitor petroleum sludge bioremediation; does not specify analytical techniques such as GC‑MS.","The progress of bioremediation of waste petroleum sludge at Chevron's Perth Amboy, New Jersey, refinery landfarm was evaluated using a ranting scale based on refractory biological marker hydrocarbons that are indigenous to, and ubiquitous in, crude oils Of the four samples analyzed from different locations in the landfarm, two were virtually identical and showed an absence of the n-alkanes expected to be found in the sludge (light biodegradation ranking) Another showed additional partial degradation of acyclic isoprenoids, eg, pristane and phytane (moderate ranking) The fourth sample showed complete n-paraffin and isoprenoid loss, partial alteration of hopanes, and losses of C 27 steranes, C 27 diasteranes, C 27 monoaromatic steroids, and C 26 triaromatic steroids relative to the higher steroid homologs in each of these series (heavy rating) These results suggest a concomitant preferential loss of steroid hydrocarbons that have the cholestane side chain and a possible new steroid biodegradation mechanism that is essentially blind to the structure of the steroid nucleus The latter sample also showed levels of most polynuclear aromatic hydrocarbons (PAH), suggesting a buildup of these compounds as others were removed However, some of the smaller PAH (acenaphylene, fluorene, fluoranthene) appear to have decreased These results suggest that a protocol based on such a biodegradation ranting scale could be used to monitor the progress of bioremediation of oil based refinery wastes"
"Application of new diterpane biomarkers to source, biodegradation and mixing effects on Central Llanos Basin oils, Colombia","https://scispace.com/paper/application-of-new-diterpane-biomarkers-to-source-57kvq0u4j4","1999","Journal Article","Organic Geochemistry","Leon Dzou
Albert G. Holba
Juan C. Ramon
J. Michael Moldowan
David Zinniker","10.1016/S0146-6380(99)00039-X","https://www.academia.edu/download/50260417/s0146-6380_2899_2900039-x20161111-12533-103obh8.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses new diterpane biomarkers to evaluate petroleum biodegradation, referencing a thermal alteration scale (1–7) for maturity assessment.",""
"GEOCHEMICAL CHARACTERIZATION OF A BIODEGRADED CRUDE OIL, ASSRAN FIELD, CENTRAL GULF OF SUEZ","https://scispace.com/paper/hcsPxGq1X-MJ","","","","AH Hegazi
MS El‐Gayar","","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses GC‑MS to assess slight petroleum biodegradation and biomarker indices, but does not mention specific markers like MANCO or methylphenanthrenes.",""
"The use of biological markers in organic geochemical investigations of the origin and geological history of crude oils (I) and in the assessment of oil pollution of rivers and river sediments of Serbia (II)","https://scispace.com/paper/the-use-of-biological-markers-in-organic-geochemical-3h3pp1qc","2022","Journal Article","Journal of The Serbian Chemical Society","","10.2298/jsc210701072j","https://scispace.com/pdf/the-use-of-biological-markers-in-organic-geochemical-3h3pp1qc.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses biomarkers to evaluate petroleum biodegradation and migration; mentions organic geochemical investigations, but does not reference specific markers like scale or MANCO.","Biological markers (BMs) are organic compounds in oils in which a precursor is known, and during the transformation of organic matter these compounds undergo certain structural and stereochemical changes. Based on the established precursors of BMs, the origin of the examined oils can be estimated, and based on the intensity and the type of changes and also geological history. It includes defining the deposition medium, the degree of maturation, the length of the oil migration path, the degree of biodegradation. The most studied and applied BMs are normal alkanes, isoprenoid aliphatic alkanes pristane and phytane, and polycyclic alkanes of the sterane and terapane type. On the other hand, in the environmental chemistry, these compounds can significantly contribute to the identification of petroleum pollutants, as well as to the assessment of the migration mechanism and the intensity of biodegradation. This review paper first presents the results related to the application of BMs in the organic geochemical correlations of oil in the south-eastern part of the Pannonian Basin (I). The second part provides an overview of those researches in which the same BMs were used in the identification of oil pollutants and in monitoring their changes during the migration and the biodegradation in rivers and river sediments of Serbia (II). "
"ABSTRACT: Alterations of Venezuelan Crudes due to Biodegradation Processes Measurable by Biomarker Parameters","https://scispace.com/paper/abstract-alterations-of-venezuelan-crudes-due-to-2q932qib59","1998","","","Irenio Berrios
Irene Romero","","https://scispace.com/pdf/abstract-alterations-of-venezuelan-crudes-due-to-2q932qib59.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses petroleum biodegradation and uses biomarker parameters to assess alterations; mentions geochemistry but does not reference the specified markers.","Geochemistry studies done in the Tia Juana Field of Maracaibo Basin (West of Venezuela) to optimize the geological model for better production strategies, have shown in this country one of the most severe cases of aerobic biodegradation and water washing at shallower depths. The biodegradation of a crude in the reservoir reduces its quality due to a sequential removal of n-alkanes, isoprenoids and other branched alkanes and, eventually some cyclic alkanes and aromatics, as conditions for microbial oxidation become increasingly favorable. (Reed, 1977; Alexander et al., 1983; Volkman et al., 1983; Connan, 1984; Peters and Moldowan, 1991)."
"Biodegradation scales: Applications and limitations","https://scispace.com/paper/biodegradation-scales-applications-and-limitations-h6m8s0ms05","2008","Journal Article","Organic Geochemistry","Barry Bennett
Stephen R. Larter","10.1016/J.ORGGEOCHEM.2008.02.023","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes petroleum biodegradation using methylphenanthrene biomarkers and the PM degradation scale, but does not explicitly cite GC‑MS, chromatography, or geochemistry methods.",""
"Hydrothermal Fluids and Petroleum in Surface Sediments of Guaymas Basin, Gulf of California: A Case Study","https://scispace.com/paper/hydrothermal-fluids-and-petroleum-in-surface-sediments-of-31auxkx4rh","1988","Journal Article","Canadian Mineralogist","Joris M. Gieskes
B. R. T. Simoneit
Thomas Brown
Timothy Shaw
Yong-Chen Wang
Andrew J. Magenheim","","https://scispace.com/pdf/hydrothermal-fluids-and-petroleum-in-surface-sediments-of-31auxkx4rh.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Describes biodegraded petroleum with absent biomarkers (triterpanes, steranes) and uses GC‑MS chromatography for analysis; does not mention listed specific markers.","Surface sediments in hydrothcrmally active zones of the Guaymas Basin, Gulf of California, have been analyzed for the inorganic chemical composition of sediments and their interstitial waters, as well as for their organic che mistry. Analysis of the inorganic constituents of vent fluids establishes end-member concentrations of hydrothermal fluids and also indicates that little change in chemical com position has occurred between 1981 and 1988. Special atten tion is given to short surface cores collected with DSV ALVIN in areas characterized by upward advection of fluids of hydrothermal origin, both in areas of strong advective flow as well as seepage through large bacterial mats of Beggiatoa. Interstitial-water compositions suggest that fluids consisting of hydrothermal and scawater components rise to the surface, often carrying a supply of sulfide of shal low origin; this in turn may serve as an energy source for the growth of sulfide-oxidizing bacteria. Studies of the com position of hydrothermally generated petroleum show that it is a condensate (C|-C2o hydrocarbons and polynuclcar aromatic hydrocarbons), and much of this material has migrated with the upward-advccling fluids from short depths below the sediment-water interface. The petroleum in the sediments is found mainly in fractures in silicacemented clasts and it is biodegraded. In the vent/mound, the petroleum is an unaltered condensate, indicating active migration that exceeds biodegradation."
"Comprehensive two-dimensional gas chromatography coupled to time of flight mass spectrometry: new biomarker parameter proposition for the characterization of biodegraded oil","https://scispace.com/paper/comprehensive-two-dimensional-gas-chromatography-coupled-to-3n7az1sc77","2013","Journal Article","Journal of the Brazilian Chemical Society","Renata F. Soares
Ricardo Pereira
Raphael S. F. Silva
Leonardo Mogollon
Débora A. Azevedo","10.5935/0103-5053.20130198","https://scispace.com/pdf/comprehensive-two-dimensional-gas-chromatography-coupled-to-3n7az1sc77.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes petroleum biodegradation using biomarkers via GC‑MS/GC×GC‑TOFMS and proposes new ratios; does not address scale, MANCO, Peters, Moldowan, methylphenanthrenes, triaromatic steroids, or asphaltenes.","Comprehensive two-dimensional gas chromatography with time of flight mass spectrometry (GC×GC-TOFMS) is an appropriate technique for the elucidation of molecular composition of petrochemical samples, such as biodegraded oils. Biomarkers were separated and identified, and conventional biomarker ratios were determined via gas chromatography-mass spectrometry (GC-MS) and GC×GC-TOFMS. In the extracted ion chromatogram m/z 123 + 177 + 191, coelutions between tricyclic terpanes, hopanes and 25-nor-hopanes with secohopanes were resolved by GC×GC-TOFMS. GC×GC-TOFMS allowed the identification of complete series of 25-nor-hopanes, nor-gammacerane, C29 28-nor-spergulanes and oleanane not identified by using GC-MS. The biomarker ratios from the studied oils indicated that they derived from marine source rock deposited under anoxic conditions. The higher chromatographic resolution and sensitivity achieved by using GC×GC-TOFMS allowed for three new parameters to characterize biodegraded oils. These results indicated the superiority of GC×GC-TOFMS for separation and identification of individual and non-target compounds in severely biodegraded oils."
"Using the biomarker bonded on the asphaltenes for biodegraded oil-source correlation","https://scispace.com/paper/using-the-biomarker-bonded-on-the-asphaltenes-for-ofy1qekg3q","2003","Journal Article","Chinese Science Bulletin","Guanjun Xu
Guanjun Xu
Dajiang Zhang
Dajiang Zhang
Peirong Wang
Peirong Wang","10.1007/BF03183303","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses biomarkers bonded on asphaltenes to correlate severely biodegraded oils; discusses biodegradation and biomarkers but does not mention GC‑MS, chromatography or geochemistry.","Ruthenium-ion-catalyzed oxidation (RICO) has been used to investigate asphaltenes from three oils with the same origin in the Juquan Basin and three oils with the same origin but with different degree of biodegradation in the Turpan Basin, Northwest China. The preliminary results showed that the biomarkers bonded on the asphaltenes with the same origin is similar and is correlated with the free biomarker in saturates. The bonded biomarkers have no relationship with the biodegradation. An application on the severely biodegraded oils is reported here. The biomarker and benzenecarboxylic methyl esters reflecting the structure of the asphaltenes after RICO should provide a new way for oil-source correlation and it should be specially useful for severely biodegraded oil-source correlation."
"Advanced Aspects of Crude Oils Correlating Data of Classical Biomarkers and Mass Spectrometry Petroleomics","https://scispace.com/paper/advanced-aspects-of-crude-oils-correlating-data-of-classical-1uspq8qxds","2017","Journal Article","Energy & Fuels","Jandyson M. Santos
Jandyson M. Santos
Flávia Micaella Lemos Santos
Marcos N. Eberlin
Alberto Wisniewski","10.1021/ACS.ENERGYFUELS.6B02362","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses GC/MS and biomarkers to assess petroleum biodegradation in Brazilian crude oils; does not mention specific listed compounds.","The complex geochemical characteristics of crude oils can provide important information on oil generation, such as the input of organic matter and their depositional environments, also supporting exploration, extraction, and production. This work reports the first organic geochemical evaluation of oils from the first commercial Brazilian onshore field (Carmopolis, Sergipe, Brazil) via both classical biomarkers and petroleomics data collected via ultrahigh-resolution and accuracy Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS). Gas chromatography/mass spectrometry (GC/MS) was used to characterize the oil composition in terms of n-alkane, isoprenoid, terpane, and sterane biomarkers, whereas either positive or negative electrospray ionization (ESI) and FT-ICR were used to profile the polar constituents of the oils. GC/MS revealed geochemical characteristics that classify the oil at different levels of thermal evolution and biodegradation. FT-ICR MS attributed molecular formulas to mor..."
"The structure and function of asphaltenes : an organic geochemical and ultrasound study","https://scispace.com/paper/the-structure-and-function-of-asphaltenes-an-organic-36ja1rnvll","2016","Dissertation","","Ishicheli Reuben Agbidi","","https://scispace.com/pdf/the-structure-and-function-of-asphaltenes-an-organic-36ja1rnvll.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes asphaltenes using mass spectrometry and geochemical context, briefly mentions biodegraded oils, but lacks biomarker discussion.","..........................................................................................iii Acknowledgements..............................................................................v Dedication........................................................................................vii Table of contents.................................................................................viii List of tables........................................................................................xv List of figures....................................................................................xviii List of symbols..................................................................................xxvi List of appendices...............................................................................xxix Chapter"
"The characteristics of bound biomarkers released from asphaltenes in a sequence of naturally biodegraded oils","https://scispace.com/paper/the-characteristics-of-bound-biomarkers-released-from-33quhqjh8e","2017","Journal Article","Organic Geochemistry","Yinhua Pan
Yinhua Pan
Yinhua Pan
Yuhong Liao
Yongge Sun","10.1016/J.ORGGEOCHEM.2017.06.007","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes bound biomarkers released from asphaltenes in biodegraded oils, linking asphaltene biomarkers to petroleum biodegradation; does not specify analytical techniques like GC‑MS.",""
"Gas Chromatography in Environmental Sciences and Evaluation of Bioremediation","https://scispace.com/paper/gas-chromatography-in-environmental-sciences-and-evaluation-1ae3lvkskj","2012","Book Chapter","","Vladimir Beškoski
Gordana Gojgić-Cvijović
Branimir Jovančićević
Miroslav M. Vrvić","10.5772/33955","https://scispace.com/pdf/gas-chromatography-in-environmental-sciences-and-evaluation-1ae3lvkskj.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes petroleum biodegradation using GC‑MS to track biomarkers like pristane, phytane, steranes and triterpanes, but does not discuss scale, MANCO, Peters, Moldowan, methylphenanthrenes, triaromatic steroids, or asphaltenes.","Both soil and water become contaminated by oil and oil derivatives due to accidental spills in their exploitation, transportation, processing, storing and utilization. In 2010, 3.91 billion tons of crude oil was produced (BP Statistical Review, 2011) and estimations are that annually 0.1% of produced petroleum is released into the environment (Ward et al., 2003) as a result of anthropogenic activities."
"Study of the biodegradation levels of oils from the Orinoco Oil Belt (Junin area) using different biodegradation scales","https://scispace.com/paper/study-of-the-biodegradation-levels-of-oils-from-the-orinoco-1nj5dmmo9o","2014","Journal Article","Organic Geochemistry","Liliana López","10.1016/J.ORGGEOCHEM.2013.10.014","https://saber.ucv.ve/bitstream/10872/16007/1/Lopez-2014.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses biomarkers and Peters/Manco scales to assess petroleum biodegradation in Orinoco oils; lacks explicit mention of GC‑MS, chromatography, or geochemistry.",""
"Application of sterane and triterpane biomarkers in petroleum exploration","https://scispace.com/paper/application-of-sterane-and-triterpane-biomarkers-in-1x8bgs00fv","1990","Journal Article","Bulletin of Canadian Petroleum Geology","Douglas W. Waples
Tsutomu Machihara","10.35767/GSCPGBULL.38.3.357","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Explores petroleum biodegradation and biomarker (sterane/triterpane) stability, cites geochemistry, but lacks any of the specified compounds such as methylphenanthrenes or asphaltenes.","Sterane and triterpane biomarkers are becoming increasingly important in the application of geochemistry in exploration programs. These compounds are often used to help describe organic facies, determine maturity of oils and extracts, and correlate oils with each other or with rock extracts. Steranes are derived from precursor steroid molecules present in both higher plants and algae. Regular steranes can be useful in evaluating the types of photosynthetic material in the sediments. Diasterane concentrations are governed mainly by maturity and lithology, and thus provide additional facies information. Unusual compounds such as 4-methylsteranes may occasionally be useful as facies indicators. Triterpanes, derived primarily from bacteria, can indicate diagenetic conditions, and thus complement the information derived from sterane distribution. Hopanes are the dominant triterpanes. The presence of unusual compounds like 28,30-bisnorhopane, or unusual concentrations of common compounds such as the homohopanes, gammacerane, and oleanane can indicate certain depositional environments. Changes in certain sterane and triterpane ratios have been used as maturity indicators for extracts and crude oils. However, many biomarker ratios depend on facies as well as on maturity. Modern correlations, which rely heavily on biomarkers, are usually highly reliable. Failures in correlations are usually due to low biomarker concentrations, lack of distinguishing characteristics in the biomarker distributions, or extreme biodegradation. The relative stability of steranes and triterpanes during biodegradation makes them useful in correlating somewhat biodegraded samples, but where biodegradation is extreme even these biomarkers will experience some transformation. Geologists who understand the fundamentals of biomarker interpretation can greatly increase their understanding of a basin: its geological history, migration patterns, and future potential. This increased knowledge will translate into greater exploration efficiency. However, biomarker data should always be fully integrated with all other available geochemical and geological information to make the most reasonable interpretation possible. RESUME Les biomarqueurs de sterane et de triterpane deviennent de plus en plus importants dans l'application de la geochimie dans les programmes d'exploration. Ces composes sont souvent utilises pour decrire les facies organiques, determiner le niveau de maturite des huiles et des extraits, et correler les huiles entre elles ou avec les extraits de la roche. Les steranes sont derivees de molecules de steroides precursives presentes tant dans les especes vegetales plus avancees que dans les algues. Les steranes ordinaires peuvent etre utiles pour determiner les types de materiaux photosynthetiques dans les sediments. Les teneurs en diasteranes sont gouvernees surtout par le niveau de maturite et la lithologie, et donc fournissent des informations supplementaires sur les facies. Des composes inhabituels tels que les 4-methylsteranes peuvent a l'occasion etre utilises comme indicateurs de facies. Les triterpanes, derivees surtout a partir de bacteries, peuvent indiquer les conditions diagenetiques, et donc ajouter a l'information obtenue de la distribution des steranes. Les hopanes sont les triterpanes dominantes. La presence de composes inhabituels tels que 28,30-bisnorhopane, ou des concentrations inhabituelles de composes communs tels que les homohopanes, les gammaceranes, et les oleananes peuvent indiquer certains milieux sedimentaires. Des changements dans certains rapport de steranes et de triterpanes ont ete utilises comme indicateurs de niveau de maturite des extraits et des petroles bruts. Par contres, plusieurs rapports de biomarqueurs dependent du facies ainsi que du niveau de maturite. End_Page 357------------------------ Les correlations modernes, qui dependent grandement des biomarqueurs, sont d'habitude tres sures. L'echec des correlations est d'habitude du a de trop faibles concentrations des biomarqueurs, au manque de caracteristiques distinctives des repartitions des marqueurs, ou a un degre extreme de biodegradation. La stabilite relative des steranes et des triterpanes durant la biodegradation les rendent utiles dans la correlation des echantillons quelque peu biodegrades, mais par contre lorsque la biodegradation est extreme meme ces biomarqueurs subiront des transformations. Les geologues qui comprennent les principes fondamentaux de l'interpretation des biomarqueurs peuvent elargir grandement leur niveau de comprehension d'un bassin: son histoire geologique, ses reseaux de migration, et son potentiel futur. Ce niveau de connaissances plus eleve se traduira par une plus grande efficacite des efforts d'exploration. Par contre, les donnees de biomarqueurs doivent toujours etre pleinement integrees avec toutes les autres donnees geochimiques et geologiques disponibles, afin d'obtenir une interpretation qui soit la plus raisonnable possible. Traduit par Marc Charest."
