"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Heirarchical geological realism in history matching for reliable reservoir uncertainty predictions","https://scispace.com/paper/heirarchical-geological-realism-in-history-matching-for-qszqzfnyt4","2017","Dissertation","","Alexandra Anatolievna Kuznetsova","","","The oil and gas industry has been always associated with huge risks. To minimise these risks, one is looking for the reliable reservoir performance predictions to make better field development decisions. The great challenge associated with reliable predictions is to account for the essential geological uncertainties and propagate them through the engineering model validation process. In this thesis, we propose a new methodology to improve the reliability of reservoir predictions under the Bayesian framework. The first step of the methodology applies the new hierarchical approach to account for essential geological uncertainties from different levels of geological data in facies modelling. As the result of the hierarchical approach, we evaluate the prior range of different geological uncertainties. Facies models greatly affect simulation results but it’s a great challenge to history match them whilst maintaining geological realism. Therefore, next step of the methodology is aiming to improve geological realism during history matching. We propose to combine metric space approach and machine learning classification to evaluate geological relations between multiple geological scenarios and parameters combination and propagate them into history matching. Multidimensional scaling was used to analyse the similarity of the facies models in the metric space. Results of different machine learning classification methods – k-means clustering, Support Vector Machines, Random Forest – were compared to include the ones that performed better into history matching. The reservoir predictions under uncertainty were performed by evaluating the Posterior Probability Distribution under the Bayesian framework and estimating the Credible Intervals (P10, P50, P90). The methodology was applied to a synthetic case study based on a real reservoir of the West Coast of Africa (offshore turbidite reservoir). The main results show that the proposed methodology was able to improve the geological realistic facies model representation during history matching and uncertainty quantification. Some additional controls of facies architecture and facies connectivity modelling could be introduced to improve the quality of the facies realisations.","A new methodology to improve the reliability of reservoir predictions under the Bayesian framework and improve the geological realistic facies model representation during history matching and uncertainty quantification is proposed."
"Leveraging Machine Learning for Enhanced Geostatistical Modelling of Reservoir Properties","https://scispace.com/paper/leveraging-machine-learning-for-enhanced-geostatistical-49uwqixhg6","2021","Proceedings Article","","C. Daly
M. Hardy
K. McNamara","10.3997/2214-4609.202011723","","Summary This presentation looks at a new method leveraging both classical geostatistical modelling and a specially modified machine learning algorithm to provide reservoir models. The method differs significantly from classical geostatistical methods in that it starts with direct estimates of the conditional distributions of the variable to be studied. As well as being far simpler for the user than the classical route, it avoids some of the potentially damaging effects of the ‘stationary hypothesis’ that is needed for traditional property models. Since it provides the conditional distribution at each location, it immediately provides the user with an estimate of the reservoir value, a realistic uncertainty measurement, quantiles and truncations (e.g probability than porosity is greater than 20%). The method also provides simulations of the spatial distribution of the target variable(s) of interest, starting from the set of conditional distributions. Since there was no hypothesis of stationarity made during estimation, this allows the simulations to rapidly adapt to local variations in the reservoir (e.g seismic quality or porosity variability). We apply this method to a Fluvio-Deltaic Triassic Gas Field with two differing hydrocarbon-bearing geological formations.","In this paper, a new method leveraging both classical geostatistical modelling and a specially modified machine learning algorithm is proposed to provide reservoir models, which is based on direct estimates of the conditional distributions of the variable to be studied."
"Stochastic lithofacies and petrophysical property modeling for fast history matching in heterogeneous clastic reservoir applications","https://scispace.com/paper/stochastic-lithofacies-and-petrophysical-property-modeling-s5v3en6ao58u","2024","Repository","","Watheq J. Al-Mudhafar
Hung Vo Thanh
David A. Wood
Baehyun Min","10.60692/jv2sz-vxt70","","Abstract For complex and multi-layered clastic oil reservoir formations, modeling lithofacies and petrophysical parameters is essential for reservoir characterization, history matching, and uncertainty quantification. This study introduces a real oilfield case study that conducted high-resolution geostatistical modeling of 3D lithofacies and petrophysical properties for rapid and reliable history matching of the Luhais oil reservoir in southern Iraq. For capturing the reservoir's tidal depositional setting using data collected from 47 wells, the lithofacies distribution (sand, shaly sand, and shale) of a 3D geomodel was constructed using sequential indicator simulation (SISIM). Based on the lithofacies modeling results, 50 sets of porosity and permeability distributions were generated using sequential Gaussian simulation (SGSIM) to provide insight into the spatial geological uncertainty and stochastic history matching. For each rock type, distinct variograms were created in the 0° azimuth direction, representing the shoreface line. The standard deviation between every pair of spatial realizations justified the number of variograms employed. An upscaled version of the geomodel, incorporating the lithofacies, permeability, and porosity, was used to construct a reservoir-flow model capable of providing rapid, accurate, and reliable production history matching, including well and field production rates. ",""
"Stochastic lithofacies and petrophysical property modeling for fast history matching in heterogeneous clastic reservoir applications","https://scispace.com/paper/stochastic-lithofacies-and-petrophysical-property-modeling-jjakwc1sby0b","2024","Repository","","Watheq J. Al-Mudhafar
Hung Vo Thanh
David A. Wood
Baehyun Min","10.60692/f93dk-d3j04","","Abstract For complex and multi-layered clastic oil reservoir formations, modeling lithofacies and petrophysical parameters is essential for reservoir characterization, history matching, and uncertainty quantification. This study introduces a real oilfield case study that conducted high-resolution geostatistical modeling of 3D lithofacies and petrophysical properties for rapid and reliable history matching of the Luhais oil reservoir in southern Iraq. For capturing the reservoir's tidal depositional setting using data collected from 47 wells, the lithofacies distribution (sand, shaly sand, and shale) of a 3D geomodel was constructed using sequential indicator simulation (SISIM). Based on the lithofacies modeling results, 50 sets of porosity and permeability distributions were generated using sequential Gaussian simulation (SGSIM) to provide insight into the spatial geological uncertainty and stochastic history matching. For each rock type, distinct variograms were created in the 0° azimuth direction, representing the shoreface line. The standard deviation between every pair of spatial realizations justified the number of variograms employed. An upscaled version of the geomodel, incorporating the lithofacies, permeability, and porosity, was used to construct a reservoir-flow model capable of providing rapid, accurate, and reliable production history matching, including well and field production rates. ",""
"Geostatistic in reservoir characterization: from estimation to simulation methods","https://scispace.com/paper/geostatistic-in-reservoir-characterization-from-estimation-4cwn2act4z","2005","Journal Article","Estudios Geologicos-madrid","H. Mata Lima","10.3989/EGEOL.05613-651","https://scispace.com/pdf/geostatistic-in-reservoir-characterization-from-estimation-4cwn2act4z.pdf","In this article objective have been made to reviews different geostatistical methods available to estimate and simulate petrophysical properties (porosity and permeability) of the reservoir. Different geostatistical techniques that allow the combination of hard and soft data are taken into account and one refers the main reason to use the geostatistical simulation rather than estimation. Uncertainty in reservoir characterization due to variogram assumption, which is a strict mathematical equation and can leads to serious simplification on description of the natural processes or phenomena under consideration, is treated here. Mutiple-point geostatistics methods based on the concept of training images, suggested by Strebelle (2000) and Caers (2003) owing to variogram limitation to capture complex heterogeneity, is another subject presented. This article intends to provide a review of geostatistical methods to serve the interest of students and researchers.","In this article, a review of geostatistical methods available to estimate and simulate petrophysical properties (porosity and permeability) of the reservoir is presented, and the main reason to use the geostatic simulation rather than estimation is discussed."
"Combining geological information with seismic and production data","https://scispace.com/paper/combining-geological-information-with-seismic-and-production-3wuynilr30","2003","Journal Article","Developments in Petroleum Science","Jef Caers
Sanjay Srinivasan","","","The traditional practice of geostatistics for reservoir characterization is limited by the variogram which, as a measure of geological continuity, can capture only two-point statistics. Important curvi-linear geological information, beyond the modelling capabilities of the variogram, can be taken from training images and later used in model construction. Training images can provide multiple-point statistics which describe the statistical relation between multiple spatial locations considered jointly. Stochastic reservoir simulation then consists of anchoring the borrowed geo-structures in the form of multiple-point statistics to the actual subsurface well, seismic and production data.","In this paper, training images can provide multiple-point statistics which describe the statistical relation between multiple spatial locations considered jointly, which can then be used in model construction to anchor the borrowed geo-structures to the actual subsurface well, seismic and production data."
"Multiscale Parameterization of Petrophysical Properties for Efficient History-Matching","https://scispace.com/paper/multiscale-parameterization-of-petrophysical-properties-for-442phx190a","2014","Journal Article","Mathematical Geosciences","Caroline Gardet
Mickaele Le Ravalec
Erwan Gloaguen","10.1007/S11004-013-9480-3","","The prediction of fluid flows within hydrocarbon reservoirs requires the characterization of petrophysical properties Such characterization is performed on the basis of geostatistics and history-matching; in short, a reservoir model is first randomly drawn, and then sequentially adjusted until it reproduces the available dynamic data Two main concerns typical of the problem under consideration are the heterogeneity of rocks occurring at all scales and the use of data of distinct resolution levels Therefore, referring to sequential Gaussian simulation, this paper proposes a new stochastic simulation method able to handle several scales for both continuous or discrete random fields This method adds flexibility to history-matching as it boils down to the multiscale parameterization of reservoir models In other words, reservoir models can be updated at either coarse or fine scales, or both Parameterization adapts to the available data; the coarser the scale targeted, the smaller the number of unknown parameters, and the more efficient the history-matching process This paper focuses on the use of variational optimization techniques driven by the gradual deformation method to vary reservoir models Other data assimilation methods and perturbation processes could have been envisioned as well Last, a numerical application case is presented in order to highlight the advantages of the proposed method for conditioning permeability models to dynamic data For simplicity, we focus on two-scale processes The coarse scale describes the variations in the trend while the fine scale characterizes local variations around the trend The relationships between data resolution and parameterization are investigated","A new stochastic simulation method able to handle several scales for both continuous or discrete random fields is proposed, and variational optimization techniques driven by the gradual deformation method to vary reservoir models are focused on."
"Seeing Invisible Properties of Subsurface Oil and Gas Reservoir through Extensive Uses of Machine Learning Algorithms","https://scispace.com/paper/seeing-invisible-properties-of-subsurface-oil-and-gas-372x74ldis","2007","","","K. Park","","https://scispace.com/pdf/seeing-invisible-properties-of-subsurface-oil-and-gas-372x74ldis.pdf","Current geostatistical simulation methods al- low generating multiple realizations that honor all available data, such as hard and secondary data under certain ge- ological scenarios (e.g. 3D training image-based models, multi-Gaussian law, Boolean models). However, it is di- cult to simulate large models that honor highly nonlinear response functions (e.g. remote sensing data, geophysical data or ow in porous media data). The large CPU cost to evaluate the response function imposes limitations on the size of the model. This is particularly the case when one desires to generate a sizeable set of realizations matching the same data. The objective of this study is to generate multiple realizations all of which honor all available data (hard and secondary data and especially the non-linear re- sponse function) under certain geological scenarios. First, we generate a large ensemble of possible realizations de- scribing the spatial uncertainty for given hard and sec- ondary data. Any fast geostatistical simulation methods can be used for generating these prior models. Secondly, using multidimensional scaling, we map these models into a low-dimensional metric space by dening a distance be- ow simulator is used as the non-linear response function and may require several hours of CPU-time per simulation. We show how this technique applies to non-Gaussian (e.g. multiple-point or Boolean) geostatistical models. We also demonstrate the importance of using a distance function tailored to the par- ticular response function used in creating a low-dimensional parameterization of the ensemble of geostatistical model in feature space.","This study generates a large ensemble of possible realizations all of which honor all available data (hard and secondary data and especially the non-linear response function) under certain geological scenarios and shows how this technique applies to non-Gaussian (e.g. multiple-point or Boolean) geostatistical models."
"Hierarchical Bayesian lithology/fluid prediction: A North Sea case study","https://scispace.com/paper/hierarchical-bayesian-lithology-fluid-prediction-a-north-sea-1lqno0v22v","2012","Journal Article","Geophysics","Kjartan Rimstad
Per Avseth
Henning Omre","10.1190/GEO2011-0202.1","","Seismic 3D amplitude variation with offset (AVO) data from the Alvheim field in the North Sea are inverted into lithology/fluid classes, elastic properties, and porosity. Lithology/fluid maps over hydrocarbon prospects provide more reliable estimates of gas/oil volumes and improve the decision concerning further reservoir assessments. The Alvheim field is of turbidite origin with complex sand-lobe geometry and appears without clear fluid contacts across the field. The inversion is phrased in a Bayesian setting. The likelihood model contains a convolutional, linearized seismic model and a rock-physics model that capture vertical trends due to increased sand compaction and possible cementation. The likelihood model contains several global model parameters that are considered to be stochastic to adapt the model to the field under study and to include model uncertainty in the uncertainty assessments. The prior model on the lithology/fluid classes is a Markov random field that captures local vertical/horizonta...","In this article, the authors inverted 3D amplitude variation with offset (AVO) data from the Alvheim field in the North Sea into lithology/fluid classes, elastic properties, and porosity."
"Spatial hidden Markov chain models for estimation of petroleum reservoir categorical variables","https://scispace.com/paper/spatial-hidden-markov-chain-models-for-estimation-of-2b5d67usjm","2017","Journal Article","Journal of Petroleum Exploration and Production Technology","Xiang Huang
Jie Li
Yu-ru Liang
Zhi-zhong Wang
Jian-hua Guo
Peng Jiao","10.1007/S13202-016-0251-9","https://scispace.com/pdf/spatial-hidden-markov-chain-models-for-estimation-of-2b5d67usjm.pdf","Indicator variograms and transition probabilities are used to measure spatial continuity of petroleum reservoir categorical variables. Variogram-based Kriging variants are symmetric geostatistical methods, which cannot completely capture the complex reservoir spatial heterogeneity structure. The asymmetric spatial Markov chain (SMC) approaches employ transition probabilities to incorporate proportion, length and juxtaposition relation information in subsurface reservoir structures. Secondary data in petroleum geology, however, cannot be reasonably aggregated. We propose a spatial hidden Markov chain (SHMC) model to tackle these issues. This method integrates well data and seismic data by using Viterbi algorithm for reservoir forecasting. The classified sonic impedance is used as auxiliary data, directly in some kind of Bayesian updating process via a hidden Markov model. The SMC embedded in SHMC has been redefined according to first-order neighborhood with different lag in three-dimensional space. Compared with traditional SMC in Markov chain random field theory, the SHMC method performs better in prediction accuracy and reflecting the geological sedimentation process by integrating auxiliary information.","In this article, the authors proposed a spatial hidden Markov chain (SHMC) model to integrate well data and seismic data by using Viterbi algorithm for reservoir forecasting, where the classified sonic impedance is used as auxiliary data, directly in some kind of Bayesian updating process via a hidden markov model."
"A Novel Framework for Reservoir Permeability Prediction Using GPR with Grey Relational Grades and Uncertainty Quantification","https://scispace.com/paper/a-novel-framework-for-reservoir-permeability-prediction-6xrzla64ylcl","2024","Proceedings Article","","Ahmad Tijjani Lawal
Yingjie Yang
Nathanael L. Baisa
Hongmei He","10.1109/prai62207.2024.10827278","","Reservoir permeability prediction is crucial for hydrocarbon exploration and production. Traditional methods have limitations, and Gaussian Process Regression (GPR) offers a powerful alternative. However, GPR can be sensitive to kernel parameters. This paper proposes a novel framework, GPR with Grey Relational Lengthscale Adaptation (GRLA-GPR), that incorporates Grey Relational Grades (GRG) from NMR log data into GPR lengthscale updates to improve permeability prediction with a focus on uncertainty quantification. The framework utilizes a Radial Basis Function (RBF) and Matern kernels' GPR model and calculates GRG to capture relationships between NMR data sequences. The calculated GRG values are then used to update the GPR lengthscale during training. A validation strategy is employed to evaluate the performance. The effectiveness of the framework is assessed using accuracy metrics (mean absolute error, mean squared error and $R^{2})$ and uncertainty quantification metrics (variance and prediction interval normalized average width). The results are compared to a baseline GPR model without GRG-based updates. The proposed framework achieved a better performance in terms of accuracy and uncertainty quantification, providing more reliable permeability estimates for informed decision-making in reservoir characterization.","A novel framework, GRLA-GPR, combines Grey Relational Grades from NMR log data with Gaussian Process Regression to improve reservoir permeability prediction, enhancing accuracy and uncertainty quantification for informed decision-making in hydrocarbon exploration and production."
"Chapter 6 Geostatistics: From pattern recognition to pattern reproduction","https://scispace.com/paper/chapter-6-geostatistics-from-pattern-recognition-to-pattern-1wsctpm7o1","2003","Book Chapter","Developments in Petroleum Science","Jef Caers","10.1016/S0376-7361(03)80010-9","","Publisher Summary Geological genesis of a reservoir causes observations to be correlated in space. While the variogram considers the overall spatial continuity between any two locations, the bi-variate distribution quantifies spatial continuity between specific classes of the property at any two locations. Spatial correlation allows making predictions about the property at un-sampled locations from sample data. A simple visual comparison between the true unknown field and the kriging map shows a smooth pattern in the kriging image and an un-smooth pattern in the true image. Stochastic simulation generates multiple reservoir models, termed realizations, each reproducing the same patterns, each representing alternative representations of the unknown truth. In the same sense as a set of outcomes drawn from a uni-variate distribution model represent the uncertainty about a random variable, a set of stochastically generated reservoir models represent the uncertainty about the unknown true reservoir. The major default of kriging, which leads to its smoothness, lies in the fact that un-sampled locations are estimated independently from one another.","In this paper, a simple visual comparison between the true unknown field and the kriging map shows a smooth pattern in the Kriging image and an un-smooth one in the true image."
"A Hybrid Approach to Integrate Multi-source Geophysical Data for Inter-well Formation Property Estimations","https://scispace.com/paper/a-hybrid-approach-to-integrate-multi-source-geophysical-data-181u0qc2ny","2019","Proceedings Article","","Yile Ao
Hongqi Li
Liping Zhu
Sikandar Ali
Zhongguo Yang","10.1145/3314545.3314554","","For petroleum exploration and development, inter-well formation property estimation is very important since it is the foundation of further reservoir modeling and simulation. For most cases, this task is performed based on property observations at well-points, while seismic data is also provided as the supplement. In essence, the inter-well formation property estimation is a spatial estimation task based on multi-source data. Even though various geo-statistical interpolation and machine learning mapping algorithms have been proposed, they all have limitations in estimation accuracy, horizontal resolution or algorithm assumption. In this article, through the combination of machine learning mapping and geostatistical interpolation, we propose a novel approach for better inter-well formation property estimation. The proposed approach is applied to a real-world inter-well shale volume estimation task for demonstration. Compared with existing methods such as ordinary kriging interpolation, co-kriging interpolation or machine learning mapping, the proposed approach shows significant advantages in estimation accuracy and hori-zontal resolution, which indicates that the proposed approach provides an alternative way for further inter-well formation property estimation practices.","This article proposes a novel approach for better inter-well formation property estimation through the combination of machine learning mapping and geostatistical interpolation that shows significant advantages in estimation accuracy and hori-zontal resolution."
"Geophysical Inversion via Hierarchical Bayesian Deep Learning with Statistical Sampling","https://scispace.com/paper/geophysical-inversion-via-hierarchical-bayesian-deep-108gerddxm1a","2025","Journal Article","Geophysical Prospecting","Runhai Feng","10.1111/1365-2478.70113","","Deep learning has been widely used to invert geophysical properties due to the availability of training data and an increased computing power. In particular, Bayesian deep learning is commonly applied to estimate the uncertainty of rock properties, which is essential for risk management and decision‐making. However, the selection of appropriate prior parameters, such as the standard deviation in the Gaussian prior distribution placed on neural parameters including neural weights and biases, is crucial for training Bayesian neural networks (BNN), as it significantly impacts the prediction performance of the trained models. In this research, we introduce a hierarchical structure to the BNN, and the mean and standard deviation in the Gaussian prior placed on neural parameters are randomly drawn from hyper‐priors, thus excluding the preliminary tuning runs with trial values. Compared to traditional BNN, a consistent prediction accuracy is achieved with an estimate of aleatoric and epistemic uncertainties when using the hierarchical Bayesian networks with different hyper‐priors, thereby making them more robust against the choice of prior parameters. In addition, we apply the statistical sampling technique to reduce the overall size of the training data, which can proportionally decrease the training time of the deep learning models when large amounts of training data are available.","This study introduces a hierarchical Bayesian deep learning framework with statistical sampling to improve geophysical inversion, achieving consistent prediction accuracy and robustness against prior parameter selection, while reducing training time with smaller datasets."
"Analysis and Prediction of Spatial Structural Characteristics of Physical Properties of Oil Reservoirs——A Case Study of Early Late Eogene Oil Deposits in the Gas Hure Oil Field, Qinghai Province","https://scispace.com/paper/analysis-and-prediction-of-spatial-structural-fdujqfg7ap55","","","","PAN Mao
LI Tiefeng","10.3321/j.issn:0001-5717.2001.01.014","","The physical properties of an oil reservoir is affected by various geologic factors. It is commonly manifested as inhomogeneity, which is usually characterized by a distinct structure on a certain spatial scale. Take for example the early Late Eogene oil deposits in the Gas Hure oil field, Qinghai Province, the paper discusses the application of the geostatistical method in analysing and predicting the spatial structural characteristics of reservoir physical properties. The spatial structural characteristics of porosity and permeability are quantitatively described with variograms. Based on the experimental variograms and fitted theoretic curves, the authors discuss the optimal interpolating prediction by using the Kriging method. The result indicates that the spatial structural distribution of porosity and permeability in the reservoir is distinct. Most of the ranges of the variograms are around 800-2000 m. The characteristics of porosity and permeability distribution in different reservoir layers are distinct from each other. This feature of porosity and permeability for different layers is mainly affected by the spatial distribution of sedimentary facies. The experimental semi variograms of porosity and permeability of each sedimentary layer can be fitted to a spherical model with the mugget effect. Therefore, the numerical values of porosity and permeability among the observation spots can be interpolated and predicted based on the model. To verify the above result, a multiple trend surface analysis model is used to predict the values of porosity and permeability.","This study applies geostatistical methods to analyze and predict spatial structural characteristics of oil reservoir physical properties in the Gas Hure oil field, Qinghai Province, using variograms and Kriging method, revealing distinct porosity and permeability distributions affected by sedimentary facies."
"Hierarchical Bayesian Probabilistic Seismic AVO Inversion Using Gibbs Sampling With IA2RMS Algorithm","https://scispace.com/paper/hierarchical-bayesian-probabilistic-seismic-avo-inversion-14eqfdc9","2022","Journal Article","IEEE Geoscience and Remote Sensing Letters","Kun Li
Xingyao Yin
Zhaoyun Zong","10.1109/lgrs.2022.3181816","","From the observed seismic data, the estimation of elastic parameters and lithofacies of subsurface layers with seismic amplitude variation with offset (AVO) inversion play an important role in reservoir characterization. The sequential estimation of elastic parameters and lithofacies in AVO inversion usually affects the prediction accuracies of model parameters without considering the prior information related to lithofacies. We propose a novel probabilistic AVO inversion approach in hierarchical Bayesian framework that combines a hierarchical iterative strategy with Gibbs-independent doubly adaptive rejection metropolis sampling (IA2RMS) to estimate elastic parameters and lithofacies simultaneously. From the exact P-wave incidence and P-wave reflection (PP)-wave reflection coefficient, we first derive the posterior distribution of model parameters involving a Bayesian hyperparameter of lithofacies through the hierarchical prior probability distributions and the likelihood distribution of observed data. Based on Monte Carlo Markov chain approximation, we then introduce an iterative Gibbs-IA2RMS to achieve the high sampling stability of the high-dimensional posterior probability density function (pdf) in AVO inversion. The algorithm realizes the adaptive construction of proposal distribution and has a higher acceptance rate than the generic Metropolis–Hastings (MH) algorithm. The numerical results show that the approach effectively simulates the posterior distributions and inversion uncertainties of model parameters and improves the computational efficiency of probabilistic AVO inversion. The applicability and validity of the proposed approach are also demonstrated with a field data application.","In this paper , a probabilistic AVO inversion approach in hierarchical Bayesian framework was proposed, which combines a hierarchical iterative strategy with Gibbs-independent doubly adaptive rejection metropolis sampling (IA2RMS) to estimate elastic parameters and lithofacies simultaneously."
"Reservoir characterization through scale splitting","https://scispace.com/paper/reservoir-characterization-through-scale-splitting-1kti7l12gj","2000","Proceedings Article","","A-A. Grimstad
Trond Mannseth
J.E. Nordtvedt
Geir Nævdal","10.3997/2214-4609.201406147","","Predictive simulations of reservoir behaviour require specification of reservoir propertjes in every grid block. The information content in objective data is insufficient to achieve this. Usually, the identification problem is over-parameterized to ensure sufficient flexibility, and then regularized by penalizing deviations from a prior model in the history match. This leads to a work intensive estimation problem, potentially involving a very large number of parameters. In this paper we present an alternative approach (scale splitting) to identification of space-dependent reservoir properties that utilize the differences in length scales associated with the various types of information available. The method is illustrated through examples where scale splitting is compared to a Bayesian approach.","This paper presents an alternative approach (scale splitting) to identification of space-dependent reservoir properties that utilize the differences in length scales associated with the various types of information available."
"Geologically Oriented Geostatistics: an Integrated Tool for Reservoir Studies","https://scispace.com/paper/geologically-oriented-geostatistics-an-integrated-tool-for-n9kj5p3y4zwf","","","","de A. Pelgrain
L. Cosentino
J. Cabrera
T. Jimenez
O. Bellorin","10.2523/74371-ms","","Abstract Geostatistics has entered a new age. Until few years ago, geostatistics could still be considered a leading-edge technology, developed and applied by a handful of specialists. Today, geostatistics is routinely applied to most of the reservoir characterization projects worldwide, providing the ‘quantitative geology’ support needed in the reservoir simulation phase. This paper describes how a geostatistical model can be built by integrating all the information generated in the individual disciplines, namely Geophysics, Petrophysics, Sedimentology, Stratigraphy and basic Reservoir Engineering. This approach guarantees the internal consistency of the reservoir study and provides a robust model to be upscaled in the forward simulation phase. The information contained in the 3D geological model can also be averaged and exported to a conventional mapping algorithm, thus providing a consistent set of traditional 2D maps of reservoir properties (Net to Gross, net sand, porosity, permeability). A case study is presented, relevant to a Venezuelan oil and gas condensate field. The geostatistical model uses almost 400 wells and includes a stratigraphic section almost 3000 feet thick, with 60 productive sands and about 500 reservoirs. In this field, where a conventional map-based approach would have been a long and cumbersome job, the complete geostatistical model has been built and input to the simulator in less than 6 months. In such a context, geostatistics represented a fast and efficient tool for the integrated study.","This paper integrates geophysics, petrophysics, sedimentology, stratigraphy, and reservoir engineering to build a geostatistical model for reservoir characterization, ensuring internal consistency and providing a robust model for simulation, demonstrated through a case study in a Venezuelan oil field."
"Updating joint uncertainty in trend and depositional scenario for reservoir exploration and early appraisal","https://scispace.com/paper/updating-joint-uncertainty-in-trend-and-depositional-drbiktterh","2015","Journal Article","Computational Geosciences","Céline Scheidt
Pejman Tahmasebi
Marco Pontiggia
Andrea Da Pra
Jef Caers","10.1007/S10596-015-9491-X","","Computationally efficient updating of reservoir models with new production data has received considerable attention recently. In this paper however, we focus on the challenges of updating reservoir models prior to production, in particular when new exploration wells are drilled. At this stage, uncertainty in the depositional model is highly impactful in terms of risk and decision making. Mathematically, such uncertainty is often decomposed into uncertainty of lithological trends in facies proportions which is typically informed by seismic data, and sub-seismic variability often modeled geostatistically by means of training images. While uncertainty in the training image has received considerable attention, uncertainty in the trend/facies proportion receives little to no consideration. In many practical applications, with either poor geophysical data or little well information, the trend is often as uncertain as the training image, yet is often fixed, leading to unrealistic uncertainty models. The problem is addressed through a hierarchical model of probability. Total model uncertainty is divided into first uncertainty in the training image, then uncertainty in the trend given the uncertain training image. Our methodology relies on an efficient Bayesian updating of these model parameters (trend and training image) by modeling forward-simulated well facies profiles in low-dimensional metric space. We apply this methodology to a real field case study involving wells drilled sequentially in the subsurface, where as more data becomes available, uncertainty in both training image and trend require updating to improve characterization of the facies.","This paper focuses on the challenges of updating reservoir models prior to production, in particular when new exploration wells are drilled, by modeling forward-simulated well facies profiles in low-dimensional metric space and relies on an efficient Bayesian updating of these model parameters."
"Reservoir Model Estimation by Simultaneous Optimization of Multiple Objective Functions","https://scispace.com/paper/reservoir-model-estimation-by-simultaneous-optimization-of-375a7vvgcv","2014","Proceedings Article","","M. Emami Niri
David Lumley","10.3997/2214-4609.20141502","","We present a new approach for estimating reservoir models consistent with multiple data types and constraints, by combining geostatistical simulation with a multi-objective stochastic optimization method. Our approach starts by generating an ensemble of initial reservoir models using geostatistical simulation techniques. We then compute the corresponding model responses (seismic etc.) using the appropriate forward modeling operators, compare the simulated responses with the real data, and iterate to obtain the best match. Since each geological and geophysical data set has its own strengths and weaknesses, realistic models are best obtained by simultaneously matching all of the multiple data constraints. The main advantage of our approach is that we can define multiple objective functions for a variety of data types and constraints, and simultaneously minimize the mismatches. Using our approach, the resulting models converge to a Pareto front, which represents the set of best compromise model solutions for the defined objectives. We test our new approach on a 3D object-oriented reservoir model, where variogram-based simulation techniques typically fail to reproduce realistic models. Our results indicate that improved reservoir property models and flow-unit connectivity can be obtained with this new multi-objective optimization approach.","In this paper, a new approach for estimating reservoir models consistent with multiple data types and constraints, by combining geostatistical simulation with a multi-objective stochastic optimization method, is presented."
"Reservoir Forecast Optimism - Impact of Geostatistics, Reservoir Modeling, Heterogeneity, and Uncertainty","https://scispace.com/paper/reservoir-forecast-optimism-impact-of-geostatistics-35t817pfqi","2011","Proceedings Article","","William Scott Meddaugh
Nicole Champenoy
W. Terry Osterloh
Hong Tang","10.2118/145721-MS","","Summary The oil and gas industry uses static and dynamic reservoir models to assess volumetrics and to help evaluate development options. The models are routinely generated using sophisticated software. Very elegant geological models are often generated without a full understanding the limitations imposed by the available data or of the underlying stochastic algorithms. Key issues facing reservoir modelers that have been evaluated include use of reasonable semivariogram model parameters (e.g. range, form, and nugget), model grid size, and model complexity. Within the last decade there has been increased recognition that incorporating uncertainty into reservoir modeling yields better business decisions, generally decreases project cycle time, and enables better understanding of the impact of reducing specific uncertainties through additional data acquisition. The robust incorporation of a reasonable uncertainty description in static and dynamic models significantly improves business decisions. The use of stochastic earth models combined with well placement optimization workflows is likely to yield significantly optimistic forecasts. Well placement optimization should be based on property distributions derived via appropriate estimation methods rather than stochastic methods. The oil and gas industry is in general moving away from an “honor the data” paradigm to an “honor the data and respect/incorporate uncertainty” paradigm for reservoir modeling.","The use of stochastic earth models combined with well placement optimization workflows is likely to yield significantly optimistic forecasts in the oil and gas industry as mentioned in this paper, however, the work in this paper is based on property distributions derived via appropriate estimation methods."
