"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Entity-Based Eyring− NRTL Viscosity Model for Mixtures Containing Oils and Bitumens","https://scispace.com/paper/1Rvk9CSn55YJ","","","","LT Novak","","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses an entity-based Eyring‑NRTL model to predict viscosities of oil and bitumen mixtures; includes experimental Kuwait crude data, but lacks explicit discussion of activation energy and only limited thermodynamic analysis.",""
"Study of Activation Energy for Viscous Flow of Mixtures as a Measure of Dilution Efficiency for Heavy Oil-Diluent Systems","https://scispace.com/paper/study-of-activation-energy-for-viscous-flow-of-mixtures-as-a-1p5ue2v9jq","2024","Journal Article","International Journal of Chemistry","Adango Miadonye
Mumuni Amadu
Iysha Kumari
Isha Jain","10.5539/ijc.v16n2p1","https://scispace.compdf/study-of-activation-energy-for-viscous-flow-of-mixtures-as-a-1p5ue2v9jq.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Measures activation energy and viscosity of heavy crude oil mixtures to assess dilution efficiency, linking thermodynamic properties; does not mention Eyring transition state theory.","As the demand for crude oil continues to increase in response to the continued global needs for it, the development of unconventional crude oil reserves is the only way to sustain global supply. However, the excessively higher viscosity of heavy crude oil makes it less attractive for conventional pipeline transportation. Therefore, reducing the viscosity of heavy crude oil to meet crude oil transporting pipeline regulations is a necessity. This paper has assessed the dilution efficiency of well-known diluents in the petroleum industry, using different dilution ratios based on a thermodynamic approach involving activation energy and heat of vaporization determination. Based on selected dilution ratios, kinematic viscosities of binary and ternary systems of toluene and natural gas condensate as diluents, and Saudi Heavy crude oil as the base oil were measured, using anticipated field based temperatures reported in the literature, which facilitated the experimental approach. The study shows that although the ternary systems have the lowest activation energy for viscous flow and heat of vaporization in accordance with the thermal activation theory of viscous flow, natural gas condensate binary systems have the lowest cost of transportation per barrel of total fluid in the transporting pipeline. The study further shows that the binary systems for toluene and Saudi Heavy crude oil have higher activation energy for viscous flowed compared to the toluene systems."
"Estudio de la variación de algunas magnitudes reológicas, ópticas y térmicas de un aceite de oliva refinado termooxidado","https://scispace.com/paper/estudio-de-la-variacion-de-algunas-magnitudes-reologicas-3fzswii2vw","1992","Journal Article","Grasas Y Aceites","J. Cabrera Martin","10.3989/GYA.1992.V43.I5.1138","https://scispace.com/pdf/estudio-de-la-variacion-de-algunas-magnitudes-reologicas-3fzswii2vw.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory to relate olive oil viscosity to temperature, discusses molecular activation energy and measures enthalpy/melting point, but does not address hydrocarbon fluids.","When heating an oil in the presence of oxygen, several reactions were produced, which caused some changes in its physical properties.
 The oil used in this study was heated at 180°C for different periods of time until a maximum of 72 hours.
 The concentration of unaltered triglycerides was determined by silica column chromatography, and the molar fraction corresponding to each heating period was calculated.
 The specific volume, the dynamic viscosity and the refractive index were measured, and the obtained values were adjusted to the corresponding equations that relate these magnitudes with temperature.
 The specific enthalpy and the melting point were also measured.
 Finally, the changes experienced by the measured parameters, defined in the above equations were discussed in relation to the changes produced in the oil."
"Viscosity Modelling of Reservoir Fluids over Wide Temperature and Pressure Ranges","https://scispace.com/paper/viscosity-modelling-of-reservoir-fluids-over-wide-1qa8v9grgv","2013","Journal Article","Chemical engineering transactions","Ricardo MacÍas Salinas
Marco A. Aquino-Olivos
Fernando García-Sánchez","10.33032/CET1332263","https://scispace.com/pdf/viscosity-modelling-of-reservoir-fluids-over-wide-1qa8v9grgv.pdf","- **Relevance Score:** 65/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Develops a viscosity model for petroleum fluids across phases, mentions Eyring theory without detailed treatment, lacks discussion of molecular activation energy, addresses thermodynamic temperature‑pressure effects.","Viscosity Modelling of Reservoir Fluids over Wide Temperature and Pressure Ranges Ricardo Macias-Salinas*, Marco A. Aquino-Olivos, Fernando Garcia-Sanchez ESIQIE-Departamento de Ingenieria Quimica, Instituto Politecnico Nacional, Zacatenco, Mexico, D.F. 07738 Programa de Aseguramiento de Recuperacion de Hidrocarburos, Instituto Mexicano del Petroleo, Eje Central Lazaro Cardenas 152, Mexico, D.F. 07730 Laboratorio de Termodinamica, Programa de Investigacion en Ingenieria Molecular, Instituto Mexicano del Petroleo, Eje Central Lazaro Cardenas 152, Mexico, D.F. 07730 rms@ipn.mx"
"Prediction of the Kinematic Viscosity of Crude Oil Fractions","https://scispace.com/paper/prediction-of-the-kinematic-viscosity-of-crude-oil-fractions-1vlewruh9j","2010","Journal Article","Petroleum Science and Technology","A. Soltani
A. Nozarpour
Seyed Foad Aghamiri","10.1080/10916460902804580","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses modified Eyring theory to predict kinematic viscosity of petroleum fractions; does not discuss activation energy or broader thermodynamic analysis.","A generalized equation based on modified Eyring's theory for predicting kinematic viscosity of petroleum fractions is proposed in this work. The equation uses two reference fluids including a pair of (C6 and C10), (C10 and C14), or (C14 and C20) for petroleum fractions of molecular weight higher than 70 and lower than 300. Validity and accuracy of this equation have been confirmed by comparing the obtained results of this equation with experimental data. In contrast to other correlations that require so many specific parameters for oil viscosity prediction, this type of equation requires only molecular weight and true boiling point. The results obtained in this work are in agreement with experimental data with an average absolute deviation (AAD) of less than 5%."
"Viscosity Calculations with the Eyring−Patel−Teja Model for Liquid Mixtures","https://scispace.com/paper/viscosity-calculations-with-the-eyring-patel-teja-model-for-1g0w4vcz6f","1999","Journal Article","Industrial & Engineering Chemistry Research","Ming-Jer Lee
Ju-Yin Chiu
Shou-Ming Hwang
Ho-mu Lin","10.1021/IE980751Y","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Incorporates Eyring theory into viscosity model with excess activation free energy and EOS, but does not specifically address hydrocarbon viscosities; activation energy discussed only via free energy term.","The Patel−Teja equation of state was incorporated with Eyring's theory to form the Eyring−Patel−Teja viscosity model, in which both the excess activation free energy of flow and the density of a li..."
"Propagation of Viscous Waves and Activation Energy of Hydrocarbon Fluids","https://scispace.com/paper/propagation-of-viscous-waves-and-activation-energy-of-4tmbk7099h","2012","Journal Article","World Academy of Science, Engineering and Technology, International Journal of Mathematical, Computational, Physical, Electrical and Computer Engineering","Ram N. Singh
Abraham K. George
Dawood N. Al-Namaani","","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Measures viscosity of light and heavy crude oils to determine activation energy and wave properties; lacks Eyring theory discussion and offers limited thermodynamic analysis.","The Euler’s equation of motion is extended to include the viscosity stress tensor leading to the formulation of Navier– Stokes type equation. The latter is linearized and applied to investigate the rotational motion or vorticity in a viscous fluid. Relations for the velocity of viscous waves and attenuation parameter are obtained in terms of viscosity (μ) and the density (ρ) of the fluid. μ and ρ are measured experimentally as a function of temperature for two different samples of light and heavy crude oil. These data facilitated to determine the activation energy, velocity of viscous wave and the attenuation parameter. Shear wave velocity in heavy oil is found to be much larger than the light oil, whereas the attenuation parameter in heavy oil is quite low in comparison to light one. The activation energy of heavy oil is three times larger than light oil. Keywords—Activation Energy, Attenuation, Crude Oil, NavierStokes Equation, Viscosity."
"Efeito da temperatura na viscosidade de óleos vegetais refinados","https://scispace.com/paper/efeito-da-temperatura-na-viscosidade-de-oleos-vegetais-1r1a8881ba","2010","Journal Article","Publicatio Uepg - Ciencias Exatas E Da Terra, Agrarias E Engenharias","César Augusto Canciam","10.5212/PLUBL.EXATAS.V.16IL.0001","https://scispace.com/pdf/efeito-da-temperatura-na-viscosidade-de-oleos-vegetais-1r1a8881ba.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory to model temperature‑dependent viscosity of refined vegetable oils, determining activation energy Ea; does not address hydrocarbon viscosities.",""
"Viscosity model for pure liquids based on Eyring theory and cubic EOS","https://scispace.com/paper/viscosity-model-for-pure-liquids-based-on-eyring-theory-and-5g92s8wikp","2003","Journal Article","Aiche Journal","Ricardo Macías-Salinas
Fernando García-Sánchez
Otilio Hernández-Garduza","10.1002/AIC.690490324","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory with cubic EOS to model liquid viscosity and thermodynamic properties, but does not focus on hydrocarbons; activation energy discussed generally.","Based on the two-parameter model of Lei et al., the purpose of this study is three fold. The first purpose is to make use of a well-known cubic equation of state to calculate all of the thermodynamic properties required in the model, thus enabling the simultaneous calculation of vapor-liquid equilibria and saturated liquid viscosity. The second purpose is to improve the correlation of liquid viscosity over a wider temperature range by modifying the functionality between the activation energy and the internal energy of vaporization, and, the third purpose is to extend the use of the model to the calculation of compressed liquid viscosities (at pressure larger than the saturation point)."
"Modified Eyring viscosity equation and calculation of activation energy based on the liquid quasi-lattice model","https://scispace.com/paper/modified-eyring-viscosity-equation-and-calculation-of-w1ae9h7lon","2010","Journal Article","Science China-physics Mechanics & Astronomy","GuangZe Han
ZengKe Fang
MingDong Chen","10.1007/S11433-010-4096-9","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses modified Eyring viscosity equation to compute activation energy for various liquids, addressing fluid thermodynamics, but does not discuss hydrocarbon viscosities.","Viscosity is an important physical parameter of fluid, and the Eyring viscosity equation is a popular viscosity theory. Based on the Eyring reaction rate equation and Boltzmann statistical theory, and including the probabilities of creating a hole in liquid and the transition to the neighboring hole, a modified Eyring viscosity equation was proposed. According to the structural characteristics of short-range order, liquid is treated as a quasi-lattice structure in a small region. The activation energy, which is the minimum energy needed for the molecule to jump to its neighboring hole because of the restriction of other molecules around it, was analytically calculated from an intermolecular Lennard-Jones potential function and a Stockmayer potential function. The viscosity values of 37 kinds of typical liquids at 25°C and the dependence of viscosity of three kinds of liquids on temperatures were calculated with this modified viscosity equation, and the calculated results agree with the experimental values to some extent. This work not only enriches the understanding of the mechanism of liquid viscosity, but also could provide some theoretical guides for the relevant studies and applications."
"Cálculo de viscosidade de líquidos com a ede cubic-plus-association incorporada ao modelo eyring","https://scispace.com/paper/calculo-de-viscosidade-de-liquidos-com-a-ede-cubic-plus-9nfh58eixc","2015","Proceedings Article","","I. Q. Matos
J. P. L. Santos
G. F. Silva","10.5151/CHEMENG-COBEQ2014-0637-24641-139268","https://scispace.com/pdf/calculo-de-viscosidade-de-liquidos-com-a-ede-cubic-plus-9nfh58eixc.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory with CPA to predict viscosity of hydrogen‑bonding alcohols; does not address hydrocarbon viscosity, activation energy, or broader fluid thermodynamics beyond the CPA framework.","RESUMO – A viscosidade e uma propriedade de transporte fundamental para o desenvolvimento de processos nas industrias petroquimica, petrolifera, quimica e de outras industrias que envolvem o transporte de fluidos. Calculos de viscosidade sao baseados no principio dos estados correspondentes ou na teoria de Eyring. Assim, o objetivo do presente trabalho e incorporar a equacao de estado Cubic-Plusassociation (EdE CPA) na teoria de Eyring para correlacionar e predizer a viscosidade dos componentes puros que formam ligacoes de hidrogenio metanol, etanol e 2-propanol e das misturas metanol+etanol, metanol+2-propanol e etanol+ 2propanol. A EdE CPA forneceu resultados satisfatorios tanto para componentes puros quanto para misturas binarios."
"Measurements and modelling of the viscosity of six synthetic crude oil mixtures","https://scispace.com/paper/measurements-and-modelling-of-the-viscosity-of-six-synthetic-3k8rst1r95","2020","Journal Article","Fluid Phase Equilibria","J. Álvaro M.S.C. Malta
Claudio Calabrese
Thanh-Binh Nguyen
Thanh-Binh Nguyen
J. P. Martin Trusler
Velisa Vesovic","10.1016/J.FLUID.2019.112343","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Measures and models viscosity of synthetic crude oil mixtures, discussing fluid thermodynamics and hydrocarbon viscosity, but does not mention Eyring theory or molecular activation energy.",""
"Theoretical Calculation of the Pressure Dependence of Liquid Hydrocarbon Viscosities","https://scispace.com/paper/theoretical-calculation-of-the-pressure-dependence-of-liquid-5eop8j80jo","1969","Journal Article","Journal of Chemical Physics","Mu Shik Jhon
William L. Klotz
Henry Eyring","10.1063/1.1672580","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Calculates viscosities of n‑C12, n‑C15, n‑C18 liquids over wide T‑P range and derives thermodynamic properties from the same liquid‑state model.","The extension of the significant structure theory of viscosity to the calculation of the viscosities of some selected liquid hydrocarbons such as n‐C12, n‐C15, and n‐C18, etc., has been made. In this derivation, the explicit functional expressions of the molar solidlike volume Vs and the intermolecular potential φ(a) were introduced. The agreement between theory and experiment over a wide temperature (35–135°C) and pressure range (1–3600 bars) is quite satisfactory. The advantage of this treatment is that thermodynamic as well as transport properties are calculated from this same model of the liquid state."
"Thermodynamic modeling procedure for modeling viscosity of polymer solutions","https://scispace.com/paper/thermodynamic-modeling-procedure-for-modeling-viscosity-of-16ue7yrq","2023","Journal Article","Fluid Phase Equilibria","Long Cheng
Wei-Ru Fan
Yuanhui Ji","10.1016/j.fluid.2023.113848","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory to model polymer solution viscosity and applies thermodynamic modeling to fluid viscosity; does not address liquid hydrocarbons or molecular activation energy.",""
"Experimental investigation on the estimation of the viscous thermodynamic activation energy parameters of vegetable oils extracted from Cocos nucifera, Calophyllum …","https://scispace.com/paper/iEhGuNv8OCEJ","","","","MJ Sisi
MR Ahmed
D Rohindra","","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring‑Polanyi model to estimate viscous activation energy of vegetable oils; does not address hydrocarbon viscosity and only indirectly covers molecular activation energy and fluid thermodynamics.",""
"Computational and Phenomenological Modeling of Atomic-Scale Transport Processes in Glasses and Glass-Forming Liquids","https://scispace.com/paper/computational-and-phenomenological-modeling-of-atomic-scale-45regr7cf7","2023","Repository","","Cameran Beg","10.7302/8486","https://scispace.compdf/computational-and-phenomenological-modeling-of-atomic-scale-45regr7cf7.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Applies Eyring transition-state theory to model viscosity via activation energy and entropy, but does not address liquid hydrocarbons.",""
"Suggestion of mixing rule for parameters of PRμ model for light liquid hydrocarbon mixtures","https://scispace.com/paper/suggestion-of-mixing-rule-for-parameters-of-prm-model-for-108suq7k6p","2014","Journal Article","Korean Journal of Chemical Engineering","Shahin Khosharay","10.1007/S11814-014-0043-1","https://scispace.com/pdf/suggestion-of-mixing-rule-for-parameters-of-prm-model-for-108suq7k6p.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Predicts viscosities of light liquid hydrocarbon mixtures using PRµ model and a new mixing rule; addresses hydrocarbon viscosity but lacks Eyring theory or activation energy.","Our aim is to improve the predictions for the viscosities of selected light liquid hydrocarbon mixtures by using a reliable model based on Peng-Robinson equation of state (PR EOS). Therefore, a viscosity model on the basis of the similarity between PvT and Tμ(viscosity) P has been applied. Based on the volume-translated Peng-Robinson equation of state (VTPR EOS), a correction has been used for viscosity to improve the results of model. The viscosity model can be extended to mixtures by using an appropriate mixing rule for the parameters of the PR model. For a better description of viscosity and improvement of some calculation results, a mixing rule has been proposed for the parameters of the model. The results of the model show that the agreement between experimental and the calculated viscosities is reasonably good and noticeable improvements can be seen in the results of some calculations."
"Viscosity of ionic liquids: Application of the Eyring's theory and a committee machine intelligent system","https://scispace.com/paper/viscosity-of-ionic-liquids-application-of-the-eyring-s-v6i3x36f3q","2020","Journal Article","Molecules","Seyed Pezhman Mousavi
Saeid Atashrouz
Menad Nait Amar
Abdolhossein Hemmati-Sarapardeh
Abdolhossein Hemmati-Sarapardeh
Ahmad Mohaddespour
Amir Mosavi
Amir Mosavi
Amir Mosavi","10.3390/MOLECULES26010156","https://www.mdpi.com/1420-3049/26/1/156/pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory to predict ionic liquid viscosity and incorporates thermodynamic properties (pressure, temperature) in modeling, but does not address hydrocarbon viscosities or activation energy.","Accurate determination of the physicochemical characteristics of ionic liquids (ILs), especially viscosity, at widespread operating conditions is of a vital role for various fields. In this study, the viscosity of pure ILs is modeled using three approaches: (I) a simple group contribution method based on temperature, pressure, boiling temperature, acentric factor, molecular weight, critical temperature, critical pressure, and critical volume; (II) a model based on thermodynamic properties, pressure, and temperature; and (III) a model based on chemical structure, pressure, and temperature. Furthermore, Eyring's absolute rate theory is used to predict viscosity based on boiling temperature and temperature. To develop Model (I), a simple correlation was applied, while for Models (II) and (III), smart approaches such as multilayer perceptron networks optimized by a Levenberg-Marquardt algorithm (MLP-LMA) and Bayesian Regularization (MLP-BR), decision tree (DT), and least square support vector machine optimized by bat algorithm (BAT-LSSVM) were utilized to establish robust and accurate predictive paradigms. These approaches were implemented using a large database consisting of 2813 experimental viscosity points from 45 different ILs under an extensive range of pressure and temperature. Afterward, the four most accurate models were selected to construct a committee machine intelligent system (CMIS). Eyring's theory's results to predict the viscosity demonstrated that although the theory is not precise, its simplicity is still beneficial. The proposed CMIS model provides the most precise responses with an absolute average relative deviation (AARD) of less than 4% for predicting the viscosity of ILs based on Model (II) and (III). Lastly, the applicability domain of the CMIS model and the quality of experimental data were assessed through the Leverage statistical method. It is concluded that intelligent-based predictive models are powerful alternatives for time-consuming and expensive experimental processes of the ILs viscosity measurement."
"Cálculo de la viscosidad de hidrocarburos a partir de la ecuación cúbica de estado de jarrahian-heidaryan","https://scispace.com/paper/calculo-de-la-viscosidad-de-hidrocarburos-a-partir-de-la-2t5ayl8kxw","2016","Journal Article","Revista Mexicana De Ingenieria Quimica","L.F. Cardona-Palacio
Fundación Universitaria Luis Amigó","10.24275/RMIQ/TER1155","https://scispace.com/pdf/calculo-de-la-viscosidad-de-hidrocarburos-a-partir-de-la-2t5ayl8kxw.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a cubic Jarrahian‑Heidaryan EOS to predict viscosity of low‑molecular‑weight hydrocarbons and CO₂, but does not discuss Eyring theory or activation energy.","Se plantea un nuevo modelo para la viscosidad basado en la similitud geom´etrica entre los diagramas PV(volumen molar)T y Pµ(viscosidad)T para hidrocarburos de bajo peso molecular y di´oxido carbono, a partir de la ecuaci´on cubica de estado de Jarrahian-Heidaryan, tanto en la fase liquida como vapor. A partir de datos experimentales de la linea de saturacion liquido-vapor y mediante regresion no lineal se determinaron parametros y constantes propias del modelo. La nueva ecuacion cubica de estado basado en el modelo de Jarrahian-Heidaryan se calculo para 10 hidrocarburos y dioxido de carbono, obteniendo desviaciones promedio del 8.76% en relacion con los datos experimentales. Se compararon los resultados con las ecuaciones de Letsou-Stiel, Lewis-Squires, Przezdziecki-Sridhar, Orrick-Erbar en la fase liquida, mientras que para la fase gaseosa se probaron los modelos de Chung y col., Lucas y Reichenberg. El modelo describe el comportamiento de la viscosidad de hidrocarburos de bajo peso molecular y dioxido de carbono, aplicable en regiones cerca de las condiciones criticas"
"Détermination des variations de la viscosité de divers hydrocarbures en fonction de la pression et de la température. Etude critique de modles représentatifs.","https://scispace.com/paper/determination-des-variations-de-la-viscosite-de-divers-21tv9kpxq7","1991","Dissertation","","Aziz Ettahir","","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Measures viscosity of liquid hydrocarbons over wide P‑T range and critiques models; does not discuss Eyring theory or activation energy.","L'objectif de ce travail est de contribuer a mieux connaitre la viscosite des hydrocarbures et de leurs melanges dans de larges conditions de pression et de temperature. Nous avons d'abord choisi un ensemble de molecules modeles lourdes dotees de structures ramifiees ou polycycliques. Des determinations experimentales (t entre 25c et 90c et p inferieur a 1000 bars) de la viscosite et de la masse volumique relatives aux corps purs et a certains binaires (toluene et molecule modele) ont ete ainsi effectuees. Nous avons aussi realise une banque de donnees experimentales (environ 15500 points) relative a la viscosite et a la masse volumique, pour les hydrocarbures et leurs melanges. Nous avons compare et critique divers modeles et propose des ameliorations. Nous avons considere plus particulierement deux procedures frequemment utilisees en industrie petroliere. La premiere concerne une correlation basee sur la viscosite residuelle et la seconde concerne l'application du principe des etats correspondants avec double reference. Une methode mise au point au laboratoire (auto-reference) a ete aussi examinee et s'est revelee aussi performante que les deux premieres mais plus simple d'emploi."
"Eyring黏度公式的几率修正及基于液体准晶模型分子活化能的计算","https://scispace.com/paper/eyringnian-du-gong-shi-de-ji-lu-xiu-zheng-ji-ji-yu-ye-ti-oa9fej0c4thi","","","","光泽 韩
明东 陈
增科 房","10.1360/2010-40-9-1092","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring viscosity formula correction with probability factors to compute liquid viscosities and activation energies; does not specifically address hydrocarbons.","黏度是流体的重要物性参数,Eyring黏度公式是目前较为流行的黏度理论.利用Eyring反应速率方程,基于玻尔兹曼统计,考虑到液体中产生空位的几率和分子向邻近空位跃迁的几率,对Eyring黏度公式进行了几率修正.根据液体分子排列的短程有序结构,将液体视作具有简单立方系的准晶结构,利用分子之间的Lennard-Jones(L-J)势能模型和偶极分子间的Stockmayer势能函数,计算了液体分子向空位跃迁过程中必须克服周围其他分子束缚作用所需要的活化能.利用修正后的黏度公式计算了典型的37种常见液体在25℃时的黏度值以及三种液体的黏度值随温度的变化,计算结果与实验值基本相符.本工作丰富了对液体黏度产生机理的认识,对相关的研究和应用可能具有一定的理论指导意义."
"Activation Energy of the Eyring Theory of Liquid Viscosity and Diffusion","https://scispace.com/paper/activation-energy-of-the-eyring-theory-of-liquid-viscosity-3ec6q9j2lq","1957","Journal Article","Journal of Chemical Physics","F. C. Collins","10.1063/1.1743306","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring theory to relate activation energy to viscosity and diffusion of simple liquids, improving agreement with experimental temperature coefficients.","The determination of the activation energy of the Eyring viscosity and diffusion theory from the isobaric temperature coefficient of the transport property is shown to be inconsistent with the assumed mechanism of the process. An alternative form of the Eyring theory makes use of an activation energy determined from the constant volume temperature coefficient of the transport property. Here the calculated viscosities and their isobaric temperature coefficients turn out to be in moderately satisfactory agreement with experiment in the case of several simple liquids."
"Temperature Dependence of Rate Processes Beyond Arrhenius and Eyring: Activation and Transitivity.","https://scispace.com/paper/temperature-dependence-of-rate-processes-beyond-arrhenius-j4nvhahm57","2019","Journal Article","Frontiers in Chemistry","Valter H. Carvalho-Silva
Nayara D. Coutinho
Vincenzo Aquilanti","10.3389/FCHEM.2019.00380","https://scispace.com/pdf/temperature-dependence-of-rate-processes-beyond-arrhenius-j4nvhahm57.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses Eyring transition-state theory applied to viscosity and diffusion via transitivity function, but does not address liquid hydrocarbons.","Advances in the understanding of the dependence of reaction rates from temperature, as motivated from progress in experiments and theoretical tools (e. g., molecular dynamics), are needed for the modeling of extreme environmental conditions (e.g., in astrochemistry and in the chemistry of plasmas). While investigating statistical mechanics perspectives (Aquilanti et al., 2017b, 2018), the concept of transitivity was introduced as a measure for the propensity for a reaction to occur. The Transitivity plot is here defined as the reciprocal of the apparent activation energy vs. reciprocal absolute temperature. Since the transitivity function regulates transit in physicochemical transformations, not necessarily involving reference to transition-state hypothesis of Eyring, an extended version is here proposed to cope with general types of transformations. The transitivity plot permits a representation where deviations from Arrhenius behavior are given a geometrical meaning and make explicit a positive or negative linear dependence of transitivity for sub- and super-Arrhenius cases, respectively. To first-order in reciprocal temperature, the transitivity function models deviations from linearity in Arrhenius plots as originally proposed by Aquilanti and Mundim: when deviations are increasingly larger, other phenomenological formulas, such as Vogel-Fulcher-Tammann, Nakamura-Takayanagi-Sato, and Aquilanti-Sanches-Coutinho-Carvalho are here rediscussed from the transitivity concept perspective and with in a general context. Emphasized is the interest of introducing into this context modifications to a very successful tool of theoretical kinetics, Eyring's Transition-State Theory: considering the behavior of the transitivity function at low temperatures, in order to describe deviation from Arrhenius behavior under the quantum tunneling regime, a ""d-TST"" formulation was previously introduced (Carvalho-Silva et al., 2017). In this paper, a special attention is dedicated to a derivation of the temperature dependence of viscosity, making explicit reference to feature of the transitivity function, which in this case generally exhibits a super-Arrhenius behavior. This is of relevance also for advantages of using the transitivity function for diffusion-controlled phenomena."
"Phase Behavior, Solid Organic Precipitation, and Mobility Characterization Studies in Support of Enhanced Heavy Oil Recovery on the Alaska North Slope","https://scispace.com/paper/phase-behavior-solid-organic-precipitation-and-mobility-4sp1ttgopk","2008","Report","","Shirish Patil
Abhijit Dandekar
Santanu Khataniar","10.2172/963365","https://scispace.com/pdf/phase-behavior-solid-organic-precipitation-and-mobility-4sp1ttgopk.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes viscosity of medium‑heavy petroleum fluids using EOS and semi‑empirical models, providing experimental data and thermodynamic phase‑behavior characterization.","The medium-heavy oil (viscous oil) resources in the Alaska North Slope are estimated at 20 to 25 billion barrels. These oils are viscous, flow sluggishly in the formations, and are difficult to recover. Recovery of this viscous oil requires carefully designed enhanced oil recovery processes. Success of these recovery processes is critically dependent on accurate knowledge of the phase behavior and fluid properties, especially viscosity, of these oils under variety of pressure and temperature conditions. This project focused on predicting phase behavior and viscosity of viscous oils using equations of state and semi-empirical correlations. An experimental study was conducted to quantify the phase behavior and physical properties of viscous oils from the Alaska North Slope oil field. The oil samples were compositionally characterized by the simulated distillation technique. Constant composition expansion and differential liberation tests were conducted on viscous oil samples. Experiment results for phase behavior and reservoir fluid properties were used to tune the Peng-Robinson equation of state and predict the phase behavior accurately. A comprehensive literature search was carried out to compile available compositional viscosity models and their modifications, for application to heavy or viscous oils. With the help of meticulously amassed new medium-heavy oil viscosity data frommore » experiments, a comparative study was conducted to evaluate the potential of various models. The widely used corresponding state viscosity model predictions deteriorate when applied to heavy oil systems. Hence, a semi-empirical approach (the Lindeloff model) was adopted for modeling the viscosity behavior. Based on the analysis, appropriate adjustments have been suggested: the major one is the division of the pressure-viscosity profile into three distinct regions. New modifications have improved the overall fit, including the saturated viscosities at low pressures. However, with the limited amount of geographically diverse data, it is not possible to develop a comprehensive predictive model. Based on the comprehensive phase behavior analysis of Alaska North Slope crude oil, a reservoir simulation study was carried out to evaluate the performance of a gas injection enhanced oil recovery technique for the West Sak reservoir. It was found that a definite increase in viscous oil production can be obtained by selecting the proper injectant gas and by optimizing reservoir operating parameters. A comparative analysis is provided, which helps in the decision-making process.« less"
