"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"PVT-generated Correlations of Heavy Oil Properties","https://scispace.com/paper/pvt-generated-correlations-of-heavy-oil-properties-1sh4uaul4i","2014","Journal Article","Petroleum Science and Technology","M. Riyahin
G. M. Montazeri
L. Jamoosian
Farshad Farahbod","10.1080/10916466.2011.604060","","Pressure-volume-temperature (PVT) properties are necessary to reservoir engineering calculations in porous media and it is important for calculations in pipeline as well This work presents a new set of correlation for estimating Iranian Crude oils properties based on some experimental data Whenever there is no representative experimental PVT data, these correlations can be used for oils of API ranging between 15 and 30 New correlations was developed to calculate oil formation volume factor (Bo), bubble point pressure (Pb), and solution gas oil ratio (Rs) Finally, a comparison is made between these correlations and other published correlations such as Standing, Vazquez and Beggs, Glaso, Farshad et al, Al Marhoun, Petrosky and Farshad, and Hanafi et al and it is found out that the new correlations are more accurate than the other ones","In this paper, a new set of correlation for estimating Iranian Crude oils properties based on some experimental data was presented, which can be used for oils of API ranging between 15 and 30 new correlations was developed to calculate oil formation volume factor (Bo), bubble point pressure (Pb), and solution gas oil ratio (Rs)."
"Modeling the Oil Viscosity of Nigerian Crudes Using Machine Learning","https://scispace.com/paper/modeling-the-oil-viscosity-of-nigerian-crudes-using-machine-22ivj42ezz","2023","Journal Article","","Yisa Adeeyo
A. A. Osinaike","10.2118/217190-ms","","Abstract Oil viscosity is an important parameter for estimating the flow behavior of crude oil under varying pressure and temperature regimes encountered in the subsurface and surface components of the petroleum production system. Although experimental data provides the most accurate characterization of this property, obtaining such data in the laboratory is often time-consuming and expensive. Alternatively, one of several empirical correlations can be used, albeit with often poor generalization to samples from differing thermodynamic systems or crude oil types. In this paper, we use a data-driven approach based on machine learning (ML) algorithms to create high-performing models for predicting the dead oil and bubblepoint oil viscosity of Nigerian crudes. Random Forest (RF) and Gradient Boosting (GB) ensembles, as well as Multi-Layer Perceptron (MLP) and Radial Basis Function (RBF) networks, are compared to several widely used correlations, and their performance is evaluated on a large dataset of crude oil samples collected from various Niger Delta oil fields. The ML models are built with minimal and easily accessible input parameters shared by the correlations, allowing for an objective assessment of their superiority to these correlations given the same input framework. These are reservoir temperature and oil API gravity for the dead oil viscosity modeling, and the solution gas-oil ratio and dead oil viscosity for the bubblepoint oil viscosity modeling. Furthermore, the model's reliability is tested by partitioning the dataset into training, validating, and testing sets, and optimal model configurations are achieved through Bayesian Optimization. On the dead oil viscosity modeling task, we achieve a modest improvement over the best-performing correlation developed by Al-Khafaji (1987). The RF model's R2 and mean absolute error (MAE) scores on the testing data are 0.831 and 3.423, respectively, versus 0.809 and 4.439 for the correlation method. However, for the bubblepoint oil viscosity modeling, the improvement recorded using the RF model over the best-performing correlation developed by Beggs and Robinson (1975) is remarkable. In this case, the R2 and MAE scores for the RF model are 0.924 and 0.441, respectively, compared to 0.574 and 0.813 for the correlation method. As a result, our ML models have outperformed conventional correlations for modeling oil viscosity. Ultimately, oil viscosity estimates from the developed ML models can provide a much more accurate characterization of the fluid behavior of Niger Delta crudes than the conventional correlations can. Furthermore, the ML models allow for continuous improvement of their generalization ability by introducing new data from various sources to the models. ","High-performing models for predicting oil viscosity of Nigerian crudes using machine learning algorithms outperform conventional correlations."
"Models predicting saturated and under-saturated viscosity for some libyan crude oils","https://scispace.com/paper/models-predicting-saturated-and-under-saturated-viscosity-1lipv751l9","2013","","","Khulud Rahuma
Elmahboub Edreder","","","In this work the idea was to apply literature models to predict viscosity of crude oils. Fifteen different oil samples from Libyan reservoirs have been used. Experimental data collected from the Libyan Petroleum Institute database. Supplementary data were collected from published literature. ChewConnally, Beggs-Robinson, Labedi, Kartoatmodjo and Schmidt, modified Kartoatmodjo, and Elsharkawy & Alikhan models have been investigated for saturated oil , while Beal , Vasquez and Beggs , Khan and Ali, Labedi ,Kartoatmodjo and Schmidt, and Elsharkawy & Alikhan have been used to undersaturated oil. The accuracy of models for investigated viscosity were applied to the acquired data set and a comprehensive error analysis was performed based on a comparison of the predicted value with the experimental value. The results obtained indicate, that modified Kartoatmodjo model is the best and accurate for saturated oil viscosity, while Beal’s model is the best for undersaturated oils. The less AARE % was calculated 23.9% for saturated oil, and 21.9 % for undersaturated oil. 1. OVERVIEW Viscosity is a strong function of the temperature, pressure, oil gravity, gas gravity, and gas solubility. Viscosity could be measured by two methods semi-theoretical which are derived from a theoretical framework, but involve parameters experimentally determined, or empirical, which include a wide variety of equations used throughout the industry. Empirical models can be classified to corrective, which is an experimental mixture data used for evaluation of model parameters, and predictive which is the properties of pure components are utilized. The viscosity is usually reported in standard PVT analyses. If laboratory data are not available, engineers may refer to published correlations, which usually vary in complexity and accuracy depending upon the available data. The viscosity of hydrocarbon mixtures and petroleum reservoir fluids is commonly measured by either the rolling ball viscometer or the capillary tube viscometer. In the rolling ball viscometer, the time required by the steel ball to travel through the fluid is correlated to its density and viscosity. Other nonconventional methods include the laser light scattering and the piezoelectric quartz crystal techniques. The objective of this study is to apply an accurate correlations to predict oil viscosity at various operating conditions. In the literature, several empirical correlations have been proposed for oil viscosity prediction (saturated, and undersaturated). Here, based on Libyan oil reservoirs data, accuracy of these correlations has been confirmed by comparing the obtained results of these correlations with experimental data for Libyan oil samples. Statistical analysis is the criteria adopted for the evaluation in this study.","In this paper, the authors applied literature models to predict viscosity of crude oils, and compared the accuracy of these correlations with experimental data for Libyan oil samples collected from the Libyan Petroleum Institute database."
"Modelling the effect of dissolved gases on the viscosity of heavy oils","https://scispace.com/paper/modelling-the-effect-of-dissolved-gases-on-the-viscosity-of-zfnwao02lj","1995","Journal Article","Chemical Engineering Research & Design","Adango Miadonye
B. Singh
S. S. Huang
Ranjan Srivastava
V.R. Puttagunta","","","The effect of dissolved gases on the viscosity of heavy oils has been modelled using a generalized correlation. The viscosity data for three heavy crude oils and crude oil-gas mixtures were obtained using a PVT-cell equipped with an on-line capillary tube viscometer. The measurements were conducted at various temperatures and pressures; and the viscosities calculated from the data using the Hagen-Poisseuille pipe flow equation. In this paper it is shown that the complex effect of three parameters, (temperature, pressure and dissolved gas concentration) on heavy oil viscosities can be accurately predicted by the correlation which requires only one viscosity measurement at a reference condition of 30°C and one atmosphere. The correlation has been found to be successful for the following range of conditions: temperature, 28°C to 110°C; pressure, 0.8 MPa g to 20.7 MPa g; and viscosity, 0.01 to 1.7 × 10 6 Pa s. The average absolute deviations obtained with measured and curve-fit values at 30°C are 10.4 per cent and 7.9 per cent, respectively","In this article, the effect of dissolved gases on the viscosity of heavy oils has been modelled using a generalized correlation, which requires only one visco-temperature measurement at a reference condition of 30°C and one atmosphere."
"Reliability Analysis on PVT Correlations","https://scispace.com/paper/reliability-analysis-on-pvt-correlations-5f5v5hjibx","1994","Proceedings Article","Europace","Giambattista De Ghetto
Marco Villa","10.2118/28904-MS","","This paper evaluates the reliability of the most common empirical correlations used for determining reservoir fluid properties whenever laboratory PVT data are not available: bubblepoint pressure, solution GOR, bubblepoint OFVF, isothermal compressibility, dead-oil viscosity, gas-saturated oil viscosity and undersaturated oil viscosity. The reliability of the correlations has been evaluated against a set of 195 crude oil samples collected from the Mediterranean Basin, Africa, the Persian Gulf and the North Sea. About 3700 measured data points have been collected and investigated. All measured data points are reported in the paper. For all the correlations, the following statistical parameters have been calculated: (a) relative deviation between estimated and experimental values, (b) average absolute percent error, (c) standard deviation. Oil samples have been divided into the following four different API gravity classes: extra-heavy oils for {degree}API {le} 10, heavy oils for 10 31.1. The best correlations both for each class and for the whole range of API gravity have been evaluated for each oil-property. The functional forms of the correlations that gave the best results for each oil property have been used for finding a bettermore » correlation with average errors reduced by 5--10%. In particular, for extra-heavy oils, since no correlations are available in literature (except of viscosity), a special investigation has been performed and new equations are proposed.« less","The functional forms of the correlations that gave the best results for each oil property have been used for finding a bettermore » correlation with average errors reduced by 5--10%."
"Current Approaches in Prediction of PVT Properties of Reservoir Oils","https://scispace.com/paper/current-approaches-in-prediction-of-pvt-properties-of-10syqfoh2c","2018","Journal Article","","Hajirahimova Mаkrufa
Aliyeva Aybeniz","10.18488/JOURNAL.79.2018.52.31.40","","PVT (pressure-volume-temperature) properties of reservoir fluids in the oil and gas industry constitute an integral part of the required data for a thorough study of the reservoir, optimally compilation of oil production and operation schemes. In the absence of PVT data that measured in laboratory conditions, empirical correlation is used to evaluate these properties. These correlations cannot be applied universally due to the differences of crude oil composition, the working condition of geographical and oil environment. In the article widespread correlations and models was investigated in the field of prediction of PVT properties of reservoir oil from different regions. Their accuracy and productivity was thoroughly analyzed too.","In this paper, widespread correlations and models were investigated in the field of prediction of pressure-volume-temperature (PVT) properties of reservoir fluids in the oil and gas industry."
"Laboratory and Theoretical investigations of Petroleum Reservoir Fluid Properties","https://scispace.com/paper/laboratory-and-theoretical-investigations-of-petroleum-y3f26j52i8m9","2022","Repository","","Yuqiang Wu","10.5281/zenodo.7321891","","Understanding the Pressure-Volume-Temperature (PVT) properties is very important to many kinds of petroleum determinations like calculations of reservoir fluid properties; expect the future performance, selection of enhanced oil recovery methods, and for production facilities design. Models for expecting reservoir fluid properties has been increased attention during last decade by knowing reservoir pressure and temperature, oil API gravity, and gas gravity. In general, PVT properties are obtained from laboratory experiments but in some cases In this study, complete PVT lab experiments were done and evaluated the most frequently used empirical black oil PVT correlations for application in the Middle East. Empirical PVT Correlations for the Middle East crude oil was compared as a function of commonly available PVT data. Correlations compared for: Bubble point pressure, solution gas oil ratio, oil formation volume factor, oil density, and oil viscosity. After evaluating the Empirical correlations, the crude sample was characterized using different EOS to arrive at one EOS model that accurately describes the PVT behavior of crude oil produced. The multi-sample characterization method is used to arrive at one consistent model for crude oil for the whole reservoir. The fluid sample is first analyzed for consistency to ensure that they are representative of oil produced, then it is used to obtain parameters for EOS model. The tuning procedure for the EOS is done systematically by matching the volumetric and phase behavior results with laboratory results. Results showed that some correlations give good results in PVT properties compared to the laboratory and can be used with Libyan oil, while some give a high percentage of error. ",""
"Laboratory and Theoretical investigations of Petroleum Reservoir Fluid Properties","https://scispace.com/paper/laboratory-and-theoretical-investigations-of-petroleum-eb2yzvvg","2022","Journal Article","","Mohamed Lamoj","10.54536/ajenr.v1i1.636","","Understanding the Pressure-Volume-Temperature (PVT) properties is very important to many kinds of petroleum determinations like calculations of reservoir fluid properties; expect the future performance, selection of enhanced oil recovery methods, and for production facilities design. Models for expecting reservoir fluid properties has been increased attention during last decade by knowing reservoir pressure and temperature, oil API gravity, and gas gravity. In general, PVT properties are obtained from laboratory experiments but in some cases In this study, complete PVT lab experiments were done and evaluated the most frequently used empirical black oil PVT correlations for application in the Middle East. Empirical PVT Correlations for the Middle East crude oil was compared as a function of commonly available PVT data. Correlations compared for: Bubble point pressure, solution gas oil ratio, oil formation volume factor, oil density, and oil viscosity. After evaluating the Empirical correlations, the crude sample was characterized using different EOS to arrive at one EOS model that accurately describes the PVT behavior of crude oil produced. The multi-sample characterization method is used to arrive at one consistent model for crude oil for the whole reservoir. The fluid sample is first analyzed for consistency to ensure that they are representative of oil produced, then it is used to obtain parameters for EOS model. The tuning procedure for the EOS is done systematically by matching the volumetric and phase behavior results with laboratory results. Results showed that some correlations give good results in PVT properties compared to the laboratory and can be used with Libyan oil, while some give a high percentage of error.","In this paper , the authors evaluated empirical black oil pressure-volume-temperature (PVT) correlations for application in the Middle East and compared them as a function of commonly available PVT data, including bubble point pressure, solution gas oil ratio, oil formation volume factor, oil density and oil viscosity."
"Mathematical Modelling of Oil Viscosity at Bubble point Pressure and Dead Oil Viscosity of Nigerian Crude","https://scispace.com/paper/mathematical-modelling-of-oil-viscosity-at-bubble-point-152yb18o2t","2019","Proceedings Article","","Yisa Adeeyo","10.2118/198770-MS","","
 Traditionally, reservoir engineering fluid flow calculations use viscosity data. However, in the absence of lab/experimental data other available derived correlations are used to predict the PVT property. Limit on the number of available data, regional peculiarity of the fluid, several viscosity correlations in the literature have limited accuracy and applicability. This study has developed predictive models using more than 2020 unpublished PVT data sets from different locations in Nigeria in rigorous nonlinear regression modelling. Different nonlinear algorithms, modified Newton-Raphson nonlinear least-square data fitting approach; Levenberg-Marquardt algorithm were used to develop new models for the estimation of the viscosity at the bubblepoint pressure and dead oil viscosity. The results of the performance of the model for viscosity at the bubblepoint show that the model provides better prediction with average absolute relative error of 21.06 and coefficient of correlation of 0.98 and the dead oil viscosity model shows a substantial improvement with average absolute relative error of 30.06 and coefficient of correlation of 0.90 over published correlations.","In this article, the authors developed predictive models using more than 2020 unpublished PVT data sets from different locations in Nigeria in rigorous nonlinear regression modelling, they used different nonlinear algorithms, modified Newton-Raphson nonlinear least-square data fitting approach; Levenberg-Marquardt algorithm were used to develop new models for the estimation of the viscosity at the bubblepoint pressure and dead oil viscoity."
"Characterization of heavy oils","https://scispace.com/paper/characterization-of-heavy-oils-39z0ufntm4","1993","Journal Article","Industrial & Engineering Chemistry Research","Evelyne Neau
Jean-Noël Jaubert
Marek Rogalski","10.1021/IE00018A027","","The PVT properties of petroleum oils were studied using a modified Peng-Robinson equation of state and a characterization procedure developed for this purpose. Experimental data on constant mass expansion and differential vaporization of petroleum fluids from different fields were used. It was shown that currently available experimental properties of petroleum cuts (densities, molecular weights and normal boiling temperatures) can be used to obtain satisfactory predictions of the PVT properties of crude oils. The present results were compared with those obtained by using the method proposed by Pedersen. Both methods gave good predictions of the liquid shrinkage curve and saturation pressures. The tank oil density was also predicted satisfactorily with the present model.","In this paper, the PVT properties of petroleum oils were studied using a modified Peng-Robinson equation of state and a characterization procedure developed for this purpose using experimental data on constant mass expansion and differential vaporization of petroleum fluids from different fields."
"A Correlation Approach for Prediction of Crude Oil PVT Properties","https://scispace.com/paper/a-correlation-approach-for-prediction-of-crude-oil-pvt-felzq707v2fc","","","","Mohammad Naghi Hemmati
Riyaz Kharrat","10.2523/104543-ms","","Up until now, no specific correlation has been developed to estimate PVT properties of Iranian crude oils, nor do existing correlations estimate these properties with efficient accuracy. In this paper, however, an attempt has been made to develop a number of correlations for Iranian crude oils, using about three hundred PVT reports. These correlations were developed for bubble point pressure, solution gas oil ratio (Rs), and oil formation volume factor (OFVF) at bubble point pressure. The data used to develop the correlations cover a wide range of reservoirs with oil gravity of 18.8 to 48.34 API°.It was found that the new correlations estimate PVT properties of Iranian crude oils much better than the published ones. The absolute average deviation for Pb, Bo, and Rs are 3.67%, 1.08%, and 4.07% respectively.The results show that PVT correlations can be placed in the following order with respect to their accuracy for Iranian crude oils:–Pb: Hemmati, Al-Marhoun3, Standing1, Hanafy4, Dindoruk5.–OFVF: Hemmati, Petrosky7, Standing1, Glaso2, Dokla6, Al-Marhoun3, Hanafy4.–Rs: Hemmati, Standing1, Al-Marhoun3, Dindorak5, Glaso2, Petrosky7.","This study develops correlations for predicting PVT properties (bubble point pressure, solution gas oil ratio, and oil formation volume factor) of Iranian crude oils with improved accuracy, outperforming existing correlations."
"Estimating Heavy Oil Fractions' Viscosity by Correlation Method","https://scispace.com/paper/estimating-heavy-oil-fractions-viscosity-by-correlation-tnvqi4rc71eu","","","","ZHOU Yong-chang
JIANG Tao","10.3969/j.issn.1671-7872.2006.01.010","","It is necessary to correlate the viscosity of heavy oil fractions with other characteristics because the viscosity is an important property in the calculation related to fluid flow and estimation of other physical properties.The available methods in the literature are less accurate at present.The new viscosity correlation with specific gravity,molecular weight and residue carbon is set up.The equation is fairly accurate to specific group of heavy oil fractions.","A new viscosity correlation method is proposed for heavy oil fractions, incorporating specific gravity, molecular weight, and residue carbon, offering improved accuracy for a specific group of heavy oil fractions compared to existing methods."
"New Pvt Correlations Applicable for Various Crude Oils","https://scispace.com/paper/new-pvt-correlations-applicable-for-various-crude-oils-56lxv2fiut","2014","","","Jawad Radhi
Rustum Al-Assal","","","This paper seeks to overcome the shortcomings of previous correlations work on physical properties (PVT) of various crude oils. More than eighty samples were collected from different sources in the literature","In this article, the shortcomings of previous correlations work on physical properties (PVT) of various crude oils were overcome by collecting more than eighty samples from different sources in the literature and comparing them."
"Improved PVT correlations for UAE crude oils","https://scispace.com/paper/improved-pvt-correlations-for-uae-crude-oils-4bdrt0alic","1997","Proceedings Article","","Reyadh A. Almehaideb","10.2118/37691-MS","","Current empirical correlations to evaluate crude oil PVT properties are based on data from different parts in the world and are more accurate for use with crudes from the same basins for which the data was correlated. Standing correlation, for example, used California crudes. Glaso's used North Sea crudes. Al-Marhoun's used Middle East crudes. Petrosky and Farshad used Gulf of Mexico crudes, and Dokla and Osman produced a correlation based on UAE offshore crude oil samples. A few other correlations were based on a very large number of samples from different regions. The most widely used of these is the Vasquez and Beggs correlation. The universal correlations, however, are less accurate than regional correlations, when they are available, because of the scatter involved by using a large number of data. The UAE fields are very significant and constitute around 10% of reserves worldwide. In this work, experimental PVT measurements from around 15 reservoirs located in the UAE were used to test the validity of commonly used PVT correlations. The data then was used to construct a new set of empirical correlations which were also tested against the experimental values. Results indicate that the new correlations reduced the error involved in estimating the bubble point pressures and the oil formation volume factor to within less than half the range of error associated with commonly used correlations when compared to experimental values. The physical properties correlated include the oil formation volume factor at the bubble point, the bubble point pressure, the oil compressibility (in order to get the oil formation volume factor above the bubble point pressure), and the oil viscosity at the bubble point and above the bubble point.","In this article, experimental PVT measurements from around 15 reservoirs located in the UAE were used to test the validity of commonly used PVT correlations, including the Vasquez and Beggs correlation."
"Review Of PVT Correlations For Crude Oils","https://scispace.com/paper/review-of-pvt-correlations-for-crude-oils-3qx460uvh2","2008","Journal Article","Global Journal of Pure and Applied Sciences","Sunday Sunday Ikiensikimama
Olu Ogboja","10.4314/GJPAS.V14I3.16816","https://scispace.com/pdf/review-of-pvt-correlations-for-crude-oils-3qx460uvh2.pdf","Reservoir fluid physical property values constitute an integral part of the data required for comprehensive study of the reservoir and for optimal design of oil recovery and production schemes. More specifically, Pressure-Volume-Temperature (PVT) data corresponding to the reservoir fluid are needed to validate the well test property and to provide meaningful interpretation. In the absence of laboratory measured PVT data, property correlations are used for property estimation. 
Various PVT correlations have been published over the years, which used data from limited geographical areas, sometimes assumed to be global and differing fluid characteristics. Because of variation in the crude compositions, geographical, and petrophysical conditions of the operating environments, these correlations cannot acclaim universal applicability. This paper attempts to give comprehensive review of existing PVT correlations and models in the literature, indicating geographical region, accuracies as well as the nature of these correlations. Using these correlations from other regions would have implications such as poor fluid property estimations, poor reservoir performance studies, as well as uncertainty in reserve estimations in the Niger Delta. Keywords : PVT Correlations, PVT Data, Reservoir Fluid Properties, Fluid Property Estimation Global Journal of Pure and Applied Sciences Vol. 14 (3) 2008: pp. 331-338","A comprehensive review of existing pressure-volume-temperature (PVT) correlations and models in the literature, indicating geographical region, accuracies as well as the nature of these correlations can be found in this article."
"Cold, Hot, or Dilute: Modeling the Viscosity of Heavy Oil for In Situ Processes","https://scispace.com/paper/cold-hot-or-dilute-modeling-the-viscosity-of-heavy-oil-for-gih8liezue","2013","","","Harvey W. Yarranton
Motahhari Hamed R","","https://cseg.ca/assets/files/resources/abstracts/2013/186_GC2013_Cold_Hot_or_Dilute.pdf","Summary Two methods (the Expanded Fluid model and the Modified Walther correlation) used for fitting and predicting the viscosity of heavy oil and solvents were assessed on a dataset including the viscosity and density of mixtures of bitumen and ethane, propane, butane, pentane, heptane, and carbon dioxide. Both correlations were adapted to determine crude oil viscosity based on C30+ GC assays. The methods provided order-of-magnitude viscosity estimates with no tuning and fit crude oil viscosity data to within 30% after tuning to a single dead oil experimental data point. The correlations also predicted the diluted bitumen viscosities to within 30% at temperatures from 20 to 180°C and pressures up to 10 MPa.","In this paper, the Modified Walther correlation and Expanded Fluid model were used for fitting and predicting the viscosity of heavy oil and solvents on a dataset."
"New viscosity correlations for dead crude oils","https://scispace.com/paper/new-viscosity-correlations-for-dead-crude-oils-jstdg9g3lj","2007","","","M. Sattarin
Hassan Modarresi
Mahdi Bayat
M. Teymori","","","Based on a non-linear regression method, using relatively a large set of experimental data, new comprehensive correlations for prediction of viscosity of the Iranian heavy and light dead crude oils have been developed. The new models correlate viscosity, °API gravity and temperature for a quite wide range, i.e. 2-570 cP for viscosity and 17-45 for °API gravity. Absolute average deviation (%AAD) of 19.5% and 15.3% are achieved for the heavy (°API=17~28) and light (°API=28~45) crude oils, respectively. A comparison with previous works reveals good prediction ability of the new correlations for the Iranian dead crude oils.","Based on a non-linear regression method, using relatively a large set of experimental data, new comprehensive correlations for prediction of viscosity of the Iranian heavy and light dead crude oils have been developed as mentioned in this paper."
"Modeling of viscosity and thermal conductivity of hydrocarbons based on equation of state","https://scispace.com/paper/modeling-of-viscosity-and-thermal-conductivity-of-3dnakw1f","2023","Proceedings Article","Software Engineering Environments","C. Sun
S.-X. Rong
G.-J. Chen
Tian-Min Guo","10.1615/see2000.690","","Based on the geometric similarity of P-V-T, T-&#956;-P and T-&#955;-P diagrams, viscosity (&#956;) and thermal conductivity (&#955;) models can be derived from an equation of state (EOS). The advantages of an EOS-based viscosity / thermal conductivity model are simple in form, applicable to both gas / liquid, high-pressure / low-pressure, and smooth phase transition of &#956; / &#955; in the near-critical region could be achieved. In this work, a modified version of the viscosity model based on Peng-Robinson (PR) EOS, and a newly established thermal conductivity model based on PR EOS were developed. Simple mixing rules were used for extension to mixtures. Extensive tests have been performed on pure hydrocarbons, carbon dioxide and nitrogen, hydrocarbon mixtures containing defined components as well as complex reservoir fluids. The comparison with those typical viscosity / thermal conductivity correlations currently adapted in the petroleum industry shows the superiority of the proposed models. ","In this article , a modified version of the viscosity model based on Peng-Robinson (PR) EOS and a newly established thermal conductivity model were developed, and extensive tests have been performed on pure hydrocarbons, carbon dioxide and nitrogen, hydrocarbon mixtures containing defined components as well as complex reservoir fluids."
"A New Approach For Predicting The Crude Oil Properties","https://scispace.com/paper/a-new-approach-for-predicting-the-crude-oil-properties-3sw3aowf5c","1997","Proceedings Article","","H.H. Hanafy
S. Macary
Y.M. ElNady
A.A. Bayomi
M.H. El Batanony","10.2118/37439-MS","","An accurate description of physical properties for crude oils is necessary for solving many of reservoir engineering and surface production operational problems. Ideally, crude oil properties are determined experimentally in the laboratory on actual fluid samples taken from the field under study. However, in the absence of experimentally measured crude oil properties, especially during the prospecting phase, or when only invalid samples are available, one can resort to empirically derived PVT correlations. During the last five decades, several correlations have been developed to estimate the crude oil properties. However, these correlations may be useful only in regional geological provinces and may not provide satisfactory results when applied to crude oils from other regions. The aim of this work is to derive and test new correlations to predict the fluid properties for Egyptian crudes including bubble point pressure, solution gas-oil-ratio, oil formation volume factor, oil compressibility, oil density, and oil viscosity. These correlations have been developed from the experimental PVT data of 324 fluid samples covering a wide range of crude oils ranging from heavy to volatile oils. The fluid samples have been taken from 176 wells located in 75 fields operated by 16 companies. This data represents 15 productive zones of 123 reservoirs distributed along three different regions of Egypt, including the Gulf of Suez, Western Desert, and Sinai. Sensitivity analysis indicated that the experimentally determined flash liberation gas-oil-ratio, which corresponds to the producing gas-oil-ratio, is the most correlative parameter with the bubble point pressure. Therefore the separator gas-oil ratio was used in this study as the key parameter for predicting the oil properties. The procedure for predicting the fluid properties using the new correlations is simple and straightforward. By starting with the separator gas-oil-ratio then going through good correlations between different pairs of fluid properties, one can obtain a complete set of PVT data for oil properties either at or above or below the bubble point pressure. Finally, this study compares the predicted properties from the new correlations and the commonly used empirical correlations by applying them to the experimental data base available for Egyptian crude oils.","In this article, the authors derived and tested new correlations to predict the fluid properties for Egyptian crudes including bubble point pressure, solution gas-oil-ratio, oil formation volume factor, oil compressibility, oil density, and oil viscosity."
"A neural network model and an updated correlation for estimation of dead crude oil viscosity","https://scispace.com/paper/a-neural-network-model-and-an-updated-correlation-for-18dd6l6z29","2012","Journal Article","Brazilian Journal of Petroleum and Gas","Ali Naseri
Seyed Hamidreza Yousefi
Alireza Sanaei
A. A. Gharesheikhlou","10.5419/BJPG2012-0003","http://www.portalabpg.org.br/bjpg/index.php/bjpg/article/download/212/186","Viscosity is one of the most important physical properties in reservoir simulation, formation evaluation, in designing surface facilities and in the calculation of original hydrocarbon in-place. Mostly, oil viscosity is measured in PVT laboratories only at reservoir temperature. Hence, it is of great importance to use an accurate correlation for prediction of oil viscosity at different operating conditions and various temperatures. Although, different correlations have been proposed for various regions, the applicability of the existing correlations for Iranian oil reservoirs is limited due to the nature of the Iranian crude oil. In this study, based on Iranian oil reservoir data, a new correlation for the estimation of dead oil viscosity was provided using non-linear multivariable regression and non-linear optimization methods simultaneously with the optimization of the other existing correlations. This new correlation uses API Gravity and temperature as an input parameter. In addition, a neural-network-based model for prediction of dead oil viscosity is presented. Detailed comparisons show that validity and accuracy of the new correlation and the neural-network model are in good agreement with large data set of Iranian oil reservoir when compared with other correlations.","In this paper, a new correlation for the estimation of dead oil viscosity was provided using non-linear multivariable regression and nonlinear optimization methods simultaneously with the optimization of the other existing correlations."
"New Compositional Models for Calculating the Viscosity of Crude Oils","https://scispace.com/paper/new-compositional-models-for-calculating-the-viscosity-of-54sp73y0w8","2003","Journal Article","Industrial & Engineering Chemistry Research","Adel M. Elsharkawy
Suad A. Hassan
Yousef S. Kh. Hashim
Mohamed A. Fahim","10.1021/IE0300631","","Crude oil viscosity is an important physical property that controls and influences the flow of oil through porous media and pipelines. Hence, it is the basis of many reservoir engineering and production system calculations. In the crude oil recovery and processing, viscosity is a significant parameter because a large amount of time and money are spent in experimental measurements of viscosity. This necessitates the development of reliable viscosity models capable of predicting crude oil viscosity and reduces the expensive and cumbersome experimental measurements. Because of the complexities and varied composition of crude oils, empirical models and other predictive tools cannot replace the laboratory measurements, even if the latter is costly. This paper presents new compositional models for estimating crude oil viscosity. The new models use fluid composition, temperature, and pressure to predict the oil viscosity. The models were derived from viscosity measurements of several crudes from the Middle East, the North Sea, and others. The accuracy of the proposed models has been compared to that for several empirical correlations, corresponding state models, and equation of state based viscosity models. The comparison shows the superiority of the new models over the other methods.","In this paper, the authors presented new compositional models for estimating crude oil viscosity using fluid composition, temperature, and pressure to predict the oil visco-temperature."
"Comparison of pvt correlations for predicting crude oil properties: the brazilian campos basin case study","https://scispace.com/paper/comparison-of-pvt-correlations-for-predicting-crude-oil-238l7xzbcp","2019","Journal Article","Brazilian Journal of Petroleum and Gas","P. V. Mangili
V. R. R. Ahón","10.5419/BJPG2019-0013","http://www.portalabpg.org.br/bjpg/index.php/bjpg/article/download/690/340","Pressure-Volume-Temperature correlations are essential for estimating the required parameters necessary for the identification of reservoir fluid properties when experimental laboratory data are not readily available. Although several models have been published for different oil fields, there is a lack of studies addressing the Brazilian pre-salt region. Hence, in this paper we compared twenty empirical correlations for the determination of the solution gas-oil ratio, oil formation-volume-factor, and under-saturated oil viscosity for Brazilian pre-salt oil samples collected from the Campos Basin region, originally evaluated by Elias and Trevisan (2016). From our statistical results, some models presented good estimation performances when compared to said reference’s results. In fact, through a statistical analysis, Al-Shammasi (2001)’s correlation proved to be the best estimation method for solution gas-oil ratio, whereas Al-Marhoun (1985) and Beal’s (1946) correlations were deemed the most accurate for the prediction of oil formation-volume-factor and under-saturated oil viscosity, respectively.","In this paper, the authors compared twenty empirical correlations for the determination of the solution gas-oil ratio, oil formation-volume-factor, and under-saturated oil viscosity for Brazilian pre-salt oil samples."
