"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Biomarker Molecular Indicators Predict Biodegraded Heavy Oil Physical Properties: A Case from Dongying Depression, Eastern China","https://scispace.com/paper/biomarker-molecular-indicators-predict-biodegraded-heavy-oil-4z5sgev0ja","2012","Journal Article","Advanced Materials Research","Zhong Hong Chen","10.4028/WWW.SCIENTIFIC.NET/AMR.524-527.2069","","To determine reliable molecular thermal maturity parameters for prediction of the physical properties of biodegraded oils, a suite of oils including 11 biodegraded oils from Caoqiao oilfield and 5 non-biodegraded oils from Wangjiagang oilfield in Dongying depression in Bohai-bay basin, eastern of China were analyzed. The oils were selected in a wide range of viscosity in order to investigate the relation between the parameters and oil properties. The data show the effects of biodegradation on some molecular thermal maturity parameters: C29 sterane parameters C2920S/(20S+20R) and C29ββ/(ββ+αα) increased apparently under heavy biodegradation (rank 6~7); parameters C3122S/(22S+22R), C3222S/(22S+22R), C293-methyl/C29 4-methyl, (C28+C29Tricyclics)/Ts and (C28+C29Tricyclics)/ (C28+C29Tricyclics +Ts) showed effects from heavy biodegradation (rank 6~7), and terpanes parameters Ts/(Ts+Tm), C29Ts/(C29Ts+C29Tm) and aromatic C20/(C28+C20), (C20+C21)/(C20+C21+C26+C27+C28) and D(3-6)/(D3-6+ C29 4-methylstigmastane 20R showed no effect from heavy biodegradation. Based on the comparison, the molecular maturity parameters C26 to C28 triaromatic parameters C26S/ (C26S+C28S), C27R/(C27R+C28R), C28/(C26+C27+C28) and tricyclic terpanes parameters C19/(C19+C23) were recommended to predict the physical properties of biodegraded oil for these parameters showed no effects from biodegradation(rank 6~7) and better relations with oil physical properties compared to other parameters. Some quantificational equations between these molecular thermal maturity parameters and the physical properties of biodegraded oils were inferred, which may assist in predicting the viscosity and API gravity of reservoired oils before production.","Some quantificational equations between these molecular thermal maturity parameters and the physical properties of biodegraded oils were inferred, which may assist in predicting the viscosity and API gravity of reservoired oils before production."
"Evaluation of Heavy Oil/Bitumen- Solvent Mixture Viscosity Models","https://scispace.com/paper/evaluation-of-heavy-oil-bitumen-solvent-mixture-viscosity-4xd2ehoh70","2004","Proceedings Article","Journal of Canadian Petroleum Technology","Y. Wen
Apostolos Kantzas","10.2118/2004-065","","High viscosity is a major concern in the recovery of heavy oil and bitumen. Viscosity reduction could be achieved by mixing bitumen with solvents. Cragoe (1) and Shu (2) have developed widely used methods for liquid mixture viscosity predictions. However, in these two models, the viscosities or densities of the heavy oil/bitumen and solvents have to be known at some reference condition. Low field nuclear magnetic resonance (NMR) relaxometry is an effective, non-destructive alternative for determining the pet-rophysical properties of oil reservoirs. It has also been shown to successfully predict the viscosity of conventional oils, heavy oils, and mixtures of oils with solvents. In this paper, a regression model of experimental data, Cragoe (1) , Shu (2) , and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios. NMR-based predictions are found to be similar to those of the Shu (2) model and superior to the predictions of the Cragoe (1) model.","In this article, a regression model of experimental data, Cragoe (1), Shu (2), and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios."
"Viscosity and Q in heavy-oil reservoir characterization","https://scispace.com/paper/viscosity-and-q-in-heavy-oil-reservoir-characterization-4ufnhv1gla","2009","Journal Article","Geophysics","Fereidoon Vasheghani
Larry Lines","10.1190/1.3167789","","In heavy oil reservoirs, viscosity of fluids is very high and the mobility of the fluids in the reservoir is very low. Different production scenarios are used, depending on oil and reservoir properties, such as cold heavy oil production with sand (CHOPS) or steam-assisted gravity drainage (SAGD). In the former method, a progressive cavity pump is used to extract oil, water, gas, and sand simultaneously from the reservoir; in the latter, the viscosity of the fluid is lowered by injecting steam into the reservoir.","In this article, different production scenarios are used, depending on oil and reservoir properties, such as cold heavy oil production with sand (CHOPS) or steam-assisted gravity drainage (SAGD)."
"Bulk Geochemical Characteristics of Crude Oils From the Umutu/Bomu Fields, Niger Delta, Nigeria","https://scispace.com/paper/bulk-geochemical-characteristics-of-crude-oils-from-the-10l6is9lfj","2014","Journal Article","Petroleum Science and Technology","M. C. Onojake
Leo C. Osuji
N. C. Oforka","10.1080/10916466.2011.647201","","The bulk properties of seven crude oil samples from two oil fields in the Niger Delta were investigated. Results show °API gravity with the range of 29.00–85.00°, specific gravity 0.65–0.88, Reid vapor pressure 3.00–9.00 kPa, kinematic viscosity 0.90–10.10 cSt, dynamic viscosity 0.70–8.90, moisture content 0.13–126.00%, gum content 6271–45846 mg/100 mL, cloud point 3.00–12.00°C, pour point 7.00–4.00°C, and flash point <30.00°C. Values of aliphatic biomarkers were used as supporting tool to deduce the geochemical characteristics such as thermal maturity, depositional environments, source OM, and extent of biodegradation.","The bulk properties of seven crude oil samples from two oil fields in the Niger Delta were investigated in this paper. But, the results of the study were limited to two fields in Nigeria."
"Modelling the viscosity-temperature relationship of alberta bitumen","https://scispace.com/paper/modelling-the-viscosity-temperature-relationship-of-alberta-2sxr7fkl8c","1994","Journal Article","Petroleum Science and Technology","Adango Miadonye
B. Singh
V.R. Puttagunta","10.1080/08843759408916182","","High viscosity is a major problem in the in situ recovery of bitumens and heavy oils. In this paper a single and generalized one-parameter correlation for accurate prediction of bitumens and heavy oils viscosities is documented, The correlation requires only a single viscosity measurement to predict viscosity at various temperatures. A good agreement was obtained for the various Alberta bitumens correlated.","A single and generalized one-parameter correlation for accurate prediction of bitumens and heavy oils viscosities is documented, the correlation requires only a single viscosity measurement to predict Viscosity at various temperatures."
"Determination of the Viscosities of Grosmont Reservoir Bitumen, Alberta, Canada","https://scispace.com/paper/determination-of-the-viscosities-of-grosmont-reservoir-37hosbm46z","2009","","","Yi Zhao
Hans G. Machel","","https://cseg.ca/assets/files/resources/abstracts/2009/224.pdf","Summary The Upper Devonian Grosmont Formation in Alberta, Canada, is a giant bitumen / heavy oil reservoir with minimum estimated minimum of 318 million barrels of OIP. Pilot steam injection tests in the 1980s had highly variable recovery rates. At the time, the reservoir was not deemed commercially viable. In the last 3 years, however, the Grosmont is under consideration for commercial development by several companies and consortia due to technological advances and much higher oil prices. One part of the work leading up to new pilot sites is the characterization of the petrophysical properties of the reservoir bitumen. Samples were extracted from several stratigraphic levels: Nisku, Upper Ireton and Upper Grosmont 1, 2 and 3. Visually, the bitumen falls into at least two types, i.e., dull-brown and shinyblack. Both types exhibit distinct non-Newtonian behavior at temperatures below 30°C. Therefore, shear rates must be reported along with temperature whenever bitumen viscosity is presented. Within the range of shear rates investigated, i.e., 0.0002 – 6.0000 (1/s), measured dynamic viscosities range from about 10 7 to 10 8 cP at 20°C. In addition, a distinct difference in the degree of ‘aging’ is observed between ‘fresh’ samples from recently drilled cores (1-2 years old) and those from 20 to 30 year old ‘legacy’ cores. The viscosity distribution in the Grosmont shows a general cyclic variability and a dependence to stratigraphic depth.","In this paper, the authors reported that the viscosity distribution in the Grosmont shows a general cyclic variability and a dependence to stratigraphic depth, and a distinct difference in the degree of ""aging"" is observed between fresh samples from recently drilled cores and those from 20 to 30 year old ""legacy"" cores."
"The chemistry of Alberta oil sands, bitumens and heavy oil","https://scispace.com/paper/the-chemistry-of-alberta-oil-sands-bitumens-and-heavy-oil-2dcvseke2z","2003","","","O Strausz
E M Lown","","","This book recognizes the economic potential of the bitumen and heavy oil deposits of Alberta. It comprises different facets of chemical sciences, including physics, geology, earth sciences, biology and microbiology. For the past 25 years, the Natural Sciences and Engineering Research Council of Canada, the Alberta Oils Sands Technology and Research Authority, and the Canada-Alberta Energy Resources Research Fund have supported research into the chemical knowledge of Alberta bitumens. Most bitumens originated from the microbiological degradation of conventional petroleum and were altered by water washing and oxidation processes. Bitumens belong to the naphthenic, aromatic class of petroleum and represent a complex mixture of hydrocarbons and hydrocarbon-derived organic molecules with a trace contribution from inorganic constituents. The recovery and upgrading of bitumen is more complex and costlier than for conventional hydrocarbons. The challenge in bitumen chemistry lies in understanding the properties and reactivity of bitumen in terms of developing new, more competitive and environmental technologies for its use. The broad subject categories of this book were organic chemistry, minerals, methylene chloride, reservoir gases, and reservoir water. This book focuses on the molecular structure, size and shape of the asphaltene molecule, the composition of the resin fractions and their interaction with asphaltenes, and the composition and distribution of the saturate fraction, aromatic fraction, polar fraction, and biological markers in bitumen. refs., tabs., figs.","In this article, the economic potential of bitumen and heavy oil deposits of Alberta is recognized, including physics, geology, earth sciences, biology and microbiology, and the challenges in bitumen chemistry lie in understanding the properties and reactivity of the bitumen in terms of developing new, more competitive and environmental technologies for its use."
"Viscosity Determination of Heavy Oil and Bitumen Using NMR Relaxometry","https://scispace.com/paper/viscosity-determination-of-heavy-oil-and-bitumen-using-nmr-3d4ehzyc5f","2003","Journal Article","Journal of Canadian Petroleum Technology","Jonathan Luke Bryan
Apostolos Kantzas
K. Mirotchnik","10.2118/03-07-02","","Knowledge of oil viscosity is important when estimating hydrocarbon reserves and evaluating the potential for water-flooding of EOR processes. This information is especially important in heavy oil and bitumen, as viscosity is usually the major impediment to recovery of these reserves. As oil viscosity increases, obtaining a laboratory measured in the lab may not be prone to error, and viscosities measured in the lab may not be representative of field conditions. Nuclear magnetic resonance (NMR) is therefore presented as an attractive alternative method for determining oil viscosity. Several correlations already exist for determining oil viscosity using NMR. Some of these correlations compare the geometric mean T 2 relaxation time to oil viscosity, while others relate viscosity to the apparent hydrogen index. This paper examines these different models on a suite of conventional and heavy oil samples. It is concluded that none of the existing models can accurately predict oil viscosity for both conventional and heavy oils, especially for oils with viscosity higher than 20,000 cP. All the measured oil sample show a correlation between oil viscosity and the geometric mean T 2 relaxation time, and also between viscosity and relative hydrogen index. This is consistent with what other experimenters have noticed. An empirical model is developed, correlating oil viscosity to both of these parameters. Unlike previous models, this model can accurately predict oil viscosity for both conventional and heavy oil. The wider range of this model makes it useful for laboratory analysis of oil viscosity using NMR. If the results of this model can be applied to in situ oils. NMR can be used as a logging tool to characterize heavy oil and bitumen formations. The model presented in this paper is the first step towards succesfully predicting viscosity in situ.","In this paper, an empirical model is developed, correlating oil viscosity to both the geometric mean T 2 relaxation time and relative hydrogen index, which is used as a logging tool to characterize heavy oil and bitumen formations."
"Identifying Lower Viscosity Intervals within Heavy Oil Accumulations","https://scispace.com/paper/identifying-lower-viscosity-intervals-within-heavy-oil-3fj9gsbujx","2010","Proceedings Article","","Mark McCaffery
Kate S. Weissenburger","10.3997/2214-4609.20144625","","In heavy oil accumulations, vertical variations in oil producibility are controlled by (1) vertical variations in reservoir porosity/permeability, and (2) vertical variations in oil viscosity. Unfortunately, due to perceived difficulties in quantifying oil viscosity, development strategies often focus solely on the reservoir rock properties. Such development strategies are not acceptable. Identifying zones of lower viscosity oil is critical to efficient field development, and geochemical analysis of Side Wall Cores (SWC) can yield the needed viscosity information.","In heavy oil accumulations, vertical variations in oil producibility are controlled by the vertical variation in reservoir porosity/permeability and the vertical variations of oil viscosity."
"Asphaltene — Viscosity Relationship Of Processed And Unprocessed Bitumen","https://scispace.com/paper/asphaltene-viscosity-relationship-of-processed-and-u9ex07rvic","1994","Book Chapter","","Amit Chakma
M. R. Islam
F. Berruti","10.1007/978-1-4615-2456-4_1","","Bitumen and heavy oils produced in Alberta frequently contain asphaltenes. These asphaltenes may play a significant role in the primary upgrading or visbreaking of the bitumen and heavy oils. This paper describes an experimental study of the effect of asphaltene content on the viscosity of bitumen. Rheological studies were carried out using virgin bitumen as well as using mixtures of deasphalted bitumen and asphaltenes. The viscosity of the mixture was found to be a strong function of asphaltene content. However, it was not possible to ascertain the exact nature of this functionality. In order to obtain further insight into this, processed samples were also included in the study. Since, the aggregate nature of the asphaltene is subject to change when subjected to the high severity conditions of upgrading reactors, the use of processed sample was expected to provide some additional information on the asphaltene content-viscosity relationship. It was found that asphaltenes with higher molecular weight resulted in higher viscosity of the mixture than those with lower molecular weights.","In this paper, an experimental study of the effect of asphaltene content on the viscosity of bitumen and heavy oils produced in Alberta was carried out using virgin and deasphalted bitumen."
"Geochemical Characterization of Heavy Oil Accumulations on the Northeastern Margin of the Neuquén Basin, Argentina","https://scispace.com/paper/geochemical-characterization-of-heavy-oil-accumulations-on-1jrgbctp23","2009","","","Martín F. Cevallos
Edmundo N. Marot
Hernán Paponi
Petro Andina
Héctor Villar
Florida-Buenos Aires","","https://scispace.com/pdf/geochemical-characterization-of-heavy-oil-accumulations-on-1jrgbctp23.pdf","Summary One of the key issues related to heavy oil development is understanding the variation of API gravity and viscosity. Direct measurements are usually difficult (mainly for viscosity) and provide limited information regarding genesis of the hydrocarbons. Geochemistry has been used effectively to characterize heavy oil pools, and data collection at early stages of development is the key to addressing depletion strategies. Recent heavy oil discoveries and their development by Petro Andina in the Northeastern margin of the Neuquen Basin (Mendoza and La Pampa Provinces, Central-Western Argentina) motivated an intensive rock and fluid characterization project. At early development stages, the lack of good analogies in the country forced the company to base reserves assessments and reservoir performance on inappropriate analogs, lab studies and incipient pilot projects. This is way fluid sampling for geochemical characterization began in the exploration phase and it is still ongoing. In the studied areas, hydrocarbon pools are mainly in stratigraphic traps, where truncation and pinch-out are the key elements on updip edges. The main reservoirs are unconsolidated sandstones of the Centenario Formation (Hauterivian), deposited in a marginal marine to fluvial environment. Petrophysical properties are very good, with 30% average porosity and permeability ranging from 0.5 to 3 Darcies. The arid paleoclimate of the region and the predominance of siltstones and shaly sands in the shallower formations, resulted in a thick vadose zone causing a “naturally under pressured regime”. The main pay zone is at an average depth of 600 meters (Figure 1(a)). There is an overall vertical distribution of hydrocarbon types along the preserved Cretaceous section. The deeper reservoirs, the carbonate-siliciclastic mixture of the Loma Montosa Formation, host the lighter oils, with 30 °API and 2500 GOR. The main pay zone is in the Centenario Formation and it accounts for 99% of the producing reserves and has oil gravities averaging 19° API (range 15 to 20° API), viscosities ranging from 250 - 700 cP at reservoir conditions. The shallowest hydrocarbon pools are hosted by the Neuquen Group (Upper Cretaceous), which are mainly saturated with methane (6 - 30 % molar CO2) and isolated oil lenses below a poorly defined GOC (poorly sampled, preliminary around 15 °API, but lower gravities are inferred). Formation water has being intensively sampled from the main pay zone (Centenario Formation)","The main reservoirs are unconsolidated sandstones of the Centenario Formation (Hauterivian), deposited in a marginal marine to fluvial environment as discussed by the authors, with 30% average porosity and permeability ranging from 0.5 to 3 Darcies."
"Oil Fingerprinting for Production Allocation: Exploiting the Natural Variations in Fluid Properties Encountered in Heavy Oil and Oil Sand Reservoirs","https://scispace.com/paper/oil-fingerprinting-for-production-allocation-exploiting-the-1piutc1lgu","2009","","","Barry Bennett
J. J. Adams
Stephen R. Larter","","https://cseg.ca/assets/files/resources/abstracts/2009/083.pdf","Summary The ability to allocate oil production along horizontal wells or in commingled production of heavy oilfields to reservoir location takes advantage of the natural variation in fluid composition in heavy oilfields that occurs over vertical and lateral reservoir scales. In the Peace River oil sands, variations in physical and chemical properties have developed via the complex interplay between biodegradation, oil charging and mixing, and these processes ultimately influence the production behaviour of the resulting oils. A produced oil bears a distinct fingerprint, which is an integration of the fluid contributions from the highest mobility regions of the perforated zone along a production string. The produced fluid composition in combination with a compositional “map” or log along the producing zones could potentially be used to understand the production behaviour of the well and also give an indication of the performance of the system. In a case study from the Peace River oil sands, a compartmentalized reservoir being produced from two pay zones separated by a shale barrier shows more biodegraded oil in the lower zone as it is in contact with a water leg. A multiple component based statistical correlation based on bitumen molecular concentration data, as well as molecular fingerprints indicated that the upper zone was the dominant contributor (70%) to the production stream. The contribution from the lower zone is impacted by the higher oil biodegradation level, higher oil viscosity and thus lower mobility. We demonstrate that the molecular fingerprint data, which is readily acquired from samples of heavy oil and oil sands, present an opportunity to monitor the progress and efficiency of resource recovery.","In this paper, a case study from the Peace River oil sands, a compartmentalized reservoir being produced from two pay zones separated by a shale barrier shows more biodegraded oil in the lower zone as it is in contact with a water leg."
"Optimization of Development of Heavy Oil Reservoirs through Geochemical Characterization","https://scispace.com/paper/optimization-of-development-of-heavy-oil-reservoirs-through-57gqvbw3t5","2019","Proceedings Article","","Celal Hakan Canbaz
Melek Deniz-Paker
Fatma Bahar Hosgor
Dike Putra
Raul Moreno
Cenk Temizel
Ahmad Alkouh","10.2118/198129-MS","","
 Geochemistry is not only a well-known tool in providing a better understanding of the distribution of fluids in the reservoir rock but also an efficient kit in developing reservoir by decreasing the uncertainty throughout the characterization process. Utilizing geochemistry, not only efficiently identify the fluids and type of oil alteration drastically laterally and vertically over short distances in heavy oil reservoirs where such differences are of significant importance in production of heavy oils in these already challenging reservoirs, but also outline the value of geochemistry to justify the value of information in the process of more robust reservoir characterization and management of heavy oil reservoirs.
 A conceptual model representative heavy oil reservoir recovery is utilized to compare the recoveries between a case where geochemistry is applied to characterize the reservoir and another case where geochemical methods are not employed by using a full-physics commercial reservoir simulator. A sensitivity and optimization software is coupled with the reservoir simulator to outline the relative significance of the important parameters in the recovery process.
 Geochemical characterization, not only, provides information on gas content and its likely behavior where it can also lead to better decisions on completion strategies to avoid zones of different viscosity, but also the essential correlation between the geochemistry and the thermodynamics of heavy oil. Comprehensive reservoir characterization leads to a more robust identification of reservoir fluids where such knowledge will greatly enhance the efficiency thus the economics of the process that is especially important in low oil price environments. There is lack of studies recently on the application of geochemical characterization on the recovery of the process analyzing the relative significance of components, key drivers and the value of the information throughout the process, even though some authors have been published their research on geochemistry and its use in the characterization of the reservoirs. Our study outlines a comprehensive background including latest developments, investigates the key factors, and the value of information on comparative cases considering the relevant components of the process.","In this paper, a conceptual model representative heavy oil reservoir recovery is utilized to compare the recoveries between a case where geochemistry is applied to characterize the reservoir and another case when geochemical methods are not employed by using a full-physics commercial reservoir simulator."
"Characteristics and Genesis of Heavy Oil in Shallow and Thin Layers in Chepaizi Area, Xinjiang, China","https://scispace.com/paper/characteristics-and-genesis-of-heavy-oil-in-shallow-and-thin-58x5wqaiyoua","2024","Journal Article","Energies","Jing Tao
Chunyu Hu
Wenfeng Wang
Xiaofei Gao
Shuo Feng
Changcheng Han
Jiapeng Zhang","10.3390/en17235988","","The Neoproterozoic Shawan Formation in the Chepaizi area is recognized for its significant heavy oil resources. Investigating the underlying causes and mechanisms of heavy oil changes in accordance with the specific characteristics of the reservoir is crucial for future exploration and development. The distribution of heavy oil in the Pai 612 block was identified to present a combination of shallow and thin deposits, high porosity, high permeability, and elevated water content. The physicochemical properties of the crude oil included a complex composition, high density, high viscosity, substantial gel content, and notable oxidation-biodegradation potential. The oxidation and biodegradation of crude oil during transportation played the critical roles in the formation of heavy oil. As cru3de oil was transported upward, the formation temperature decreased, resulting in increased viscosity. An excess of water could initially increase and subsequently decrease heavy oil viscosity, while groundwater in the reservoir contained various chemicals that interacted with colloids and asphaltenes, further increasing the viscosity. During the formation of the early heavy oil reservoir, the light oil was unable to dissolve and transport the high-molecular-weight asphaltene component, leading to the high resin content in the heavy oil of the Pai 612 block. ","Heavy oil in the Chepaizi area, Xinjiang, China, is characterized by high porosity, permeability, and water content, with complex composition, high density, and viscosity, influenced by oxidation, biodegradation, and interactions with groundwater and colloids."
"Viscosity Modeling of Solvent-Water-Heavy Oil/Bitumen Systems at High Pressures and Elevated Temperatures","https://scispace.com/paper/viscosity-modeling-of-solvent-water-heavy-oil-bitumen-49lzey0iei","2024","Journal Article","","Bingge Hu
Daoyong Yang","10.2118/219354-ms","","
 This work presents a new framework for quantifying the viscosity of a solvent-water-heavy oil/bitumen system as a function of thermal energy, solvent dissolution, and water concentration, respectively. By collecting experimental measurements in a pressure range of 0.9 to 5.0 MPa and a temperature range of 298.2 to 463.3 K, the Peng-Robinson equation of state (PR EOS) together with modified alpha functions respectively for hydrocarbons and water as well as binary interaction parameters (BIPs) has been integrated to quantify the aqueous/liquid/vapor (ALV) and LV phase equilibria. By treating heavy oil/bitumen as either a single pseudocomponent (PC) or multiple PCs, such a framework, along with the volume translation (VT) strategy, effective density, and six mixing rules, successfully reproduces the experimentally measured viscosity from 0.7-566.0 mPa•s with an accuracy of 41.1%, 10.2%, 26.3%, 36.4%, 47.2%, and 47.3% (1 PC) and 30.2%, 9.1%, 19.3%, 35.5%, 40.0%, and 30.1% (4 PCs), respectively. Adding water to a solvent-heavy oil/bitumen mixture can either increase or decrease its viscosity, mainly depending on thermal energy and solvent dissolution. Water concentration in feed plays a crucial role on the mixture viscosity at LV equilibria other than ALV equilibria. Heavier solvents are found to have a superior capacity for diluting heavy oil/bitumen at the same solvent concentration, and water has the same ability for reducing mixture viscosity when it is in liquid phase. At a higher temperature, water as a vapour shows its better ability in diluting heavy oil/bitumen than some solvents (e.g., CO2 and C3H8). Such a newly proposed framework makes it possible to not only dynamically and accurately predict the viscosity for the aforementioned mixtures under various conditions, but also seamlessly integrate it with any reservoir simulators for accurately evaluate and optimize the performance of a hybrid solvent-steam process in a given heavy oil reservoir.","A new framework for quantifying viscosity of solvent-water-heavy oil/bitumen systems at high pressures and elevated temperatures is presented. The framework successfully reproduces the experimentally measured viscosity with an accuracy of up to 47%. Water concentration in feed plays a crucial role on the mixture viscosity at LV equilibria other than ALV equilibria."
"Optimal Well Placement for Heavy Oil and Bitumen Reservoirs with Vertical and Lateral Oil Mobility Distributions","https://scispace.com/paper/optimal-well-placement-for-heavy-oil-and-bitumen-reservoirs-wp97circ7y","2009","Proceedings Article","","Ian D. Gates
Stephen R. Larter
J. J. Adams","10.3997/2214-4609.201404874","","Darcy s law shows that the primary control on gravity-driven bitumen speed within oil sands reservoirs is oil mobility, the quotient of oil effective permeability and viscosity. The controlling factors on oil effective permeability are absolute permeability and oil relative permeability which in turn depends on oil saturation. The controlling factors on oil viscosity are temperature and composition which in turn is set by the amount of solution gas, reservoir geology, charge rate, biodegradation and diffusion of light end components, availability of water for biodegradation, and temperature history. The absolute permeability, rock type (relative permeability), fluid saturations, and compositions are all heterogeneous in oil sands reservoirs with differing variability in vertical and lateral directions. Current thermal recovery processes such as SAGD use straight wells that are convenient for drilling and planning but are not optimized with respect to oil mobility distribution. This research examines what the optimum SAGD wellpair trajectory would be in a fully heterogeneous reservoir. The research not only reveals that the optimal well trajectory may not be straight but that injectors and producers need not be parallel to each other.","In this article, the optimal SAGD wellpair trajectory in a fully heterogeneous reservoir was examined and it was shown that the optimal well trajectory may not be straight but that injectors and producers need not be parallel to each other."
"Advances in Heavy Oil Recovery","https://scispace.com/paper/advances-in-heavy-oil-recovery-hkg5xpuv9b","2007","","","C. Bravo
Puneet K. Singh Gill","","https://scispace.com/pdf/advances-in-heavy-oil-recovery-hkg5xpuv9b.pdf","With the depletion of conventional crude oil reserves in the world, heavy oil and bitumen resources appear to have great potential to meet the future demand for petroleum products. However, oil recovery from those sources is fraught with difficulties as compared to conventional oil reservoirs primarily due to high viscosity even under thermodynamic reservoir conditions, which creates special production challenges. Conventional enhanced oil recovery methods also possess important limitations, ranging from operational difficulties to predictive capabilities. With the advent of innovative drilling technologies, in-situ injection of fluids, simulation and monitoring techniques, heavy-oil reservoirs have been rendered profitable assets. This paper analyzes various recovery techniques for heavy oil production and identifies limitations of present models to evaluate the efficacy of solvents (gases) injection in heavy oil reservoirs as an enhanced oil recovery method. The so far known viscous fingering phenomenon is reviewed considering bubble nucleation events at high oil viscosity as being more probable than bubble growth and coalescence. Possible effects on relative permeability under different operation conditions are discussed.","In this paper, the authors analyze various recovery techniques for heavy oil production and identify limitations of present models to evaluate the efficacy of solvents (gases) injection in heavy oil reservoirs as an enhanced oil recovery method."
"Geochemistry and genesis of heavy oil in the Erlian Basin","https://scispace.com/paper/geochemistry-and-genesis-of-heavy-oil-in-the-erlian-basin-57h1qtuj2q","2005","Journal Article","Chinese Journal of Geochemistry","Jie Fang
Lianxing Gu","10.1007/BF02869689","","Heavy oil is commonly distributed in the Erlian Basin, North China. It can be divided into two genetic types: the primary and the secondary. Primary heavy oil is generated directly by Cretaceous immature or low-mature hydrocarbon sources, or is derived from differentiation of crude oil during migration. Oil of this type has viscosity varying in the range of 100–5000 mPa · s. By contrast, secondary heavy oil, which has been thickened to various degrees, is resultant from a combination of biodegradation, water-leaching and oxidation of primary heavy oil. Based upon a large number of determinations on the physical properties of crude oil, GC analyses of saturated and aromatic hydrocarbons, and GC-MS analyses of steranes and terpanes, the characteristics of heavy oil of various types have been described. Differences in inspissation degree have made it possible the grouping of heavy oil of the Erlian Basin into an inspissation series, i. e., low maturity and immature heavy oil with viscosity of 100–2000 mPa · s, weakly biodegradated heavy oil with viscosity of 500–5000 mPa · s, moderately biodegradated heavy oil with viscosity of 1000–50000 mPa · s and highly biodegradated heavy oil with viscosity over 50000 mPa · s. With the progress of inspissation, the products vary from common heavy to over-heavy oil. Slope and uplifted areas inside a reservoir basin are most favorable to the inspissation and formation of heavy oil. Interaction of several mechanisms of inspissation has resulted in a widespread distribution of heavy oil within the Erlian Basin.","In this paper, the authors classified heavy oil of the Erlian Basin into two genetic types: the primary and the secondary heavy oil, which can be divided into two types: primary heavy oil is generated directly by Cretaceous immature or low-mature hydrocarbon sources, or is derived from differentiation of crude oil during migration."
"Regularities of changes in fluid composition and properties in Vankor field pools: from light to heavy oil","https://scispace.com/paper/regularities-of-changes-in-fluid-composition-and-properties-2err84bzs4","2015","Journal Article","","I V Goncharov
N V Oblasov","10.1088/1755-1315/24/1/012039","https://iopscience.iop.org/article/10.1088/1755-1315/24/1/012039/pdf","Oil in layers Nkh 3-4, Nkh 1, Sd 9, Yak 3-7 and vYak 2-4 of the Vankor field occurs at the depth of -2,767 to -1,357 meters at strongly different temperatures: from 62 to 26 °C. Such temperature conditions contribute to oil biodegradation processes in the pool. Therefore, oils in different pools significantly differ from each other in terms of composition and properties depending on the intensity of biodegradation. At the same time, pools might embrace both oils that have practically been not exposed to biodegradation processes and significantly biodegraded oils. The most seriously altered oils are found in vYak 2-4 layer pools. They are the heaviest and the most viscous oils among the samples under study. Many typical oil components (alkanes, alkylbenzenes, naphthalenes, phenanthrenes, dibenzothiophenes) are absent in their composition. Besides, the initial distribution of hopanes in the composition of biomarkers is altered. Apart from the molecular composition of degassed oil samples, the work also studies the effect of biodegradation on the properties and the component and isotopic composition of oils, gases and formation fluid samples.","In this article, the effect of biodegradation on the properties and the component and isotopic composition of oils, gases and formation fluid samples was studied in the Vankor field."
"Advanced Aspects of Crude Oils Correlating Data of Classical Biomarkers and Mass Spectrometry Petroleomics","https://scispace.com/paper/advanced-aspects-of-crude-oils-correlating-data-of-classical-1uspq8qxds","2017","Journal Article","Energy & Fuels","Jandyson M. Santos
Jandyson M. Santos
Flávia Micaella Lemos Santos
Marcos N. Eberlin
Alberto Wisniewski","10.1021/ACS.ENERGYFUELS.6B02362","","The complex geochemical characteristics of crude oils can provide important information on oil generation, such as the input of organic matter and their depositional environments, also supporting exploration, extraction, and production. This work reports the first organic geochemical evaluation of oils from the first commercial Brazilian onshore field (Carmopolis, Sergipe, Brazil) via both classical biomarkers and petroleomics data collected via ultrahigh-resolution and accuracy Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS). Gas chromatography/mass spectrometry (GC/MS) was used to characterize the oil composition in terms of n-alkane, isoprenoid, terpane, and sterane biomarkers, whereas either positive or negative electrospray ionization (ESI) and FT-ICR were used to profile the polar constituents of the oils. GC/MS revealed geochemical characteristics that classify the oil at different levels of thermal evolution and biodegradation. FT-ICR MS attributed molecular formulas to mor...","In this paper, the first organic geochemical evaluation of oils from the first commercial Brazilian onshore field (Carmopolis, Sergipe, Brazil) via both classical biomarkers and petroleomics data collected via ultrahigh-resolution and accuracy Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS)."
